Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q3 2023,Q2 2023,Q1 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,+9 Quarters,Currency,Fiscal_Year_period
Interest Expense,"-4,185,000","-3,989,000","-3,919,000","-3,588,000","-3,516,000","-3,274,000","-5,866,000","-4,256,000","-3,826,000","-2,415,000","-2,366,000","-930,000","-5,000","-6,000","-7,000","-7,000","-8,000","-8,000","-9,000","-9,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Equity Investments,-,-,-,"-13,000","-159,000","-659,000","256,000","-501,000","-133,000","-108,000","-470,000","-413,000","-279,000","-47,000","-728,000","-33,157,000","-3,985,000","-3,198,000","-1,307,000","-682,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-402,000","502,000","1,298,000","1,600,000","-1,464,000","-37,000","-685,000","4,421,000","6,304,000","-4,768,000","3,972,000","1,816,000",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"377,000","569,000","615,000","-115,000","816,000","648,000","594,000","160,000","-22,000","-1,746,000","187,000","-1,040,000","2,162,000","4,628,000","-7,935,000","-25,521,000","-1,056,000","-197,000","283,000","732,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-9,409,000","-8,531,000","-5,754,000","-6,566,000","-8,970,000","-8,098,000","-9,649,000","-4,127,000","-2,684,000","-11,400,000","-408,000","-4,602,000","-151,000","420,000","-13,419,000","-111,363,000","-5,056,000","-4,298,000","128,000","-3,980,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-,-,-,-,-,"-4,687,000","-1,838,000","-428,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,-,-,-,-,-,"-138,937,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"308,000","225,000",-,"-1,789,000","-47,000","-267,000","-604,000","-1,381,000","-166,000","-3,173,000","-2,991,000","549,000","-29,198,000","-19,810,000","5,252,000","-3,054,000","1,630,000","-27,473,000","-1,901,000","-559,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,-,-,-,"890,000",-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-67,372,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Legal Settlements,-,-,-,-,-,"-16,014,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-474,000","-1,670,000","-1,768,000","-183,000","-185,000","-178,000","-70,000",-,-,"-1,441,000","-219,000",-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-76,947,000","-9,976,000","-7,522,000","-8,538,000","-9,202,000","-24,557,000","-10,323,000","-144,445,000","-2,850,000","-16,014,000","-3,618,000","-4,053,000","-28,459,000","-24,077,000","-10,005,000","-114,845,000","-3,426,000","-31,771,000","-1,773,000","-4,539,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-13,588,000","-1,698,000","-2,530,000","-1,152,000","-60,000","-987,000","-432,000","-2,121,000","624,000","-2,273,000","-847,000","-2,870,000","-3,949,000","-2,599,000","-11,411,000","-4,464,000",-,"-1,256,000","906,000","-133,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-63,359,000","-8,278,000","-4,992,000","-7,386,000","-9,142,000","-23,570,000","-9,891,000","-142,324,000","-3,474,000","-13,741,000","-2,771,000","-1,183,000","-24,510,000","-21,478,000","1,406,000","-110,381,000","-3,426,000","-30,515,000","-2,679,000","-4,406,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-63,359,000","-8,278,000","-4,992,000","-7,386,000","-9,142,000","-23,570,000","-9,891,000","-142,324,000","-3,474,000","-13,741,000","-2,771,000","-1,183,000","-24,510,000","-21,478,000","1,406,000","-110,381,000","-3,426,000","-30,515,000","-2,679,000","-4,406,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"136,541,079","136,329,071","136,170,638","135,671,354","135,662,428","155,423,045","169,127,710","169,113,578","162,765,523","142,445,832","142,444,765","142,435,965","142,626,798","171,798,443","191,650,023","191,155,094","189,498,022","189,233,659","188,810,348","188,177,493",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"136,541,079","136,329,071","136,170,638","135,671,354","135,662,428","155,423,045","169,127,710","169,113,578","162,765,523","142,445,832","142,444,765","142,435,965","142,626,798","171,798,443","192,938,218","191,155,094","189,498,022","189,233,659","188,810,348","188,177,493",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),0.648%,-12.285%,-19.487%,-19.775%,-16.652%,9.110%,18.732%,18.730%,14.120%,-17.085%,-26.171%,-25.487%,-24.734%,-9.214%,2.186%,1.582%,1.209%,8.827%,4.416%,24.996%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.464,-0.061,-0.037,-0.054,-0.067,-0.152,-0.058,-0.842,-0.021,-0.096,-0.019,-0.008,-0.172,-0.125,0.007,-0.577,-0.018,-0.161,-0.014,-0.023,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.464,-0.061,-0.040,-0.054,-0.070,-0.152,-0.060,-0.842,-0.021,-0.100,-0.020,-0.010,-0.172,-0.125,0.007,-0.580,-0.020,-0.169,-0.014,-0.023,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-5,105,000","-3,877,000","-10,160,000","-4,975,000","-7,030,000","-22,760,000","2,989,000","-3,351,000","-4,766,000","-1,096,000","-3,575,000","-4,543,000","-15,976,000","-5,278,000","-953,000","-1,055,000","-807,000","-686,000","-3,523,000","-669,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.037,-0.028,-0.075,-0.037,-0.052,-0.146,0.018,-0.020,-0.029,-0.008,-0.025,-0.032,-0.112,-0.031,-0.005,-0.006,-0.004,-0.004,-0.019,-0.004,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-23.873%,-41.304%,28.672%,3.005%,22.004%,12.268%,41.538%,47.976%,38.926%,-,-,-,-,-101.422%,-5.928%,-,100.000%,100.000%,100.000%,100.000%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-106.997%,-148.139%,-175.304%,-262.227%,-260.190%,-276.389%,-209.443%,-213.222%,-373.378%,-,-,-,-,-492.299%,-81.138%,-1295.573%,-0.262%,-31.316%,23.123%,-185.214%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-1303.951%,-218.475%,-233.489%,-435.239%,-511.870%,-1364.005%,-524.721%,-7680.734%,-259.060%,-,-,-,-,-2544.787%,24.022%,-2714.732%,-128.459%,-1067.705%,-53.356%,-202.948%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-105.063%,-102.323%,-475.210%,-293.164%,-393.617%,-1317.130%,158.568%,-180.842%,-355.406%,-,-,-,-,-625.355%,-16.282%,-25.947%,-30.259%,-24.003%,-70.165%,-30.815%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-4,728,000","-5,156,000","-3,290,000","-4,014,000","-4,219,000","-4,442,000","-3,896,000","-3,899,000","-4,301,000","-2,302,000","-1,689,000","-3,999,000","-1,989,000","-4,147,000","-4,699,000","-52,633,000","35,000","-890,250","1,204,000","-3,978,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-97.304%,-136.078%,-153.882%,-236.535%,-236.226%,-257.060%,-206.684%,-210.416%,-,-,-,-,-,-,-80.284%,-,1.312%,-31.149%,23.979%,-183.233%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"471,000","457,000","458,000","436,000","428,000","334,000","52,000","52,000","706,000","61,000","42,000","36,000","40,000","8,000","50,000","45,000","42,000","4,750","43,000","43,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-5,199,000","-5,613,000","-3,748,000","-4,450,000","-4,647,000","-4,776,000","-3,948,000","-3,951,000","-5,007,000","-2,363,000","-1,731,000","-4,035,000","-2,029,000","-4,155,000","-4,749,000","-52,678,000","-7,000","-895,000","1,161,000","-4,021,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-106.997%,-148.139%,-175.304%,-262.227%,-260.190%,-276.389%,-209.443%,-213.222%,-,-,-,-,-,-,-81.138%,-,-0.262%,-31.316%,23.123%,-185.214%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,-,-,-,-,-,"1,885,000","1,853,000","1,341,000",-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
