Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+12 Quarters,Currency,Fiscal_Year_period
Earnings From Continuing Operations,"-2,365,000","1,351,000","-4,809,000","-2,114,000","66,005,000","-8,558,000","-2,354,000","-8,336,000","89,506,000","-125,980,000","-31,888,000","-51,554,000","-74,061,000","-33,426,000","-46,151,000","-40,598,000","-29,899,000","-52,666,000","-19,146,000","-12,717,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-2,365,000","1,351,000","-4,809,000","-2,114,000","66,005,000","-8,558,000","-2,354,000","-8,336,000","89,506,000","-125,980,000","-31,888,000","-51,554,000","-74,061,000","-33,426,000","-46,151,000","-40,598,000","-29,899,000","-52,666,000","-19,146,000","-12,717,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,"5,000","47,000","47,000","2,984,000",-,-,-,"3,143,000",-,"-1,908,000","81,000","1,047,000",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-2,370,000","1,304,000","-4,856,000","-5,098,000","66,005,000","-8,558,000","-2,354,000","-11,479,000","89,506,000","-124,072,000","-31,969,000","-52,601,000","-74,061,000","-33,426,000","-46,151,000","-40,598,000","-29,899,000","-52,666,000","-19,146,000","-12,717,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-,-,-,-,-26.256%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"96,459,121","66,773,313","31,194,393","11,659,066","4,236,477","1,576,158","1,271,524","896,713","659,480","217,028","88,741","85,989","82,275","66,757","43,650","43,318","43,310","30,771","25,705","25,303",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"96,459,121","1,613,722,212","31,194,393","11,659,066","729,979,486","1,576,158","1,271,524","896,713","4,441,972","217,028","88,741","85,989","82,275","66,757","43,650","43,318","43,310","30,771","25,705","25,303",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),-86.786%,102283.277%,2353.307%,1200.200%,16333.680%,626.246%,1332.848%,942.823%,5298.933%,225.101%,103.301%,98.506%,89.968%,116.948%,69.811%,71.197%,75.621%,57.067%,79.279%,83.755%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.025,0.020,-0.156,-0.437,15.580,-5.430,-1.851,-12.801,135.722,-571.687,-360.251,-611.718,-900.164,-500.712,-1057.297,-937.209,-690.349,-1711.547,-744.836,-502.589,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.025,-0.001,-0.156,-0.728,0.098,-5.430,-1.851,-12.801,-4.392,-571.687,-360.251,-611.990,-900.164,-500.712,-1057.297,-938.676,-690.349,-1711.547,-744.836,-504.420,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-459,000","-1,141,000","109,000","-170,000","-2,364,000","-1,495,000","-4,943,000","-6,566,000","-16,370,000","-26,830,000","-20,985,000","-21,318,000","-37,964,000","-54,910,000","-35,414,000","-40,500,000","-36,119,000","-15,493,000","-14,971,000","-13,587,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.005,-0.001,0.003,-0.015,-0.003,-0.949,-3.887,-7.322,-3.685,-123.625,-236.475,-247.915,-461.428,-822.535,-811.317,-934.946,-833.964,-503.494,-582.416,-536.972,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,80.672%,81.514%,81.016%,80.285%,63.048%,6.713%,76.313%,-112.155%,73.630%,78.704%,74.924%,50.840%,44.217%,54.820%,54.208%,10.119%,-14.029%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-54.270%,-33.389%,-78.934%,-69.849%,-69.484%,-298.454%,-61.611%,-6658.564%,-293.894%,-404.690%,-680.522%,-1048.123%,-2533.236%,-2215.509%,-4060.814%,-21339.881%,-9408.633%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-52.714%,31.346%,-134.777%,-105.352%,1291.178%,-348.169%,-40.523%,-6341.989%,1404.897%,-2056.215%,-752.035%,-1473.417%,-4325.993%,-1800.000%,-4176.561%,-24165.476%,-10755.036%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-10.209%,-27.428%,3.025%,-3.513%,-46.244%,-60.822%,-85.092%,-3627.624%,-256.946%,-444.647%,-493.649%,-597.143%,-2217.523%,-2956.920%,-3204.887%,-24107.143%,-12992.446%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-2,133,000","-1,382,000","-2,832,000","-3,358,000","-3,515,000","-7,163,000","-3,334,000","-11,802,000","-18,474,000","-24,169,000","-28,664,000","-37,133,000","-43,101,000","-40,867,000","-44,677,000","-35,730,000","-26,098,000","-22,318,000","-19,175,000","-12,807,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-47.442%,-33.221%,-78.601%,-69.394%,-68.760%,-291.416%,-57.394%,-,-289.970%,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"307,000","7,000","12,000","22,000","37,000","173,000","245,000","250,000","250,000","250,000","265,000","285,000","268,000","275,000","195,000","121,000","58,000","54,000","69,000","65,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-2,440,000","-1,389,000","-2,844,000","-3,380,000","-3,552,000","-7,336,000","-3,579,000","-12,052,000","-18,724,000","-24,419,000","-28,929,000","-37,418,000","-43,369,000","-41,142,000","-44,872,000","-35,851,000","-26,156,000","-22,372,000","-19,244,000","-12,872,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-54.270%,-33.389%,-78.934%,-69.849%,-69.484%,-298.454%,-61.611%,-,-293.894%,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,0.589%,-,-,0.017%,-,-,-,0.015%,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
