Fiscal Quarter,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,Q1 2019,Q4 2018,Q3 2018,Q2 2018,+20 Quarters,Currency,Fiscal_Year_period
EBT Excluding Unusual Items,"-385,200","-390,906","-366,508","-545,976","-424,065","-449,585","-485,245","-338,633","-379,692","-367,875","-332,599","-436,161","-386,734","-349,441","-333,907","-388,448","-332,451","-263,828","-375,987","-367,874",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,"55,400",-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-385,200","-390,906","-366,508","-545,976","-424,065","-449,585","-429,845","-338,633","-379,692","-367,875","-332,599","-436,161","-386,734","-349,441","-333,907","-388,448","-332,451","-263,828","-375,987","-367,874",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-385,200","-390,906","-366,508","-545,976","-424,065","-449,585","-429,845","-338,633","-379,692","-367,875","-332,599","-436,161","-386,734","-349,441","-333,907","-388,448","-332,451","-263,828","-375,987","-367,874",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"82,566",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-385,200","-390,906","-366,508","-545,976","-424,065","-449,585","-429,845","-338,633","-379,692","-367,875","-332,599","-436,161","-386,734","-349,441","-333,907","-388,448","-415,017","-263,828","-375,987","-367,874",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"1,435,497","1,435,497","1,435,497","1,435,497","1,435,497","1,436,042","1,434,826","1,336,556","1,335,188","1,334,424","1,334,418","1,334,418","1,331,015","1,315,126","1,315,065","1,312,647","1,295,782","1,285,172","1,229,249","1,196,373",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"1,435,497","1,435,497","1,435,497","1,435,497","1,435,497","1,436,042","1,434,826","1,336,556","1,335,188","1,334,424","1,334,418","1,334,418","1,331,015","1,315,126","1,315,065","1,312,647","1,295,782","1,285,172","1,229,249","1,196,373",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),-,-0.038%,0.047%,7.403%,7.513%,7.615%,7.524%,0.160%,0.314%,1.467%,1.472%,1.659%,2.719%,2.331%,6.981%,9.719%,16.087%,-21.244%,15.009%,-4.628%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.268,-0.272,-0.255,-0.380,-0.295,-0.313,-0.300,-0.253,-0.284,-0.276,-0.249,-0.327,-0.291,-0.266,-0.254,-0.296,-0.320,-0.205,-0.306,-0.307,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.268,-,-0.255,-0.380,-0.295,-0.313,-0.300,-0.253,-0.284,-0.276,-0.249,-0.327,-0.291,-0.266,-0.254,-0.296,-0.320,-0.960,-0.306,-0.307,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-189,333","-187,519","-228,239","-218,656","-306,304","-291,782","-430,643","-25,537","-242,334","-208,513","-238,783","-292,584","-267,049","-241,905","-288,889","-266,858","-340,318","-158,780","-266,723","-260,738",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.132,-0.131,-0.159,-0.152,-0.213,-0.203,-0.300,-0.019,-0.181,-0.156,-0.179,-0.219,-0.201,-0.184,-0.220,-0.203,-0.263,-0.124,-0.217,-0.218,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,70.490%,97.462%,97.457%,97.457%,97.488%,81.892%,97.525%,38.862%,38.859%,-37.243%,20.254%,12.610%,-38.473%,-50.784%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-1588.911%,-1609.406%,-1482.350%,-2422.187%,-1791.678%,-1915.591%,-2105.503%,-1341.499%,-1560.190%,-1514.893%,-1461.454%,-2007.373%,-1762.110%,-1566.245%,-1492.944%,-1834.007%,-1682.356%,-1353.864%,-1861.944%,-2735.988%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-2007.295%,-2037.030%,-1909.891%,-2844.959%,-2209.708%,-2342.809%,-2239.943%,-1764.541%,-1978.490%,-1917.014%,-1733.189%,-2272.737%,-2015.289%,-1820.859%,-1740.005%,-2024.221%,-2162.561%,-1374.749%,-1959.286%,-2942.051%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-986.623%,-977.170%,-1189.364%,-1139.367%,-1596.081%,-1520.490%,-2244.101%,-133.068%,-1262.748%,-1086.571%,-1244.310%,-1524.590%,-1391.605%,-1260.513%,-1505.414%,-1390.610%,-1773.321%,-827.367%,-1389.906%,-2085.237%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,-,-,-,-,-,-,-,-,-,"-290,353","-280,098","-384,880","-337,794","-300,578","-286,410","-351,280","-322,195","-259,154","-356,641","-341,442",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,-,-,-,-,-,-,-,-,-,355,355,355,355,-,86,666,666,666,666,666,Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-304,912","-308,845","-284,463","-464,842","-343,841","-367,602","-404,046","-257,447","-299,416","-290,708","-280,453","-385,235","-338,149","-300,578","-286,496","-351,946","-322,861","-259,820","-357,307","-342,108",Upgrade,Financials in USD,Fiscal year is January - December
