Fiscal Quarter,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,Q1 2019,Q4 2018,+3 Quarters,Currency,Fiscal_Year_period
EBT Excluding Unusual Items,"-510,567","-486,242","-571,096","-700,832","-1,033,496","-429,555","-3,891,783","-747,018","-1,285,431","-1,965,201","-1,407,674","-1,560,550","3,851,882","-7,642,621","-2,609,887","-1,340,423","-2,623,663","-5,297,271","-3,694,816","-1,492,381",Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-12,564,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,-,-,"-9,610",-,1,-,"-92,804",-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-2,944,401",-,-,-,"-606,595",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"14,792","1,306,622","-1,519,024",-,-,"-2,196,100",-,-,"698,820",-,-,-1,"97,997","1,210,285","193,659","-1,343,304",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-495,775","820,380","-2,090,120","-1,493,088","-2,279,444","-2,635,265","-3,891,783","-747,017","-586,611","-2,058,005","-1,407,674","-1,560,551","3,949,879","-6,432,336","-2,416,228","-18,192,128","-2,623,663","-5,297,271","-3,694,816","-2,098,976",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-495,775","820,380","-2,090,120","-1,493,088","-2,279,444","-2,635,265","-3,891,783","-747,017","-586,611","-2,058,005","-1,407,674","-1,560,551","3,949,879","-6,432,336","-2,416,228","-18,192,128","-2,623,663","-5,297,271","-3,694,816","-2,098,976",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,-,-,-,-,-,"44,306","138,629","176,447","2,884,536","21,000","21,000","461,615",-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-495,775","820,380","-2,090,120","-1,493,088","-2,279,444","-2,635,265","-3,891,783","-747,017","-586,611","-2,058,005","-1,407,674","-1,560,551","3,905,573","-6,570,965","-2,592,675","-21,076,664","-2,644,663","-5,318,271","-4,156,431","-2,098,976",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"682,209","631,167","618,875","399,663","283,579","220,180","169,155","162,722","142,408","138,092","128,284","125,891","116,970","103,430","99,840","97,031","98,992","96,408","85,513","33,661",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"682,209","1,069,942","618,875","399,663","283,579","220,180","169,155","162,722","142,408","138,092","128,284","125,891","664,245","103,430","99,840","97,031","98,992","96,408","85,513","33,661",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),140.571%,385.940%,265.863%,145.611%,99.131%,59.444%,31.860%,29.256%,-78.561%,33.513%,28.490%,29.743%,571.009%,7.284%,16.754%,188.259%,194.085%,186.409%,154.042%,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.727,1.300,-3.377,-3.736,-8.038,-11.969,-23.007,-4.591,-4.119,-14.903,-10.973,-12.396,33.390,-63.531,-25.968,-217.216,-26.716,-55.164,-48.606,-62.356,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.727,0.770,-3.377,-3.736,-8.038,-11.970,-23.007,-4.591,-4.119,-14.903,-10.973,-12.396,10.000,-63.531,-25.968,-217.216,-30.000,-55.164,-48.606,-62.356,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-325,978","-138,400","-361,993","-91,734","-294,624","-643,121","-884,259","-821,693","-1,247,486","-1,440,126","-1,308,335","-1,796,602","-1,128,401","-2,444,265","-1,890,759","-4,387,959","-1,549,333","-2,491,802","-3,882,867","-969,689",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.478,-0.129,-0.585,-0.230,-1.039,-2.921,-5.228,-5.050,-8.760,-10.429,-10.199,-14.271,-1.699,-23.632,-18.938,-45.222,-15.651,-25.846,-45.407,-28.807,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,-,-,59.273%,77.209%,53.415%,69.843%,52.045%,47.191%,65.796%,75.188%,-259.031%,62.940%,72.209%,79.940%,79.761%,57.763%,61.346%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-,-,-,-,-1108.816%,-208.176%,-199.906%,-266.673%,-424.750%,-373.016%,-321.782%,-145.158%,-9861.718%,-268.619%,-60.113%,-124.965%,-214.637%,-272.032%,-140.821%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-,-,-,-,-3565.988%,-1025.341%,-230.080%,-127.464%,-456.871%,-374.214%,-335.961%,600.957%,-33697.256%,-254.990%,-1140.232%,-96.435%,-218.704%,-313.873%,-209.412%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-,-,-,-,-870.258%,-232.969%,-253.080%,-271.065%,-319.704%,-347.806%,-386.779%,-173.629%,-12534.692%,-185.956%,-237.385%,-56.495%,-102.471%,-293.215%,-96.744%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-419,646","-407,210","-419,061","-834,433","-605,700","-816,634","-786,977","-647,078","-1,226,974","-1,911,323","-1,391,597","-1,482,665","-913,272","-1,905,791","-2,709,146","-908,584","-3,215,213","-5,010,761","-3,391,134","-1,400,492",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-,-,-207.339%,-199.299%,-266.608%,-,-,-,-140.527%,-,-266.445%,-49.154%,-117.239%,-206.058%,-256.082%,-139.725%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"1,624","1,622","1,623","4,129","4,128","2,781","3,177","1,970",300,"1,988","11,571","12,023","30,095","17,244","22,108","202,569","211,885","208,619","211,218","10,986",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-421,270","-408,832","-420,684","-838,562","-609,828","-819,415","-790,154","-649,048","-1,227,274","-1,913,311","-1,403,168","-1,494,688","-943,367","-1,923,035","-2,731,254","-1,111,153","-3,427,098","-5,219,380","-3,602,352","-1,411,478",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-,-,-208.176%,-199.906%,-266.673%,-,-,-,-145.157%,-,-268.619%,-60.113%,-124.965%,-214.637%,-272.032%,-140.821%,Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,-,-,-,-,-,-,-,-,-,-,-,"51,643","25,935","145,000",-,"1,467,691","1,585,000","1,135,546",-,Upgrade,Financials in USD,Fiscal year is January - December
