Fiscal Quarter,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,Q1 2019,Q4 2018,Q3 2018,Q2 2018,Q1 2018,+20 Quarters,Currency,Fiscal_Year_period
EBT Excluding Unusual Items,"-565,921","-565,366","-610,568","-668,606","-878,598","-667,328","-948,199","-641,881","-589,589","-1,155,571","-563,856","-603,133","-703,309","-1,711,363","-372,987","-692,469","-438,620","-443,348","-1,256,618","-156,311",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,-,-,"21,474","32,211","32,211","32,212","32,211","32,211","32,211","32,212","32,211",Upgrade,Financials in USD,Fiscal year is January - December
Legal Settlements,-,-,-,-,-,-,-,-,-,-,-,-,"-198,937",-,"-500,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-695,-39,"40,469","-487,217","237,573","-5,113","-45,995","-337,875",-95,-204,"-5,387","5,868","192,991","33,203","1,649","-12,960","-39,388","80,200","-20,128","-15,059",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-566,616","-565,405","-570,099","-1,155,823","-641,025","-672,441","-994,194","-979,756","-589,684","-1,155,775","-569,243","-575,791","-677,044","-1,645,949","-839,126","-673,218","-445,797","-330,937","-1,244,534","-139,159",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-566,616","-565,405","-570,099","-1,155,823","-641,025","-672,441","-994,194","-979,756","-589,684","-1,155,775","-569,243","-575,791","-677,044","-1,645,949","-839,126","-673,218","-445,797","-330,937","-1,244,534","-139,159",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-566,616","-565,405","-570,099","-1,155,823","-641,025","-672,441","-994,194","-979,756","-589,684","-1,155,775","-569,243","-575,791","-677,044","-1,645,949","-839,126","-673,218","-445,797","-330,937","-1,244,534","-139,159",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"634,850,067","609,385,917","597,325,241","523,730,662","491,088,596","455,404,407","451,724,735","444,844,181","435,542,420","429,684,176","427,968,284","423,941,944","416,061,230","396,637,920","393,575,661","384,669,889","375,159,893","368,188,089","366,053,221","352,977,458",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"634,850,067","609,385,917","597,325,241","523,730,662","491,088,596","455,404,407","451,724,735","444,844,181","435,542,420","429,684,176","427,968,284","423,941,944","416,061,230","396,637,920","393,575,661","384,669,889","375,159,893","368,188,089","366,053,221","352,977,458",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),29.274%,33.812%,32.232%,17.734%,12.753%,5.986%,5.551%,4.930%,4.682%,8.332%,8.739%,10.209%,10.902%,7.727%,7.519%,8.979%,9.723%,9.119%,9.275%,60.125%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.001,-0.001,-0.001,-0.002,-0.001,-0.001,-0.002,-0.002,-0.001,-0.003,-0.001,-0.001,-0.002,-0.004,-0.002,-0.002,-0.001,-0.001,-0.003,-0.000,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.001,-0.001,-0.001,-0.002,-0.001,-0.001,-0.002,-0.002,-0.001,-0.003,-0.001,-0.001,-0.002,-0.004,-0.002,-0.002,-0.001,-0.001,-0.003,-0.000,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-43,065","-64,672","-133,309","-63,806","-216,701","-206,005","-317,718","-317,515","-121,035","-195,745","-67,447","-94,659","-219,858","-455,329","-195,395","-340,412","25,222","-90,973","-20,433","688,651",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.001,-0.001,-0.000,-0.000,-0.000,-0.000,-0.001,-0.001,-0.000,-0.001,0.000,-0.000,-0.000,0.002,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,75.363%,63.052%,74.521%,68.533%,63.413%,75.233%,61.410%,81.606%,90.835%,71.265%,57.439%,68.522%,45.039%,12.277%,61.017%,60.109%,70.240%,63.801%,68.843%,70.586%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-1873.551%,-2783.611%,-1774.374%,-2207.804%,-1537.125%,-880.530%,-2204.179%,-577.336%,-381.840%,-1536.469%,-1181.674%,-866.451%,-222.374%,-1020.330%,-2.630%,-30.493%,-2.798%,-14.546%,-45.226%,-0.543%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-2836.768%,-3968.590%,-2325.226%,-4958.486%,-2717.014%,-1172.849%,-2805.130%,-1161.123%,-511.461%,-1787.825%,-1435.525%,-1001.515%,-219.173%,-1051.113%,-64.648%,-51.437%,-26.796%,-22.005%,-68.365%,-8.124%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-215.605%,-453.934%,-543.719%,-273.728%,-918.497%,-359.307%,-896.445%,-376.292%,-104.979%,-302.791%,-170.089%,-164.647%,-71.173%,-290.776%,-15.054%,-26.009%,1.516%,-6.049%,-1.122%,40.203%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,-,-,-,-,-,-,-,-,"-379,585","-932,627","-407,927","-437,486","-599,271","-1,546,093","17,509","-347,449","5,110","-167,099","-771,662","42,880",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-,-,-,-,-,-,-,-,-193.996%,-,1.349%,-26.547%,0.307%,-11.111%,-42.389%,2.503%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,-,-,-,-,-,-,-,-,"60,654","60,654","60,654","60,654","87,659","51,652","51,652","51,652","51,652","51,652","51,652","52,176",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-374,223","-396,581","-435,041","-514,639","-362,654","-504,843","-781,205","-487,156","-440,239","-993,281","-468,581","-498,140","-686,930","-1,597,745","-34,143","-399,101","-46,542","-218,751","-823,314","-9,296",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-,-,-,-,-,-,-,-,-222.374%,-,-2.630%,-30.493%,-2.797%,-14.546%,-45.226%,-0.543%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"19,974","14,247","24,518","23,310","23,593","57,334","35,442","84,380","115,294","64,647","39,654","57,492","308,908","156,591","1,297,984","1,308,810","1,663,646","1,503,884","1,820,429","1,712,929",Upgrade,Financials in USD,Fiscal year is January - December
