Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+20 Quarters,Currency,Fiscal_Year_period
Interest & Investment Income,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"39,393","69,000",Upgrade,Financials in USD,Fiscal year is April - March
Currency Exchange Gain (Loss),"-55,000","-43,000","-377,000","293,000","-373,000","292,000","-44,000","338,000","-1,308,000","-675,000","214,000","16,000","-597,000","213,000","22,000","898,000","427,000","644,000","-1,436,412","347,000",Upgrade,Financials in USD,Fiscal year is April - March
Other Non Operating Income (Expenses),-,-,"2,759,000",-,"75,000","7,000","934,000","-646,000","113,000","2,239,000","1,788,000","2,239,000","16,280,000","3,246,000","-6,994,000","-12,366,000","-304,000","-2,636,000","2,636,168","2,580,000",Upgrade,Financials in USD,Fiscal year is April - March
EBT Excluding Unusual Items,"1,882,000","2,256,000","2,983,000","-795,000","-973,000","884,000","105,000","-588,000","-2,159,000","-1,524,000","-1,806,000","-1,211,000","8,404,000","-6,587,000","-13,106,000","-11,976,000","-1,835,000","-2,477,000","264,604","-318,000",Upgrade,Financials in USD,Fiscal year is April - March
Merger & Restructuring Charges,-,"-356,000","-1,105,000",-,-,-,"-93,000","-372,000","-382,000","-28,000","-53,000","-33,000","-784,000",-,"-979,000","-448,000",-,"-680,000","-2,330,480","-2,314,000",Upgrade,Financials in USD,Fiscal year is April - March
Asset Writedown,"-2,463,000",-,"-888,000",-,-,-,-,-,-,-,"-1,750,000",-,-,-,-,-,-,-,"-691,000",-,Upgrade,Financials in USD,Fiscal year is April - March
Pretax Income,"-581,000","1,900,000","990,000","-795,000","-973,000","884,000","12,000","-960,000","-2,541,000","-1,552,000","-3,609,000","-1,244,000","7,620,000","-6,587,000","-14,085,000","-12,424,000","-1,835,000","-3,157,000","-2,756,876","-2,632,000",Upgrade,Financials in USD,Fiscal year is April - March
Income Tax Expense,"-691,000","-57,000","228,000","-261,000","120,000","233,000","-6,844,000","547,000","189,000","-154,000","1,678,000","-94,000","-2,525,000",-,"-3,595,000","359,000","-273,000","272,000","-968,873",-,Upgrade,Financials in USD,Fiscal year is April - March
Net Income,"110,000","1,957,000","762,000","-534,000","-1,093,000","651,000","6,856,000","-1,507,000","-2,730,000","-1,398,000","-5,287,000","-1,150,000","10,145,000","-6,587,000","-10,490,000","-12,783,000","-1,562,000","-3,429,000","-1,788,003","-2,632,000",Upgrade,Financials in USD,Fiscal year is April - March
Net Income to Common,"110,000","1,957,000","762,000","-534,000","-1,093,000","651,000","6,856,000","-1,507,000","-2,730,000","-1,398,000","-5,287,000","-1,150,000","10,145,000","-6,587,000","-10,490,000","-12,783,000","-1,562,000","-3,429,000","-1,788,003","-2,632,000",Upgrade,Financials in USD,Fiscal year is April - March
Net Income Growth,-,200.614%,-88.886%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is April - March
Shares Outstanding (Basic),"24,548,318","24,458,673","24,450,414","24,182,551","20,433,753","20,230,065","19,938,346","20,037,954","19,975,578","19,952,602","19,731,031","19,734,673","19,179,575","19,169,223","17,422,099","14,461,250","14,453,973","14,452,275","13,974,557","14,173,724",Upgrade,Financials in USD,Fiscal year is April - March
Shares Outstanding (Diluted),"24,548,318","24,458,673","25,111,538","24,182,551","20,433,753","20,230,065","22,128,894","20,037,954","19,975,578","19,952,602","19,731,031","19,734,673","19,179,575","19,169,223","17,422,099","14,461,250","14,453,973","14,452,275","13,974,557","14,173,724",Upgrade,Financials in USD,Fiscal year is April - March
Shares Change (YoY),20.136%,20.903%,13.479%,20.684%,2.294%,1.391%,12.153%,1.537%,4.150%,4.087%,13.253%,36.466%,32.694%,32.638%,24.670%,2.029%,-12.134%,-1.974%,-4.665%,6.615%,Upgrade,Financials in USD,Fiscal year is April - March
EPS (Basic),0.004,0.080,0.031,-0.022,-0.053,0.032,0.344,-0.075,-0.137,-0.070,-0.268,-0.058,0.529,-0.344,-0.602,-0.884,-0.108,-0.237,-0.128,-0.186,Upgrade,Financials in USD,Fiscal year is April - March
EPS (Diluted),0.004,0.080,0.031,-0.022,-0.053,0.030,0.309,-0.075,-0.140,-0.070,-0.273,-0.070,0.520,-0.344,-0.602,-0.884,-0.110,-0.240,-0.128,-0.190,Upgrade,Financials in USD,Fiscal year is April - March
EPS Growth,-,166.667%,-89.900%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is April - March
Free Cash Flow,"6,818,000","8,161,000","1,605,000","5,537,000","7,335,000","4,187,000","3,853,000","-2,221,000","896,000","-4,031,000","3,764,000","-1,727,000","3,533,000","-6,847,000","4,164,000","-2,191,000","-27,000","2,977,000","-1,358,599","-1,048,000",Upgrade,Financials in USD,Fiscal year is April - March
Free Cash Flow Per Share,0.278,0.334,0.064,0.229,0.359,0.207,0.174,-0.111,0.045,-0.202,0.191,-0.088,0.184,-0.357,0.239,-0.152,-0.002,0.206,-0.097,-0.074,Upgrade,Financials in USD,Fiscal year is April - March
Gross Margin,59.480%,59.326%,56.598%,55.849%,58.264%,59.027%,57.402%,60.416%,63.509%,62.436%,56.961%,60.686%,60.617%,48.491%,57.855%,57.858%,61.999%,61.119%,57.788%,62.602%,Upgrade,Financials in USD,Fiscal year is April - March
Operating Margin,15.588%,15.871%,10.881%,6.220%,11.719%,15.338%,9.873%,11.388%,8.412%,0.265%,-3.460%,-1.439%,-23.501%,-41.478%,-20.336%,8.212%,2.713%,9.221%,6.121%,-6.184%,Upgrade,Financials in USD,Fiscal year is April - March
Profit Margin,0.418%,7.173%,2.935%,-2.118%,-3.604%,2.063%,23.944%,-5.245%,-9.861%,-6.066%,-26.092%,-5.407%,56.673%,-38.148%,-59.470%,-52.700%,-8.791%,-17.148%,-8.463%,-16.243%,Upgrade,Financials in USD,Fiscal year is April - March
Free Cash Flow Margin,25.921%,29.912%,6.182%,21.963%,24.187%,13.269%,13.457%,-7.730%,3.236%,-17.491%,18.576%,-8.119%,19.736%,-39.654%,23.607%,-9.033%,-0.152%,14.887%,-6.430%,-6.468%,Upgrade,Financials in USD,Fiscal year is April - March
EBITDA,"5,676,000","5,701,000","4,235,000","3,016,000","5,017,000","6,286,000","4,116,000","4,787,000","3,866,000","1,603,000","590,000","1,194,000","-2,658,000","-5,583,000","-2,418,000","3,500,000","1,962,000","3,310,000","2,245,283","333,000",Upgrade,Financials in USD,Fiscal year is April - March
EBITDA Margin,21.579%,20.896%,16.312%,11.963%,16.544%,19.921%,14.375%,16.661%,13.964%,6.956%,2.912%,5.614%,-14.848%,-32.333%,-13.708%,14.429%,11.042%,16.552%,10.627%,2.055%,Upgrade,Financials in USD,Fiscal year is April - March
D&A For EBITDA,"1,576,000","1,371,000","1,410,000","1,448,000","1,463,000","1,446,000","1,289,000","1,515,000","1,537,000","1,542,000","1,291,000","1,500,000","1,549,000","1,579,000","1,169,000","1,508,000","1,480,000","1,466,000","951,962","1,335,000",Upgrade,Financials in USD,Fiscal year is April - March
EBIT,"4,100,000","4,330,000","2,825,000","1,568,000","3,554,000","4,840,000","2,827,000","3,272,000","2,329,000","61,000","-701,000","-306,000","-4,207,000","-7,162,000","-3,587,000","1,992,000","482,000","1,844,000","1,293,321","-1,002,000",Upgrade,Financials in USD,Fiscal year is April - March
EBIT Margin,15.588%,15.871%,10.881%,6.220%,11.719%,15.338%,9.873%,11.388%,8.412%,0.265%,-3.460%,-1.439%,-23.501%,-41.478%,-20.336%,8.212%,2.713%,9.221%,6.121%,-6.184%,Upgrade,Financials in USD,Fiscal year is April - March
Effective Tax Rate,-,-,23.030%,-,-,26.357%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is April - March
