Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+11 Quarters,Currency,Fiscal_Year_period
Net Income to Common,"-7,411,190","-8,073,146","-5,873,769","-16,974,196","-46,254,236","-4,616,087","-8,480,149","-49,189,598","-6,255,525","-2,039,525","-4,061,432","-5,140,130","-2,741,675","-5,564,718","-6,014,429","-19,972,521","360,949","-3,988,095","-1,409,062","-2,577,168",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"325,163,800","289,175,997","228,437,545","222,720,734","222,080,513","221,791,320","221,084,457","220,381,096","220,146,277","220,088,004","205,570,940","196,778,256","196,292,786","196,292,786","190,777,592","175,660,734","162,536,424","143,947,783","138,915,955","135,888,982",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"325,163,800","289,175,997","228,437,545","222,720,734","222,080,513","221,791,320","221,084,457","220,381,096","220,146,277","220,088,004","205,570,940","196,778,256","196,292,786","196,292,786","190,777,592","175,660,734","162,536,424","143,947,783","138,915,955","135,888,982",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),46.417%,30.382%,3.326%,1.062%,0.879%,0.774%,7.547%,11.995%,12.152%,12.122%,7.754%,12.022%,20.768%,36.364%,37.333%,29.268%,19.950%,7.799%,7.298%,26.801%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.023,-0.028,-0.026,-0.076,-0.208,-0.021,-0.038,-0.223,-0.028,-0.009,-0.020,-0.026,-0.014,-0.028,-0.032,-0.114,0.002,-0.028,-0.010,-0.019,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.023,-0.028,-0.026,-0.076,-0.208,-0.021,-0.038,-0.223,-0.028,-0.009,-0.020,-0.026,-0.014,-0.028,-0.032,-0.114,0.002,-0.030,-0.010,-0.019,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"416,858","1,122,530","-4,378,141","-5,924,763","-3,991,254","-2,239,496","-10,999,513","-11,130,592","-1,755,655","-9,486,239","-3,066,228","-11,503,210","-7,196,901","-7,911,030","321,378","-14,089,081","3,046,773","2,515,574","356,823","-5,449,565",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.001,0.004,-0.019,-0.027,-0.018,-0.010,-0.050,-0.051,-0.008,-0.043,-0.015,-0.058,-0.037,-0.040,0.002,-0.080,0.019,0.017,0.003,-0.040,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,51.917%,50.941%,45.829%,47.826%,44.670%,45.997%,43.679%,43.029%,41.208%,48.657%,50.209%,54.294%,53.846%,57.868%,54.730%,42.660%,54.707%,44.172%,55.264%,54.959%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-10.338%,-3.697%,-16.020%,-8.589%,-17.547%,-13.559%,-17.772%,-29.490%,-17.139%,-6.395%,-9.620%,-13.417%,-18.487%,-1.691%,11.853%,-14.128%,15.951%,-25.264%,3.058%,-3.541%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-23.045%,-25.968%,-25.675%,-73.901%,-186.598%,-17.869%,-34.036%,-197.990%,-24.414%,-7.178%,-15.807%,-17.202%,-8.320%,-16.943%,-25.254%,-99.169%,1.583%,-37.061%,-8.391%,-15.581%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,1.296%,3.611%,-19.137%,-25.795%,-16.101%,-8.669%,-44.147%,-44.801%,-6.852%,-33.388%,-11.933%,-38.496%,-21.840%,-24.087%,1.349%,-69.956%,13.365%,23.377%,2.125%,-32.947%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"255,455","2,082,458","-647,294","989,603","-1,394,903","-532,574","-1,168,037","-3,852,280","-1,551,237","856,691","170,683","-1,521,585","-3,315,256","429,058","3,787,637","-1,460,312","5,010,657","-1,440,503","1,745,591","435,559",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,0.794%,6.699%,-2.829%,4.308%,-5.627%,-2.062%,-4.688%,-15.505%,-6.054%,3.015%,0.664%,-5.092%,-10.061%,1.306%,15.904%,-7.251%,21.979%,-13.386%,10.395%,2.633%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"3,579,900","3,231,738","3,017,720","2,962,450","2,954,576","2,970,027","3,259,999","3,474,285","2,840,443","2,673,660","2,642,531","2,487,550","2,776,543","984,406","964,597","1,385,130","1,374,286","1,278,166","1,232,045","1,021,228",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-3,324,445","-1,149,280","-3,665,014","-1,972,847","-4,349,479","-3,502,601","-4,428,036","-7,326,565","-4,391,680","-1,816,969","-2,471,848","-4,009,135","-6,091,799","-555,348","2,823,040","-2,845,442","3,636,371","-2,718,669","513,546","-585,669",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-10.338%,-3.697%,-16.020%,-8.589%,-17.547%,-13.559%,-17.772%,-29.490%,-17.139%,-6.395%,-9.620%,-13.417%,-18.487%,-1.691%,11.853%,-14.128%,15.951%,-25.264%,3.058%,-3.541%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,-,-,-,-,-,-,339.224%,-,-,517.845%,-,-,-,89.295%,-,562.751%,-,Upgrade,Financials in USD,Fiscal year is January - December
