Fiscal Quarter,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,Q1 2019,Q4 2018,+12 Quarters,Currency,Fiscal_Year_period
Other Unusual Items,"12,671","36,000","39,000","26,000","92,068","210,000","5,000","36,000","-177,000",-,-,-,-,-,-,-,-,-,-,"65,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-3,535,815","271,000","-886,000","-335,000","-1,803,352","99,000","-74,000","-1,669,000","-3,739,000","-514,000","-428,000","-483,000","-539,000","-906,000","-1,838,000","-4,084,000","-2,556,000","-2,780,000","-2,558,000","-2,967,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-3,535,815","271,000","-886,000","-335,000","-1,803,352","99,000","-74,000","-1,669,000","-3,739,000","-514,000","-428,000","-483,000","-539,000","-906,000","-1,838,000","-4,084,000","-2,556,000","-2,780,000","-2,558,000","-2,967,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,"26,920","26,000","26,000","46,000","8,706","406,000","364,000","375,000","406,000","392,000","882,000","387,000","388,000","382,000","383,000","373,000","389,000","357,000","382,000","414,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-3,562,735","245,000","-912,000","-381,000","-1,812,058","-307,000","-438,000","-2,044,000","-4,145,000","-906,000","-1,310,000","-870,000","-927,000","-1,288,000","-2,221,000","-4,457,000","-2,945,000","-3,137,000","-2,940,000","-3,381,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-,173.737%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"4,303,866","3,462,539","3,176,952","3,170,277","3,160,877","1,140,083","858,959","857,449","649,321","583,489","559,377","544,873","543,477","543,477","543,477","543,553","543,477","543,002","539,084","538,142",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"4,303,866","98,538,396","3,176,952","3,170,277","3,160,877","1,140,083","858,959","857,449","649,321","583,489","559,377","544,873","543,477","543,477","543,477","543,553","543,477","543,002","539,084","538,142",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),36.161%,8543.090%,269.861%,269.734%,386.797%,95.391%,53.556%,57.367%,19.475%,7.362%,2.926%,0.243%,-,0.087%,0.815%,1.005%,-3.310%,0.359%,2.475%,3.424%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.828,0.071,-0.287,-0.120,-0.573,-0.269,-0.510,-2.384,-6.384,-1.553,-2.342,-1.597,-1.706,-2.370,-4.087,-8.200,-5.419,-5.777,-5.454,-6.283,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.830,-0.014,-0.287,-0.120,-0.573,-0.270,-0.510,-2.384,-6.384,-1.553,-2.342,-1.597,-1.706,-2.370,-4.087,-8.200,-5.419,-5.777,-5.454,-6.283,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-29,155","-316,000","-310,000","-153,000","-665,962","-474,000","-216,000","-296,000","-251,000","-72,000","-46,000","-90,000","-8,000","-96,000","-394,000","-2,542,000","-2,663,000","-1,443,000","-2,090,000","-2,643,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.007,-0.003,-0.098,-0.048,-0.211,-0.416,-0.251,-0.345,-0.387,-0.123,-0.082,-0.165,-0.015,-0.177,-0.725,-4.677,-4.900,-2.657,-3.877,-4.911,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20.454%,-107.843%,-22.727%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1999.242%,-4360.784%,-4210.606%,-85266.667%,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-3376.515%,-5774.510%,-4753.030%,-98000.000%,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1925.758%,-5221.569%,-2186.364%,-69666.667%,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,-,-,-,-,-,-,-,-,-,-,-,"-143,500","-173,500","-335,500","-1,302,500","-2,620,000","-2,201,000","-2,760,000","-2,537,000","-2,604,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,-,-,-,-,-,-,-,-,-,-,-,"20,500","20,500","20,500","20,500","19,000","23,000","19,000","21,000","45,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-269,497","-296,000","-353,000","-361,000","-547,570","-449,000","-260,000","-203,000","-232,000","-129,000","-110,000","-164,000","-194,000","-356,000","-1,323,000","-2,639,000","-2,224,000","-2,779,000","-2,558,000","-2,649,000",Upgrade,Financials in USD,Fiscal year is January - December
