Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Interest & Investment Income,"29,000,000","30,000,000","12,000,000","9,000,000","14,000,000","17,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Earnings From Equity Investments,-,-,-,-,"2,000,000","-1,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Currency Exchange Gain (Loss),"-19,000,000","-37,000,000","-7,000,000","-19,000,000","-38,000,000","-58,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Other Non Operating Income (Expenses),"-12,000,000","-12,000,000","-5,000,000","-4,000,000","-1,000,000","-5,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
EBT Excluding Unusual Items,"330,000,000","415,000,000","527,000,000","1,255,000,000","945,000,000","1,004,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Merger & Restructuring Charges,"-13,000,000","-13,000,000","-83,000,000","-21,000,000","-115,000,000","-47,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"-26,000,000","-26,000,000","71,000,000","-3,000,000","50,000,000","48,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Asset Writedown,"-5,000,000","-5,000,000","-2,000,000","-6,000,000",-,"-2,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Other Unusual Items,-,"70,000,000","-2,000,000",-,-,"-42,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Pretax Income,"286,000,000","441,000,000","511,000,000","1,225,000,000","880,000,000","961,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Income Tax Expense,"46,000,000","98,000,000","91,000,000","170,000,000","119,000,000","146,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Earnings From Continuing Operations,"240,000,000","343,000,000","420,000,000","1,055,000,000","761,000,000","815,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Earnings From Discontinued Operations,-,-,"-2,000,000","3,000,000",-,"2,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Net Income to Company,"240,000,000","343,000,000","418,000,000","1,058,000,000","761,000,000","817,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Minority Interest in Earnings,-,-,-,-,"-29,000,000","-25,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Net Income,"240,000,000","343,000,000","418,000,000","1,058,000,000","732,000,000","792,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Net Income to Common,"240,000,000","343,000,000","418,000,000","1,058,000,000","732,000,000","792,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Net Income Growth,-35.829%,-17.943%,-60.491%,44.536%,-7.576%,-1.000%,Upgrade,Financials in EUR,Fiscal year is January - December
Shares Outstanding (Basic),"190,006,011","189,690,000","189,619,000","188,973,000","189,035,000","187,217,000",Upgrade,Financials in EUR,Fiscal year is January - December
Shares Outstanding (Diluted),"195,320,969","195,190,000","194,834,000","194,177,000","194,245,000","192,952,000",Upgrade,Financials in EUR,Fiscal year is January - December
Shares Change (YoY),0.278%,0.183%,0.338%,-0.035%,0.670%,2.370%,Upgrade,Financials in EUR,Fiscal year is January - December
EPS (Basic),1.263,1.808,2.204,5.599,3.872,4.230,Upgrade,Financials in EUR,Fiscal year is January - December
EPS (Diluted),1.222,1.760,2.140,5.455,3.770,4.100,Upgrade,Financials in EUR,Fiscal year is January - December
EPS Growth,-36.171%,-17.747%,-60.778%,44.707%,-8.057%,-3.349%,Upgrade,Financials in EUR,Fiscal year is January - December
Free Cash Flow,"660,000,000","523,000,000","867,000,000","1,271,000,000","825,000,000","783,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Free Cash Flow Per Share,3.379,2.679,4.450,6.546,4.247,4.058,Upgrade,Financials in EUR,Fiscal year is January - December
Dividend Per Share,1.360,1.360,1.330,1.300,1.270,1.240,Upgrade,Financials in EUR,Fiscal year is January - December
Dividend Growth,2.256%,2.256%,2.308%,2.362%,2.419%,2.479%,Upgrade,Financials in EUR,Fiscal year is January - December
Gross Margin,67.803%,67.059%,69.267%,75.108%,74.509%,74.191%,Upgrade,Financials in EUR,Fiscal year is January - December
Operating Margin,9.003%,11.154%,10.997%,22.745%,19.375%,22.613%,Upgrade,Financials in EUR,Fiscal year is January - December
Profit Margin,4.400%,6.619%,7.674%,18.314%,13.690%,16.120%,Upgrade,Financials in EUR,Fiscal year is January - December
Free Cash Flow Margin,12.101%,10.093%,15.917%,22.001%,15.429%,15.937%,Upgrade,Financials in EUR,Fiscal year is January - December
EBITDA,"1,185,000,000","1,269,000,000","1,138,000,000","1,593,000,000","1,342,000,000","1,380,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
EBITDA Margin,21.727%,24.489%,20.892%,27.575%,25.098%,28.089%,Upgrade,Financials in EUR,Fiscal year is January - December
D&A For EBITDA,"694,000,000","691,000,000","539,000,000","279,000,000","306,000,000","269,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
EBIT,"491,000,000","578,000,000","599,000,000","1,314,000,000","1,036,000,000","1,111,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
EBIT Margin,9.002%,11.154%,10.997%,22.745%,19.375%,22.613%,Upgrade,Financials in EUR,Fiscal year is January - December
Effective Tax Rate,16.084%,22.222%,17.808%,13.877%,13.523%,15.193%,Upgrade,Financials in EUR,Fiscal year is January - December
Revenue as Reported,"5,454,000,000","5,252,000,000","5,517,000,000","5,777,000,000","5,347,000,000","4,913,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
