Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2015,Currency,Fiscal_Year_period
Currency Exchange Gain (Loss),"-760,378","-760,378","739,265","604,317","-1,365,290","654,044",Upgrade,Financials in AUD,Fiscal year is July - June
Other Non Operating Income (Expenses),-,-,-,-,-,664,Upgrade,Financials in AUD,Fiscal year is July - June
EBT Excluding Unusual Items,"50,678,978","50,678,978","45,578,723","34,320,915","25,582,910","11,414,200",Upgrade,Financials in AUD,Fiscal year is July - June
Other Unusual Items,-,-,-,-,"129,734","126,611",Upgrade,Financials in AUD,Fiscal year is July - June
Pretax Income,"50,678,978","50,678,978","45,578,723","34,320,915","25,712,644","11,540,811",Upgrade,Financials in AUD,Fiscal year is July - June
Income Tax Expense,"15,042,619","15,042,619","14,974,157","13,442,450","984,397","-3,510,388",Upgrade,Financials in AUD,Fiscal year is July - June
Earnings From Continuing Operations,"35,636,359","35,636,359","30,604,566","20,878,465","24,728,247","15,051,199",Upgrade,Financials in AUD,Fiscal year is July - June
Net Income,"35,636,359","35,636,359","30,604,566","20,878,465","24,728,247","15,051,199",Upgrade,Financials in AUD,Fiscal year is July - June
Net Income to Common,"35,636,359","35,636,359","30,604,566","20,878,465","24,728,247","15,051,199",Upgrade,Financials in AUD,Fiscal year is July - June
Net Income Growth,16.441%,16.441%,46.584%,-15.568%,64.294%,-17.001%,Upgrade,Financials in AUD,Fiscal year is July - June
Shares Outstanding (Basic),"49,834,035","49,834,035","49,410,338","49,410,338","49,410,338","49,260,026",Upgrade,Financials in AUD,Fiscal year is July - June
Shares Outstanding (Diluted),"51,026,713","51,026,713","51,815,997","51,776,444","51,131,070","50,458,922",Upgrade,Financials in AUD,Fiscal year is July - June
Shares Change (YoY),-1.523%,-1.523%,0.076%,1.262%,1.332%,1.730%,Upgrade,Financials in AUD,Fiscal year is July - June
EPS (Basic),0.715,0.715,0.619,0.423,0.500,0.306,Upgrade,Financials in AUD,Fiscal year is July - June
EPS (Diluted),0.698,0.698,0.591,0.403,0.484,0.298,Upgrade,Financials in AUD,Fiscal year is July - June
EPS Growth,18.105%,18.105%,46.650%,-16.736%,62.416%,-18.579%,Upgrade,Financials in AUD,Fiscal year is July - June
Free Cash Flow,"31,477,667","31,477,667","35,884,531","39,437,844","18,407,736","13,299,542",Upgrade,Financials in AUD,Fiscal year is July - June
Free Cash Flow Per Share,0.617,0.617,0.693,0.762,0.360,0.264,Upgrade,Financials in AUD,Fiscal year is July - June
Dividend Per Share,0.050,0.050,0.050,0.040,0.025,0.025,Upgrade,Financials in AUD,Fiscal year is July - June
Dividend Growth,0%,0%,25.000%,60.000%,0%,0%,Upgrade,Financials in AUD,Fiscal year is July - June
Gross Margin,91.230%,91.230%,90.397%,85.924%,91.364%,77.581%,Upgrade,Financials in AUD,Fiscal year is July - June
Operating Margin,55.080%,55.080%,56.340%,54.086%,59.122%,37.618%,Upgrade,Financials in AUD,Fiscal year is July - June
Profit Margin,40.414%,40.414%,39.076%,31.768%,51.178%,46.218%,Upgrade,Financials in AUD,Fiscal year is July - June
Free Cash Flow Margin,35.698%,35.698%,45.817%,60.007%,38.097%,40.839%,Upgrade,Financials in AUD,Fiscal year is July - June
EBITDA,"49,321,961","49,321,961","44,523,575","35,973,584","29,066,255","12,415,028",Upgrade,Financials in AUD,Fiscal year is July - June
EBITDA Margin,55.934%,55.934%,56.847%,54.736%,60.156%,38.123%,Upgrade,Financials in AUD,Fiscal year is July - June
D&A For EBITDA,"753,184","753,184","397,260","426,700","499,625","164,474",Upgrade,Financials in AUD,Fiscal year is July - June
EBIT,"48,568,777","48,568,777","44,126,315","35,546,884","28,566,630","12,250,554",Upgrade,Financials in AUD,Fiscal year is July - June
EBIT Margin,55.080%,55.080%,56.340%,54.086%,59.122%,37.618%,Upgrade,Financials in AUD,Fiscal year is July - June
Effective Tax Rate,29.682%,29.682%,32.853%,39.167%,3.828%,-,Upgrade,Financials in AUD,Fiscal year is July - June
Revenue as Reported,"95,305,737","95,305,737","82,990,256",-,-,-,Upgrade,Financials in AUD,Fiscal year is July - June
