Fiscal Quarter,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+8 Quarters,Currency,Fiscal_Year_period
Other Non Operating Income (Expenses),"4,507,481","-3,765,742","851,064","823,189","6,643,354","1,021,140","-769,107","215,756","15,348,494","-247,160","937,121","9,853,740","4,019,703","2,335,855","807,087","114,511","-175,279","78,748","-1,171,981","2,751,779",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"4,698,300","-10,701,270","-3,598,595","-8,384,636","-1,916,654","-7,034,137","-13,304,767","-17,611,080","3,706,809","-6,521,067","-5,511,863","5,676,763","3,199,279","-1,835,497","-740,495","-572,799","-361,616","-956,309","-7,343,602","-604,913",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,-,-,-,"-336,975",-,"-5,659,166","-2,702,067","-3,391,292","-1,178,351",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,-,-,-,-,"-113,953,857",-,-,-,"-535,044",-,-,-,-,-,-,-,"-36,644,575",-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"305,797",458,"-182,789","436,712",-,-,"-11,271","-26,198","-7,130,089",-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,"-16,541,000",-,-,-,"-90,899,408",-,-,-,"-24,698,151",-,-,-,"-1,984,992",-,-,-,"-279,456",-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,"230,630","-230,630",-,-,50,32,"-66,518",-,-,-,"128,417",-,"-1,215,347",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"5,004,097","-10,700,812","-20,091,754","-8,178,554","-1,916,654","-7,034,137","-218,506,228","-17,637,246","-9,148,964","-9,223,134","-34,136,350","4,498,412","3,327,696","-1,835,497","-3,940,834","-572,799","-361,616","-956,309","-44,267,633","-604,913",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"4,794,632","7,164,345","-513,832","8,864,700","595,406","3,846,138","-19,631,850","2,823,478","4,351,825","1,338,360","-6,333,202","1,821,395","1,658,447","1,075,252","1,456,990","1,841,188","1,386,127","1,430,827","694,331","1,338,583",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"209,465","-17,865,157","-19,577,922","-17,043,254","-2,512,060","-10,880,275","-198,874,378","-20,460,724","-13,500,789","-10,561,494","-27,803,148","2,677,017","1,669,249","-2,910,749","-5,397,824","-2,413,987","-1,747,743","-2,387,136","-44,961,964","-1,943,496",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,-757,"20,341","-730,376","201,249","385,413","276,864","13,052","331,749","75,326","149,196","63,874","56,585","88,706",-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"208,708","-17,844,816","-20,308,298","-16,842,005","-2,126,647","-10,603,411","-198,861,326","-20,128,975","-13,425,463","-10,412,298","-27,739,274","2,733,602","1,757,955","-2,910,749","-5,397,824","-2,413,987","-1,747,743","-2,387,136","-44,961,964","-1,943,496",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"208,708","-17,844,816","-20,308,298","-16,842,005","-2,126,647","-10,603,411","-198,861,326","-20,128,975","-13,425,463","-10,412,298","-27,739,274","2,733,602","1,757,955","-2,910,749","-5,397,824","-2,413,987","-1,747,743","-2,387,136","-44,961,964","-1,943,496",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"255,429,080","255,175,119","255,931,887","253,193,303","252,909,947","213,813,888","253,146,795","255,175,119","245,604,152","104,111,060","108,195,248","80,483,154","59,054,170","51,045,299","43,013,549","42,808,144","57,789,841","49,432,795","42,683,619","42,098,670",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"292,845,889","255,175,119","255,931,887","253,193,303","252,909,947","213,813,888","253,146,795","255,175,119","245,604,152","104,111,060","108,195,248","81,402,008","61,518,989","51,045,299","43,013,549","42,808,144","57,789,841","49,432,795","42,683,619","42,098,670",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),15.791%,19.345%,1.100%,-0.777%,2.975%,105.371%,133.972%,213.475%,299.233%,103.958%,151.538%,90.155%,6.453%,3.262%,0.773%,1.685%,102.684%,108.276%,752.249%,98.421%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),0.001,-0.070,-0.079,-0.067,-0.008,-0.050,-0.786,-0.079,-0.055,-0.100,-0.256,0.034,0.030,-0.057,-0.125,-0.056,-0.030,-0.048,-1.053,-0.046,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),0.001,-0.070,-0.082,-0.067,-0.010,-0.050,-0.789,-0.080,-0.055,-0.100,-0.256,0.030,0.030,-0.060,-0.129,-0.060,-0.030,-0.050,-1.056,-0.046,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-214,591","664,638","-9,268,682","649,408","3,593,734","-1,475,424","-2,441,646","-10,804,037","-22,370,107","-376,214","-4,704,800","-5,498,155","-6,810,311","-1,580,030","-3,740,655","355,161","1,418,962","657,925","-2,152,093","-389,308",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.001,0.003,-0.036,0.003,0.014,-0.007,-0.010,-0.042,-0.091,-0.004,-0.043,-0.068,-0.111,-0.031,-0.087,0.008,0.025,0.013,-0.050,-0.009,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,53.492%,46.173%,41.705%,44.165%,47.929%,44.494%,29.328%,30.692%,46.596%,37.502%,15.008%,38.877%,56.733%,36.882%,53.374%,46.808%,49.702%,48.722%,27.017%,37.919%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,12.052%,-6.127%,-7.419%,-13.943%,-7.597%,-23.535%,-34.890%,-37.503%,-20.592%,-28.147%,-38.173%,-18.739%,-2.013%,-25.807%,-14.157%,4.269%,4.760%,3.489%,-43.826%,-17.602%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,0.752%,-70.237%,-81.046%,-66.084%,-8.392%,-43.002%,-778.768%,-65.254%,-38.804%,-60.300%,-184.188%,15.669%,11.449%,-23.397%,-42.856%,-13.115%,-11.435%,-17.464%,-397.507%,-15.076%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-0.773%,2.616%,-36.989%,2.548%,14.182%,-5.984%,-9.562%,-35.024%,-64.658%,-2.179%,-31.240%,-31.516%,-44.355%,-12.700%,-29.699%,1.930%,9.284%,4.813%,-19.027%,-3.020%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"4,942,988","-437,841","-295,774","-2,032,778","828,121","-4,166,887","-5,611,115","-10,163,219","-3,859,761","-3,141,323","-5,190,969","-2,013,066","405,009","-2,483,351","-1,657,749","1,559,679","1,516,310","1,275,916","-4,340,766","-1,859,222",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,17.800%,-1.723%,-1.180%,-7.976%,3.268%,-16.899%,-21.974%,-32.947%,-11.156%,-18.192%,-34.468%,-11.539%,2.638%,-19.961%,-13.162%,8.474%,9.921%,9.334%,-38.377%,-14.423%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"1,596,310","1,118,785","1,563,190","1,520,758","2,753,325","1,636,500","3,298,120","1,405,266","3,264,534","1,718,885","558,010","1,256,005","714,040","727,240","125,327","773,921","788,756","799,061","616,380","409,827",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"3,346,678","-1,556,626","-1,858,964","-3,553,536","-1,925,204","-5,803,387","-8,909,235","-11,568,485","-7,124,295","-4,860,208","-5,748,979","-3,269,071","-309,031","-3,210,591","-1,783,076","785,758","727,554","476,855","-4,957,146","-2,269,049",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,12.052%,-6.127%,-7.419%,-13.943%,-7.597%,-23.535%,-34.890%,-37.502%,-20.592%,-28.147%,-38.173%,-18.739%,-2.013%,-25.807%,-14.157%,4.269%,4.760%,3.489%,-43.826%,-17.602%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,95.814%,-,-,-,-,-,-,-,-,-,-,40.490%,49.838%,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"12,595,320","18,405,627","15,283,941","13,668,829","11,310,989","12,891,009",Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,"478,794","358,212",-,"178,748","234,298","417,445",-,"312,767","349,705","258,903",-,"670,936","335,861","157,099",-,"424,941","155,441","137,520",-,"729,416",Upgrade,Financials in USD,Fiscal year is January - December
