Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+10 Quarters,Currency,Fiscal_Year_period
Asset Writedown,-,-,-,-,-,-,-,"46,866",-,"-1,084,560",-,"-6,396",-,-,-,"-323,610",-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Legal Settlements,-,-,-,-,-,-,-,-,-,-,-,"-67,233",-,-,-,"-826,907",-,-,"-956,425","-4,080,251",Upgrade,Financials in CAD,Fiscal year is January - December
Other Unusual Items,-,"39,912","-20,000","-24,855",-,"103,543",-,"-326,750",-,-,-,"163,716",-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Pretax Income,"-388,156","58,551","-797,510","-450,838","-533,040","-401,665","-685,767","-1,905,890","-777,995","-1,336,593","-557,546","684,564","-840,224","-1,408,667","-816,929","-1,509,298","-353,177","-1,952,250","-2,664,304","-13,884,694",Upgrade,Financials in CAD,Fiscal year is January - December
Income Tax Expense,-,-,-,-,-,-,-,-,-,"36,977",-,-406,-548,"1,050","14,400",14,629,"2,497",-,"-11,365",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income,"-388,156","58,551","-797,510","-450,838","-533,040","-401,665","-685,767","-1,905,890","-777,995","-1,373,570","-557,546","684,970","-839,676","-1,409,717","-831,329","-1,509,312","-353,806","-1,954,747","-2,664,304","-13,873,329",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income to Common,"-388,156","58,551","-797,510","-450,838","-533,040","-401,665","-685,767","-1,905,890","-777,995","-1,373,570","-557,546","684,970","-839,676","-1,409,717","-831,329","-1,509,312","-353,806","-1,954,747","-2,664,304","-13,873,329",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Basic),"81,780,699","78,465,743","73,627,699","86,570,142","68,627,909","64,618,019","61,354,773","61,515,668","52,089,525","43,174,818","43,153,903","42,082,936","40,198,303","39,700,303","39,552,685","27,638,795","39,008,303","35,940,383","33,109,680","32,015,146",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Diluted),"81,780,699","78,465,743","73,627,699","86,570,142","68,627,909","64,618,019","61,354,773","61,515,668","52,089,525","43,174,818","43,153,903","42,082,936","40,198,303","39,700,303","39,552,685","27,638,795","39,008,303","35,940,383","33,109,680","32,015,146",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Change (YoY),19.165%,21.430%,20.003%,40.729%,31.750%,49.666%,42.177%,46.177%,29.581%,8.752%,9.105%,52.260%,3.051%,10.462%,19.460%,-13.670%,21.843%,12.261%,3.419%,-26.670%,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Basic),-0.005,0.001,-0.011,-0.005,-0.008,-0.006,-0.011,-0.031,-0.015,-0.032,-0.013,0.016,-0.021,-0.036,-0.021,-0.055,-0.009,-0.054,-0.080,-0.433,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Diluted),-0.005,0.001,-0.011,-0.005,-0.008,-0.006,-0.011,-0.031,-0.015,-0.032,-0.013,0.016,-0.021,-0.036,-0.021,-0.055,-0.009,-0.100,-0.100,-0.433,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow,"-444,994","242,327","-83,745","-114,468","-179,138","-94,176","-568,945","-1,143,965","-625,634","-313,931","-569,810","-1,235,476","-317,320","-445,772","-1,043,510","-285,144","-83,022","-1,508,412","-1,608,890","-26,856,714",Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Per Share,-0.005,0.003,-0.001,-0.001,-0.003,-0.001,-0.009,-0.019,-0.012,-0.007,-0.013,-0.029,-0.008,-0.011,-0.026,-0.010,-0.002,-0.042,-0.049,-0.839,Upgrade,Financials in CAD,Fiscal year is January - December
Gross Margin,27.332%,26.115%,8.963%,35.303%,21.256%,23.186%,9.884%,-134.784%,27.452%,8.470%,-90.551%,-143.299%,48.062%,38.445%,32.795%,153.416%,-,-,79.972%,-,Upgrade,Financials in CAD,Fiscal year is January - December
Operating Margin,-3.863%,1.426%,-57.352%,-3.330%,-42.789%,-38.730%,-224.544%,-539.152%,-898.427%,-4104.915%,-2489.724%,-3060.225%,-185.835%,-569.028%,-1225.288%,-3880.054%,-,-2801143.750%,-33925.178%,-4715.609%,Upgrade,Financials in CAD,Fiscal year is January - December
Profit Margin,-14.259%,1.605%,-62.738%,-21.315%,-45.388%,-34.658%,-232.213%,-1008.722%,-772.963%,-14707.892%,-2811.345%,2247.351%,-224.385%,-674.670%,-1177.553%,-10021.327%,-,-4072389.583%,-52571.113%,-21613.587%,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Margin,-16.347%,6.643%,-6.588%,-5.412%,-15.253%,-8.126%,-192.655%,-605.461%,-621.587%,-3361.506%,-2873.185%,-4053.532%,-84.797%,-213.340%,-1478.101%,-1893.261%,-,-3142525.000%,-31746.054%,-41840.709%,Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA,"-3,682","152,997","-628,518","-1,737","-402,056","-348,533","-573,845","-935,889","-855,752","-334,470","-446,805","-849,787","-465,319","-1,018,922","-588,024","-380,016","-257,153","-1,141,683","-1,516,954","-2,835,365",Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA Margin,-0.135%,4.194%,-49.444%,-0.082%,-34.234%,-30.073%,-194.314%,-,-,-,-,-,-124.346%,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
D&A For EBITDA,"101,468","100,997","100,533","68,701","100,465","100,322","89,273","82,790","48,524","48,888","46,957","82,939","230,099","170,057","277,005","204,359","203,765","202,866","202,374","191,490",Upgrade,Financials in CAD,Fiscal year is January - December
EBIT,"-105,150","52,000","-729,051","-70,438","-502,521","-448,855","-663,118","-1,018,679","-904,276","-383,358","-493,762","-932,726","-695,418","-1,188,979","-865,029","-584,375","-460,918","-1,344,549","-1,719,328","-3,026,855",Upgrade,Financials in CAD,Fiscal year is January - December
EBIT Margin,-3.863%,1.425%,-57.352%,-3.330%,-42.789%,-38.730%,-224.544%,-,-,-,-,-,-185.835%,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Revenue as Reported,"2,722,237","3,647,629","1,271,183","2,115,120","1,174,419","1,158,939","295,318","188,941","100,651","9,339","19,832","684,238",-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
