Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+15 Quarters,Currency,Fiscal_Year_period
EBT Excluding Unusual Items,"-5,071,000","6,546,000","-1,349,000","8,045,000","4,464,000","-4,357,000","-3,242,000","-21,283,000","-2,789,000","28,885,000","-5,335,000",-,"62,912,000","-20,218,000","-2,672,000","-104,209,000","-9,876,000","3,637,000","936,000","-17,644,049",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,"-2,441,000",-,-,-,"-1,629,000","-415,000","-1,176,000","-2,421,000",-,"-2,197,000","-567,000",-,"-204,000","-195,000","-1,266,000","-198,000","-4,305,457",Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,-,"-4,690,000",-,-,-,"7,957,000","-178,314,000",-,-,-,-,"-5,007,000",-,-,-,-,-,"-45,802,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"14,000","-227,000",-,"-238,000","-5,000","-1,661,000","-699,000","46,000","231,000","-234,000",-,-,-,"5,964,000","228,000","126,000","304,000","102,000","-346,000","-2,218,269",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,"35,000",-,-,-,-,-,-,-,-,"-219,000","-37,000",-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,"-2,438,000","-53,037,000",-,-,"-335,000","11,112,000","-152,928,000","-5,894,000","-1,894,000",-,-,"-3,633,000",-,"-855,000",-,"-390,000","-344,000","-5,010,283",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-1,989,000","-1,827,000","-1,393,000","1,310,000","645,000","-389,000","-2,238,000","16,666,000","-379,000","-34,000","-357,000",-,"338,000","773,000","-2,231,000","-4,042,000","-6,047,000","-4,475,000","-4,145,000","-46,949,519",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-7,046,000","4,492,000","-5,180,000","-51,016,000","5,104,000","-6,407,000","-6,514,000","12,869,000","-334,594,000","21,547,000","-10,007,000",-,"60,834,000","-22,725,000","-4,675,000","-109,184,000","-15,814,000","-2,392,000","-4,097,000","-121,929,577",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"14,373,000","10,729,000","9,671,000","-9,202,000","13,543,000","6,448,000","12,664,000","14,819,000","-34,033,000","4,688,000","3,743,000",-,"4,999,000","6,937,000","9,436,000","-1,664,000","-1,214,000","7,433,000","6,214,000","4,867,605",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-21,419,000","-6,237,000","-14,851,000","-41,814,000","-8,439,000","-12,855,000","-19,178,000","-1,950,000","-300,561,000","16,859,000","-13,750,000",-,"55,835,000","-29,662,000","-14,111,000","-107,520,000","-14,600,000","-9,825,000","-10,311,000","-126,797,182",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,-,-,-,-,"-232,000","-621,000","-3,591,000","-10,572,000","-10,424,000","-2,697,000","-2,256,000",-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Company,"-21,419,000","-6,237,000","-14,851,000","-41,814,000","-8,671,000","-13,476,000","-22,769,000","-12,522,000","-310,985,000","14,162,000","-16,006,000",-,"55,835,000","-29,662,000","-14,111,000","-107,520,000","-14,600,000","-9,825,000","-10,311,000","-126,797,182",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,"-1,729,000","-1,943,000","-2,204,000","-2,324,000","-2,162,000","-2,143,000","-2,186,000","-1,034,000","-2,227,000","-945,000","-351,000",-,"-1,407,000","-998,000","-63,000","1,438,000","477,000","648,000","489,000","1,818,262",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-23,148,000","-8,180,000","-17,055,000","-44,138,000","-10,833,000","-15,619,000","-24,955,000","-13,556,000","-313,212,000","13,217,000","-16,357,000",-,"54,428,000","-30,660,000","-14,174,000","-106,082,000","-14,123,000","-9,177,000","-9,822,000","-124,978,919",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-23,148,000","-8,180,000","-17,055,000","-44,138,000","-10,833,000","-15,619,000","-24,955,000","-13,556,000","-313,212,000","13,217,000","-16,357,000",-,"54,428,000","-30,660,000","-14,174,000","-106,082,000","-14,123,000","-9,177,000","-9,822,000","-124,978,919",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"291,647,146","291,488,661","290,618,567","287,453,745","287,072,972","275,186,279","267,211,093","258,700,514","254,355,792","252,305,425","211,126,932",-,"184,438,592","182,369,839","171,371,637","153,955,171","149,492,681","149,031,066","146,469,201","129,412,202",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"291,647,146","291,488,661","290,618,567","287,453,745","287,072,972","275,186,279","267,211,093","258,700,514","254,355,792","257,883,711","211,126,932",-,"214,134,641","182,369,839","171,371,637","153,955,171","149,492,681","149,031,066","146,469,201","129,412,202",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),1.593%,5.924%,8.760%,11.114%,12.863%,6.709%,26.564%,-,18.783%,41.407%,23.198%,-,43.241%,22.370%,17.002%,18.965%,39.186%,77.654%,89.402%,43.521%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.079,-0.028,-0.059,-0.154,-0.038,-0.057,-0.093,-0.052,-1.231,0.052,-0.077,-,0.295,-0.168,-0.083,-0.689,-0.094,-0.062,-0.067,-0.966,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.080,-0.030,-0.060,-0.157,-0.041,-0.057,-0.093,-0.052,-1.231,0.050,-0.081,-,0.250,-0.170,-0.083,-0.693,-0.094,-0.062,-0.067,-0.966,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"1,472,000","11,653,000","10,455,000","7,881,000","7,212,000","-1,321,000","5,937,000","-6,588,000","-1,654,000","-28,795,000","-28,717,000",-,"-24,942,000","-24,590,000","-6,925,000","-57,454,000","-12,585,000","-2,569,000","-8,984,000","-20,305,573",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.005,0.040,0.036,0.027,0.025,-0.005,0.022,-0.025,-0.007,-0.112,-0.136,-,-0.116,-0.135,-0.040,-0.373,-0.084,-0.017,-0.061,-0.157,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,48.830%,48.609%,48.034%,48.140%,53.569%,50.227%,48.849%,44.264%,47.622%,47.520%,40.263%,-,46.114%,60.286%,65.491%,-38.096%,108.461%,64.853%,68.630%,-29.072%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,3.309%,16.278%,10.552%,13.274%,19.858%,4.850%,5.967%,-8.078%,2.328%,-7.992%,-8.309%,-,-1.235%,21.811%,23.760%,-21.088%,27.452%,17.361%,13.268%,-93.388%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-31.210%,-10.552%,-21.151%,-50.988%,-12.139%,-21.656%,-35.959%,-19.635%,-472.823%,20.664%,-33.667%,-,110.763%,-52.211%,-26.566%,-213.806%,-37.041%,-26.822%,-37.959%,-681.596%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,1.985%,15.032%,12.966%,9.104%,8.082%,-1.832%,8.555%,-9.542%,-2.497%,-45.020%,-59.107%,-,-50.758%,-41.875%,-12.979%,-115.797%,-33.007%,-7.509%,-34.721%,-110.740%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"7,490,000","17,612,000","13,508,000","16,694,000","23,139,000","8,488,000","8,912,000","-531,000","7,867,000","1,499,000","605,000",-,"3,593,000","16,337,000","16,198,000","-8,807,000","13,534,000","8,749,000","6,334,000","-17,088,359",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,10.099%,22.718%,16.752%,19.285%,25.929%,11.769%,12.842%,-0.769%,11.876%,2.344%,1.245%,-,7.312%,27.820%,30.359%,-17.750%,35.496%,25.571%,24.479%,-93.195%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"5,036,000","4,993,000","5,000,000","5,203,000","5,418,000","4,990,000","4,771,000","5,046,000","6,325,000","6,611,000","4,642,000","1,539,000","4,200,000","3,529,000","3,521,000","1,656,000","3,067,000","2,809,000","2,901,000","35,485",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"2,454,000","12,619,000","8,508,000","11,491,000","17,721,000","3,498,000","4,141,000","-5,577,000","1,542,000","-5,112,000","-4,037,000",-,"-607,000","12,808,000","12,677,000","-10,463,000","10,467,000","5,940,000","3,433,000","-17,123,844",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,3.309%,16.278%,10.552%,13.274%,19.858%,4.850%,5.967%,-8.078%,2.328%,-7.992%,-8.309%,-,-1.235%,21.811%,23.760%,-21.088%,27.452%,17.361%,13.268%,-93.388%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,238.847%,-,-,265.341%,-,-,115.153%,-,21.757%,-,-,8.217%,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,-,-,-,-,-,-,-,"66,243,000","63,960,000","48,585,000",-,"49,139,000","58,723,000","53,354,000","49,616,000","38,128,000","34,214,000","25,875,000","18,336,214",Upgrade,Financials in USD,Fiscal year is January - December
