Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+7 Quarters,Currency,Fiscal_Year_period
Net Income to Common,"-749,682","-879,975","-1,715,938","-2,455,030","-465,389","-563,082","-528,711","-774,290","-1,004,009","-700,337","-619,764","-1,335,910","-682,082","-740,578","-1,062,444","-2,768,555","-1,154,924","-4,393,331","-1,187,916","-1,761,458",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"113,618,305","112,565,240","86,930,048","79,030,325","74,958,373","70,578,365","68,702,907","67,214,020","66,080,317","65,861,631","65,605,389","63,264,725","61,662,287","59,329,167","56,113,083","51,367,832","48,588,395","46,426,789","45,644,327","44,693,174",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"113,618,305","112,565,240","86,930,048","79,030,325","74,958,373","70,578,365","68,702,907","67,214,020","66,080,317","65,861,631","65,605,389","63,264,725","61,662,287","59,329,167","56,113,083","51,367,832","48,588,395","46,426,789","45,644,327","44,693,174",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),51.575%,59.490%,26.530%,17.580%,13.435%,7.162%,4.721%,6.242%,7.165%,11.011%,16.916%,23.160%,26.907%,27.791%,22.936%,14.934%,15.495%,16.291%,212.243%,40.325%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.007,-0.008,-0.020,-0.031,-0.006,-0.008,-0.008,-0.012,-0.015,-0.011,-0.009,-0.021,-0.011,-0.012,-0.019,-0.054,-0.024,-0.095,-0.026,-0.039,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.007,-0.008,-0.020,-0.031,-0.006,-0.008,-0.008,-0.012,-0.015,-0.011,-0.009,-0.021,-0.011,-0.012,-0.020,-0.054,-0.024,-0.095,-0.026,-0.039,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-280,561","-479,957","-249,750","-150,892","-200,313","-280,942","-567,029","-255,516","-219,495","-297,596","-651,077","-728,431","-1,876,600","-592,771","-924,026","-298,604","-429,638","-437,198","-326,239","-1,086,035",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.002,-0.004,-0.003,-0.002,-0.003,-0.004,-0.008,-0.004,-0.003,-0.005,-0.010,-0.012,-0.030,-0.010,-0.016,-0.006,-0.009,-0.009,-0.007,-0.024,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,79.565%,81.738%,82.624%,-,87.013%,-76.000%,53.974%,-,28.178%,36.587%,1.882%,-,10.032%,99.591%,67.447%,-,81.966%,72.443%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-24497.759%,-29778.868%,-275632.979%,-,-6480.494%,-666669.333%,-21792.861%,-1408.974%,-1424.310%,-1523.734%,-5565.458%,-,-6539.426%,-1506.991%,-4067.821%,-,-2658.662%,-7210.190%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-49418.721%,-70173.445%,-608488.652%,-,-7879.936%,-750776.000%,-25164.731%,-1571.269%,-3008.447%,-2131.016%,-6107.855%,-,-8694.481%,-1749.824%,-4563.371%,-,-2711.216%,-7227.538%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-18494.463%,-38274.083%,-88563.830%,-,-3391.686%,-374589.333%,-26988.529%,-518.519%,-657.702%,-905.538%,-6416.448%,-,-23920.969%,-1400.588%,-3968.843%,-,-1008.587%,-719.241%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-363,064","-364,860","-768,718","-731,575","-373,464","-491,555","-450,011","-686,567","-465,452","-488,588","-552,242","-1,096,026","-506,079","-624,690","-937,186","-1,214,934","-1,123,041","-4,374,488","-1,171,495","-1,643,524",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"8,567","8,567","8,567","8,688","9,274","8,447","7,857","7,747","9,883","12,172","12,485","10,384","6,939","13,114","9,884","9,904","9,496","8,298","5,912","10,236",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-371,631","-373,427","-777,285","-740,263","-382,738","-500,002","-457,868","-694,314","-475,335","-500,760","-564,727","-1,106,410","-513,018","-637,804","-947,070","-1,224,838","-1,132,537","-4,382,786","-1,177,407","-1,653,760",Upgrade,Financials in USD,Fiscal year is January - December
