Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Interest Expense,"-64,773","-100,768","-317,518",-,"-274,515","-428,371","-237,219",-,"-237,761","-155,946","-140,977","-132,874","-126,590","-73,744","-82,849","-94,688","-13,825","-6,432","-6,611","-29,790",Upgrade,Financials in CAD,Fiscal year is January - December
Interest & Investment Income,"3,250",-,473,-,"1,348",912,-,-,"29,184","25,858","25,517","25,326","32,926","32,148","31,530","36,886",288,473,654,410,Upgrade,Financials in CAD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-5,803","-12,327","11,361",-,378,"-3,428","-3,744",-,"19,971","-2,918","-2,303","7,087","3,580","-5,357","-1,337","3,573",-755,"4,549","-5,767","-14,226",Upgrade,Financials in CAD,Fiscal year is January - December
EBT Excluding Unusual Items,"-678,636","-1,215,996","-1,493,786",-,"-1,244,099","-681,857","-1,117,734",-,"-1,040,620","-855,097","-1,354,239","-1,403,831","-1,613,552","-1,053,765","-1,036,391","-1,112,857","-1,132,276","-597,288","-1,423,991","-1,136,775",Upgrade,Financials in CAD,Fiscal year is January - December
Asset Writedown,-,-,-,-,-,-,-,-,417,-,-,-,"-66,172",-,-,"-7,148",-,-,"-32,469","-128,542",Upgrade,Financials in CAD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,"3,770",-,"1,112","60,502","202,075","146,658","96,765","54,876","25,499","174,210","101,328","91,891","92,624","108,623",Upgrade,Financials in CAD,Fiscal year is January - December
Pretax Income,"-678,636","-1,215,996","-1,493,786",-,"-1,244,099","-681,857","-1,113,964",-,"-1,039,091","-794,595","-1,152,164","-1,257,173","-1,582,959","-998,889","-1,010,892","-945,795","-1,030,948","-505,397","-1,363,836","-1,156,694",Upgrade,Financials in CAD,Fiscal year is January - December
Earnings From Continuing Operations,"-678,636","-1,215,996","-1,493,786",-,"-1,244,099","-681,857","-1,113,964",-,"-1,039,091","-794,595","-1,152,164","-1,257,173","-1,582,959","-998,889","-1,010,892","-945,795","-1,030,948","-505,397","-1,363,836","-1,156,694",Upgrade,Financials in CAD,Fiscal year is January - December
Earnings From Discontinued Operations,"72,823","10,398,507","97,964",-,"-134,302","-190,680","-87,138",-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Net Income to Company,"-605,813","9,182,511","-1,395,822",-,"-1,378,401","-872,537","-1,201,102",-,"-1,039,091","-794,595","-1,152,164","-1,257,173","-1,582,959","-998,889","-1,010,892","-945,795","-1,030,948","-505,397","-1,363,836","-1,156,694",Upgrade,Financials in CAD,Fiscal year is January - December
Minority Interest in Earnings,-,-,-,-,-,-,-,-,"27,671","-105,396","43,573","-11,645","60,163","94,402","102,425","129,290",-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Net Income,"-605,813","9,182,511","-1,395,822",-,"-1,378,401","-872,537","-1,201,102",-,"-1,011,420","-899,991","-1,108,591","-1,268,818","-1,522,796","-904,487","-908,467","-816,505","-1,030,948","-505,397","-1,363,836","-1,156,694",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income to Common,"-605,813","9,182,511","-1,395,822",-,"-1,378,401","-872,537","-1,201,102",-,"-1,011,420","-899,991","-1,108,591","-1,268,818","-1,522,796","-904,487","-908,467","-816,505","-1,030,948","-505,397","-1,363,836","-1,156,694",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Basic),"133,788,741","132,357,644","131,844,567",-,"126,798,371","124,933,141","124,833,906",-,"121,730,202","116,744,488","114,817,239","114,813,535","114,813,535","112,101,447","108,624,524","108,613,535","108,613,535","108,613,535","104,411,411","86,145,449",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Diluted),"133,788,741","158,018,821","131,844,567",-,"126,798,371","146,036,318","124,833,906",-,"121,730,202","116,744,488","114,817,239","114,813,535","114,813,535","112,101,447","108,624,524","108,613,535","108,613,535","108,613,535","104,411,411","86,145,449",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Change (YoY),5.513%,8.205%,5.616%,-,4.163%,25.091%,8.724%,-,6.024%,4.142%,5.701%,5.708%,5.708%,3.211%,4.035%,26.082%,30.912%,34.525%,30.329%,10.710%,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Basic),-0.005,0.069,-0.011,-,-0.011,-0.007,-0.010,-,-0.008,-0.008,-0.010,-0.011,-0.013,-0.008,-0.008,-0.008,-0.009,-0.005,-0.013,-0.013,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Diluted),-0.009,0.056,-0.011,-,-0.011,-0.011,-0.010,-,-0.008,-0.008,-0.010,-0.011,-0.013,-0.008,-0.008,-0.008,-0.009,-0.005,-0.013,-0.013,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow,"-543,118","-2,179,352","-989,252",-,"-718,082","382,377","-959,364",-,"-993,715","-737,227","-827,320","-101,819","-863,368","-1,061,853","-448,822","-1,826,360","-251,004","-390,855","-1,497,980","-987,017",Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Per Share,-0.004,-0.014,-0.008,-,-0.006,0.003,-0.008,-,-0.008,-0.006,-0.007,-0.001,-0.008,-0.009,-0.004,-0.017,-0.002,-0.004,-0.014,-0.011,Upgrade,Financials in CAD,Fiscal year is January - December
Gross Margin,43.561%,58.103%,77.190%,-,86.994%,81.354%,79.819%,-,47.183%,76.135%,32.474%,45.499%,24.324%,29.986%,44.111%,39.915%,35.817%,43.205%,39.334%,35.494%,Upgrade,Financials in CAD,Fiscal year is January - December
Operating Margin,-47.658%,-177.762%,-2289.832%,-,-3597.045%,-867.868%,-2485.813%,-,-149.035%,-86.006%,-218.678%,-316.588%,-281.445%,-361.200%,-261.605%,-411.376%,-310.032%,-222.764%,-309.613%,-193.777%,Upgrade,Financials in CAD,Fiscal year is January - December
Profit Margin,-47.230%,1480.007%,-2690.171%,-,-5104.622%,-3017.280%,-3405.353%,-,-176.919%,-107.196%,-196.061%,-308.195%,-281.321%,-324.490%,-241.589%,-317.289%,-285.896%,-188.938%,-298.996%,-205.037%,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Margin,-42.342%,-351.261%,-1906.588%,-,-2659.267%,1322.280%,-2719.980%,-,-173.822%,-87.809%,-146.316%,-24.732%,-159.498%,-380.946%,-119.355%,-709.713%,-69.607%,-146.118%,-328.404%,-174.960%,Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA,"-564,909","-1,048,512","-1,164,625",-,"-911,462","-191,298","-816,124",-,"-787,388","-648,049","-1,177,593","-1,278,348","-1,465,508","-959,804","-961,957","-1,046,711","-1,098,140","-580,764","-1,397,353","-1,077,758",Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA Margin,-44.041%,-168.996%,-,-,-,-,-,-,-137.731%,-77.187%,-208.264%,-,-270.738%,-,-255.813%,-,-,-217.114%,-,-191.045%,Upgrade,Financials in CAD,Fiscal year is January - December
D&A For EBITDA,"46,401","54,389","23,477","17,666","59,848","59,672","60,647","35,185","64,626","74,042","58,883","25,022","57,960","47,008","21,778","11,917","19,844","15,114","14,914","15,411",Upgrade,Financials in CAD,Fiscal year is January - December
EBIT,"-611,310","-1,102,901","-1,188,102",-,"-971,310","-250,970","-876,771",-,"-852,014","-722,091","-1,236,476","-1,303,370","-1,523,468","-1,006,812","-983,735","-1,058,628","-1,117,984","-595,878","-1,412,267","-1,093,169",Upgrade,Financials in CAD,Fiscal year is January - December
EBIT Margin,-47.658%,-177.762%,-,-,-,-,-,-,-149.035%,-86.006%,-218.678%,-,-281.445%,-,-261.604%,-,-,-222.764%,-,-193.776%,Upgrade,Financials in CAD,Fiscal year is January - December
Revenue as Reported,"1,282,698","620,437","51,886",-,"27,003","28,918","35,271",-,"571,686","839,579","565,433","411,693","541,302","278,741","376,039","257,338","360,603","267,493","456,139","564,139",Upgrade,Financials in CAD,Fiscal year is January - December
