Fiscal Quarter,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,Q1 2019,Q4 2018,+8 Quarters,Currency,Fiscal_Year_period
Earnings From Equity Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-9,000","-41,000","-282,000","-186,000","-442,000","-20,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"26,000","26,000","25,000","25,000","23,000","23,000","22,000","22,000","23,000","22,000","7,000",-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-842,000","13,698,000","-6,211,000","-7,022,000","-7,416,000","-7,706,000","-7,650,000","-8,777,000","-21,002,000","-6,212,000","-6,891,000","-5,823,000","-5,786,000","-4,220,000","-6,504,000","-5,648,000","-7,587,000","-8,383,000","-8,063,000","-5,439,000",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,"-227,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"759,000","-1,554,000","-605,000","862,000","-823,000","-273,000","-116,000","-33,000",-,"722,000",-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-83,000","12,144,000","-6,816,000","-6,387,000","-8,239,000","-7,979,000","-7,766,000","-8,810,000","-21,002,000","-5,490,000","-6,891,000","-5,823,000","-5,786,000","-4,220,000","-6,504,000","-5,648,000","-7,587,000","-8,383,000","-8,063,000","-5,439,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-83,000","12,144,000","-6,816,000","-6,387,000","-8,239,000","-7,979,000","-7,766,000","-8,810,000","-21,002,000","-5,490,000","-6,891,000","-5,823,000","-5,786,000","-4,220,000","-6,504,000","-5,648,000","-7,587,000","-8,383,000","-8,063,000","-5,439,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,-,"3,141,000",-,"986,000",-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-83,000","12,144,000","-6,816,000","-6,387,000","-8,239,000","-7,979,000","-7,766,000","-8,810,000","-24,143,000","-5,490,000","-7,877,000","-5,823,000","-5,786,000","-4,220,000","-6,504,000","-5,648,000","-7,587,000","-8,383,000","-8,063,000","-5,439,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"37,428,943","36,100,000","30,414,865","22,004,564","17,701,592","17,701,592","17,701,592","14,499,848","12,454,119","11,200,000","10,230,043","9,908,820","8,923,374","8,923,374","8,919,393","8,914,563","8,694,104","8,107,290","8,105,636","8,104,757",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"37,428,943","36,600,000","30,414,865","22,004,564","17,701,592","17,701,592","17,701,592","14,499,848","12,454,119","11,200,000","10,230,043","9,908,820","8,923,374","8,923,374","8,919,393","8,914,563","8,694,104","8,107,290","8,105,636","8,104,757",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),111.444%,106.761%,71.820%,51.757%,42.134%,58.050%,73.035%,46.333%,39.567%,25.513%,14.694%,11.153%,2.637%,10.066%,10.039%,9.992%,116.300%,4772.960%,4771.966%,4771.438%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.002,0.336,-0.224,-0.290,-0.465,-0.451,-0.439,-0.608,-1.939,-0.490,-0.770,-0.588,-0.648,-0.473,-0.729,-0.634,-0.873,-1.034,-0.995,-0.671,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.002,0.330,-0.224,-0.290,-0.470,-0.451,-0.439,-0.608,-1.939,-0.490,-0.770,-0.588,-0.648,-0.473,-0.729,-0.634,-0.873,-1.034,-0.995,-0.672,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-983,000","-4,343,000","-4,002,000","-8,606,000","-4,265,000","-6,151,000","-10,187,000","-3,686,000","-8,707,000","-6,731,000","-4,342,000","-5,429,000","-5,600,000","-5,227,000","-4,587,000","3,549,000","3,844,000","-7,792,000","-7,934,000","-8,850,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.026,-0.119,-0.132,-0.391,-0.241,-0.347,-0.575,-0.254,-0.699,-0.601,-0.424,-0.548,-0.628,-0.586,-0.514,0.398,0.442,-0.961,-0.979,-1.092,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,58.033%,76.241%,-,-,-,-,-,-,-,-,-,-,-,-264.700%,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-208.393%,69.573%,-578.835%,-592.993%,-1857.644%,-2649.658%,-625.442%,-866.464%,-4082.718%,-18890.909%,-,-,-,-423.000%,-,-,-,-,-757.045%,-401.223%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-19.904%,61.811%,-629.945%,-526.546%,-2064.912%,-2732.534%,-654.254%,-892.604%,-4687.961%,-16636.364%,-,-,-,-422.000%,-,-,-,-,-788.943%,-391.295%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-235.731%,-22.105%,-369.871%,-709.481%,-1068.922%,-2106.507%,-858.214%,-373.455%,-1690.680%,-20396.970%,-,-,-,-522.700%,-,-,-,-,-776.321%,-636.691%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-810,000","13,732,000","-6,176,000","-7,093,000","-7,287,000","-7,606,000","-7,293,000","-8,395,000","-20,932,000","-6,141,000","-6,808,000","-5,738,000","-5,707,000","-4,147,000","-6,472,000","-5,604,000","-7,308,000","-8,183,000","-7,654,000","-5,494,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-194.245%,69.894%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"59,000","63,000","87,000","100,000","125,000","131,000","131,000","157,000","94,000","93,000","91,000","85,000","85,000","83,000","84,000","85,000","87,000","83,000","83,000","83,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-869,000","13,669,000","-6,263,000","-7,193,000","-7,412,000","-7,737,000","-7,424,000","-8,552,000","-21,026,000","-6,234,000","-6,899,000","-5,823,000","-5,792,000","-4,230,000","-6,556,000","-5,689,000","-7,395,000","-8,266,000","-7,737,000","-5,577,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-208.393%,69.573%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"417,000","19,647,000",-,-,"399,000","292,000",-,-,-,"33,000",-,-,-,"1,000,000",-,-,-,-,-,"2,757,000",Upgrade,Financials in USD,Fiscal year is January - December
