Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+7 Quarters,Currency,Fiscal_Year_period
Operating Margin,-27.723%,-29.243%,-14.337%,-39.938%,-10.634%,-21.645%,-18.507%,-24.342%,-14.627%,-14.679%,-17.241%,-16.279%,-6.182%,-3.165%,-0.692%,-50.767%,11.777%,-23.222%,20.450%,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-46.905%,-135.236%,-25.733%,-58.477%,-19.443%,-64.653%,-11.535%,-164.998%,-38.756%,-14.985%,-27.458%,-37.237%,1.923%,2.133%,-36.433%,-218.027%,-11.813%,-24.822%,0.126%,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,7.131%,1.821%,-7.093%,9.628%,2.078%,-8.498%,8.634%,0.077%,9.020%,-29.599%,8.765%,-9.949%,-13.510%,-0.815%,2.817%,7.032%,-13.924%,16.374%,10.459%,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-2,824,000","-2,794,000","-397,000","-9,967,000","299,000","-3,010,000","-2,326,000","-4,677,000","91,000","-982,000","-1,414,000","-2,884,000","2,578,000","4,055,000","4,732,000","-19,317,000","12,144,000","-4,861,000","13,971,000",-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-10.472%,-10.511%,-1.058%,-26.552%,0.671%,-7.236%,-5.503%,-10.559%,0.225%,-2.087%,-3.339%,-5.335%,4.831%,8.366%,10.107%,-45.706%,31.072%,-13.341%,34.390%,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"4,652,000","4,979,000","4,980,000","5,025,000","5,037,000","5,994,000","5,496,000","6,105,000","6,013,000","5,925,000","5,888,000","5,916,000","5,877,000","5,589,000","5,056,000","2,139,000","7,541,000","3,600,000","5,663,000","4,314,988",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-7,476,000","-7,773,000","-5,377,000","-14,992,000","-4,738,000","-9,004,000","-7,822,000","-10,782,000","-5,922,000","-6,907,000","-7,302,000","-8,800,000","-3,299,000","-1,534,000","-324,000","-21,456,000","4,603,000","-8,461,000","8,308,000",-,Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-27.723%,-29.243%,-14.337%,-39.938%,-10.634%,-21.645%,-18.507%,-24.342%,-14.627%,-14.678%,-17.241%,-16.279%,-6.182%,-3.165%,-0.692%,-50.767%,11.777%,-23.221%,20.450%,-,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,-,-,-,-,-,-,-,-,-,-,46.425%,-,-,189.682%,-,37.861%,-,Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"82,000","118,000","311,000",-,Upgrade,Financials in USD,Fiscal year is January - December
