Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Free Cash Flow Per Share,-0.706,1.058,-13.044,-15.050,-23.135,-40.625,-42.845,-91.435,-90.062,-120.175,-166.421,-101.633,-233.915,-320.297,-158.039,-153.370,-214.851,-191.464,-140.249,-71.609,Upgrade,Financials in USD,Fiscal year is April - March
Gross Margin,13.620%,-6.496%,12.628%,-21.142%,15.403%,9.242%,-27.528%,-57.407%,11.277%,-9.365%,-23.044%,-,-243.770%,-18.331%,28.954%,-11.505%,-0.420%,0.133%,-16.331%,27.117%,Upgrade,Financials in USD,Fiscal year is April - March
Operating Margin,-232.880%,-50.674%,-100.229%,-113.909%,-56.316%,-125.199%,-83.964%,-152.480%,-116.425%,-133.490%,-184.520%,-1429.930%,-1029.239%,-81.590%,-89.209%,-326.825%,-154.612%,-238.346%,-128.523%,-77.674%,Upgrade,Financials in USD,Fiscal year is April - March
Profit Margin,-233.552%,-10.185%,-78.232%,-218.697%,5.465%,-257.761%,-26.329%,-276.987%,-102.325%,-88.771%,-167.759%,-1040.105%,-1827.320%,-75.894%,-101.604%,-411.736%,61.067%,-319.010%,-147.951%,-218.634%,Upgrade,Financials in USD,Fiscal year is April - March
Free Cash Flow Margin,-39.830%,7.830%,-49.885%,-67.712%,-53.947%,-69.269%,-39.221%,-99.110%,-73.392%,-114.630%,-195.866%,-296.336%,-665.982%,-132.978%,-102.959%,-109.261%,-156.607%,-189.589%,-185.501%,-72.214%,Upgrade,Financials in USD,Fiscal year is April - March
EBITDA,"-17,420,195","-4,226,897","-10,396,068","-13,114,058","-6,284,867","-14,473,875","-12,782,011","-16,075,806","-15,692,638","-14,770,645","-17,349,594","-38,344,000","-19,579,689","-13,593,649","-7,379,514","-28,718,262","-11,732,734","-13,482,351","-4,598,057","-3,644,772",Upgrade,Financials in USD,Fiscal year is April - March
EBITDA Margin,-229.221%,-48.363%,-97.819%,-107.958%,-51.478%,-120.748%,-78.551%,-139.401%,-106.986%,-117.989%,-172.144%,-,-,-71.038%,-65.613%,-,-127.885%,-207.030%,-105.436%,-64.348%,Upgrade,Financials in USD,Fiscal year is April - March
D&A For EBITDA,"278,118","201,924","256,087","722,890","590,733","533,493","880,757","1,508,299","1,384,445","1,940,495","1,247,240","12,660,373","12,877,477","2,019,176","2,653,895","2,428,540","2,451,980","2,039,380","1,006,830","754,803",Upgrade,Financials in USD,Fiscal year is April - March
EBIT,"-17,698,313","-4,428,821","-10,652,155","-13,836,948","-6,875,600","-15,007,368","-13,662,768","-17,584,105","-17,077,083","-16,711,140","-18,596,834","-51,004,373","-32,457,166","-15,612,825","-10,033,409","-31,146,802","-14,184,714","-15,521,731","-5,604,887","-4,399,575",Upgrade,Financials in USD,Fiscal year is April - March
EBIT Margin,-232.880%,-50.674%,-100.229%,-113.909%,-56.316%,-125.199%,-83.964%,-152.480%,-116.425%,-133.490%,-184.520%,-,-,-81.590%,-89.209%,-,-154.612%,-238.345%,-128.523%,-77.674%,Upgrade,Financials in USD,Fiscal year is April - March
Effective Tax Rate,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.089%,-,-,-,Upgrade,Financials in USD,Fiscal year is April - March
Revenue as Reported,"7,599,752","8,739,888","10,627,817","12,147,360","12,208,908","11,986,842","16,272,228","11,532,055","14,667,929","12,518,631","10,078,509","3,566,914","3,153,510","19,135,811","11,247,037","9,530,106","9,174,409","6,512,281","4,361,008","5,664,145",Upgrade,Financials in USD,Fiscal year is April - March
