Fiscal Quarter,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,Q1 2019,Q4 2018,+1 Quarters,Currency,Fiscal_Year_period
EPS (Basic),-0.020,-0.020,-0.050,-0.316,0.013,0.016,0.018,-0.049,-0.087,-0.082,-0.198,-0.552,-0.089,-0.309,-0.081,-0.169,-0.161,-0.147,-0.020,-,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Diluted),-0.020,-0.020,-0.050,-0.316,0.012,0.016,0.017,-0.049,-0.087,-0.100,-0.200,-0.552,-0.089,-0.309,-0.081,-0.169,-0.161,-0.147,-0.020,-,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow,"-24,051","-174,731","-229,051","-265,952","-45,473","42,218","-76,372","-512,580","-1,073,374","-876,599","-466,333","-167,079","-1,347,511","-1,221,185","-9,035","-51,857","-62,577","-320,508","-99,909","-37,143",Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Per Share,-0.001,-0.008,-0.009,-0.021,-0.004,0.007,-0.006,-0.048,-0.105,-0.089,-0.053,-0.022,-0.190,-0.244,-0.004,-0.021,-0.026,-0.134,-0.114,-,Upgrade,Financials in CAD,Fiscal year is January - December
Gross Margin,47.422%,45.548%,48.869%,18.572%,56.270%,63.816%,50.140%,32.536%,23.816%,26.837%,31.878%,37.895%,44.394%,-127.024%,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Operating Margin,-117.084%,-74.704%,-86.318%,-1007.088%,-4.368%,15.215%,11.777%,-160.904%,-177.635%,-216.596%,-205.251%,-57.858%,-70.412%,-281.535%,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Profit Margin,-152.931%,-111.567%,-253.769%,-1679.290%,31.318%,15.867%,33.599%,-84.559%,-144.064%,-132.098%,-279.173%,-545.289%,-82.848%,-298.547%,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Margin,-7.467%,-44.089%,-47.441%,-112.177%,-9.290%,6.707%,-12.234%,-82.511%,-172.810%,-144.796%,-74.716%,-21.585%,-177.531%,-235.796%,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA,"-346,106","-261,906","-376,654","-2,343,483","15,500","147,460","127,173","-946,545","-1,047,642","-1,268,437","-1,239,999","-99,350","-478,823","-1,439,359",-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA Margin,-107.450%,-66.086%,-78.012%,-,3.167%,23.426%,20.372%,-152.367%,-168.667%,-209.519%,-198.674%,-12.835%,-63.084%,-277.922%,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
D&A For EBITDA,"31,033","34,153","40,099","44,142","36,881","51,689","53,657","53,039","55,701","42,846","41,049","348,507","55,628","18,712",-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
EBIT,"-377,139","-296,059","-416,753","-2,387,625","-21,381","95,771","73,516","-999,584","-1,103,343","-1,311,283","-1,281,048","-447,857","-534,451","-1,458,071","-196,257","-406,931","-381,252","-348,192","-17,547","-16,016",Upgrade,Financials in CAD,Fiscal year is January - December
EBIT Margin,-117.084%,-74.704%,-86.317%,-,-4.368%,15.215%,11.777%,-160.904%,-177.635%,-216.596%,-205.251%,-57.858%,-70.412%,-281.535%,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
