Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q3 2023,Q2 2023,Q1 2023,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,Q1 2019,Q4 2018,Q3 2018,Q2 2018,+20 Quarters,Currency,Fiscal_Year_period
Asset Writedown,-,-,-,-,-,-,-,-,-,"-47,002",-,-,-,"-1,921,897",-,-,-,"-924,068",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"252,405",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"591,294","834,568","707,719","1,270,821","2,198,009","317,510","2,174,609","1,372,483","1,372,483","-2,309,619","1,206,755","682,503","547,843","-10,946,650","50,443","358,918","1,461,379","-6,171,900","219,400","-561,004",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-192,299","179,382","127,189","-13,366","63,180","-10,918","-33,972","52,269","52,269","-376,559","8,746","-156,544","285,540","154,410","-57,421","40,456","-5,908","-504,506","-126,190","222,389",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"783,593","655,186","580,530","1,284,187","2,134,829","328,428","2,208,581","1,320,215","1,320,215","-1,933,060","1,198,009","839,047","262,303","-11,101,060","107,864","318,462","1,467,287","-5,667,394","345,590","-783,393",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"783,593","655,186","580,530","1,284,187","2,134,829","328,428","2,208,581","1,320,215","1,320,215","-1,933,060","1,198,009","839,047","262,303","-11,101,060","107,864","318,462","1,467,287","-5,667,394","345,590","-783,393",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-63.295%,99.492%,-73.715%,-2.729%,61.703%,-,84.354%,57.347%,403.317%,-,1010.666%,163.468%,-82.123%,-,-68.788%,-,-,-,171.081%,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"7,553,818","7,553,702","7,553,702","7,553,818","7,553,702","7,553,702","7,553,706","7,553,700","7,553,700","7,553,700","7,553,706","7,553,698","7,553,702","7,553,703","7,553,700","7,553,700","7,551,706","7,551,485","7,551,485","7,551,485",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"7,553,818","7,553,702","7,553,702","7,553,818","7,553,702","7,553,702","7,553,706","7,553,700","7,553,700","7,553,700","7,553,706","7,553,698","7,554,543","7,553,703","7,553,700","7,553,700","7,551,706","7,551,485","7,551,485","7,551,485",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),0.002%,-,-0.000%,0.002%,0.000%,0.000%,-,0.000%,-0.011%,-0.000%,0.000%,-0.000%,0.038%,0.029%,0.029%,0.029%,0.003%,-0.315%,0.560%,1.184%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),0.104,0.087,0.077,0.170,0.283,0.043,0.292,0.175,0.175,-0.256,0.159,0.111,0.035,-1.470,0.014,0.042,0.194,-0.750,0.046,-0.104,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),0.100,-,0.077,0.170,0.283,0.043,0.238,0.175,0.175,-0.256,0.159,0.084,0.035,-1.470,0.014,0.042,0.194,-0.750,0.046,-0.119,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-64.617%,-,-67.709%,-2.734%,61.703%,-,50.064%,107.391%,403.375%,-,1010.708%,99.896%,-82.130%,-,-68.799%,-,-,-,169.581%,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-237,474","-281,963","-858,042","-931,137","-330,307","-1,476,405","66,525","656,068","656,068","492,854","573,126","-1,350,041","-1,302,062","416,465","753,533","962,641","813,711","-739,133","1,331,219","-239,676",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.031,-0.037,-0.114,-0.123,-0.044,-0.195,0.009,0.087,0.087,0.065,0.076,-0.179,-0.172,0.055,0.100,0.127,0.108,-0.098,0.176,-0.032,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,67.222%,69.484%,71.981%,71.978%,69.989%,73.814%,74.998%,72.561%,72.561%,62.359%,65.785%,56.778%,75.516%,59.609%,66.183%,74.631%,73.171%,51.263%,67.951%,71.787%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,14.746%,19.734%,19.213%,19.886%,28.563%,14.427%,21.153%,13.983%,13.983%,-11.939%,11.108%,13.327%,16.432%,-18.310%,4.932%,11.133%,19.255%,-95.364%,6.959%,-0.986%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,10.996%,8.164%,6.168%,11.884%,19.782%,4.125%,18.723%,10.663%,10.663%,-19.176%,9.781%,7.117%,4.288%,-179.416%,1.465%,5.026%,15.496%,-108.893%,3.760%,-8.052%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-3.332%,-3.514%,-9.117%,-8.617%,-3.061%,-18.543%,0.564%,5.299%,5.299%,4.889%,4.679%,-11.451%,-21.285%,6.731%,10.232%,15.191%,8.593%,-14.202%,14.485%,-2.464%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"1,084,208","1,616,925","1,841,663","2,233,814","3,167,426","1,233,704","2,518,906","1,756,359","1,756,359","-1,181,110","1,384,080","1,597,853","1,032,027","-832,288","664,594","1,009,050","2,129,531","-4,504,191","1,095,176","360,007",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,15.214%,20.149%,19.567%,20.672%,29.351%,15.495%,21.353%,14.186%,14.186%,-11.716%,11.300%,13.553%,16.871%,-13.451%,9.024%,15.924%,22.490%,-86.543%,11.916%,3.700%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"33,333","33,333","33,334","85,000","85,000","85,000","23,611","25,066","25,066","22,475","23,429","26,699","26,845","300,601","301,388","303,596","306,275","459,048","455,579","455,951",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"1,050,875","1,583,592","1,808,329","2,148,814","3,082,426","1,148,704","2,495,295","1,731,293","1,731,293","-1,203,585","1,360,651","1,571,154","1,005,182","-1,132,889","363,206","705,454","1,823,256","-4,963,239","639,597","-95,944",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,14.746%,19.734%,19.213%,19.886%,28.563%,14.427%,21.153%,13.983%,13.983%,-11.939%,11.108%,13.327%,16.432%,-18.310%,4.932%,11.133%,19.255%,-95.364%,6.959%,-0.986%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,21.494%,17.972%,-,2.874%,-,-,3.808%,3.808%,-,0.725%,-,52.121%,-,-,11.272%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
