Fiscal Quarter,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q1 2016,Q4 2015,Q3 2015,Q2 2015,Q1 2015,+20 Quarters,Currency,Fiscal_Year_period
Other Non Operating Income (Expenses),-,-1,-,-,-,1,-100,-,416,-,-,"22,714","22,714","-22,714","-22,714",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-411,683","-926,158","-186,527","-117,435","-167,229","-37,196","-245,969","-311,561","-198,708","-259,055","-519,362","-2,797,951","-2,797,951","-120,196","-120,197","-313,801","-391,189","204,944","-63,861","212,326",Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,-,-,-,-,-,"-5,881",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-,-,"-30,466","-30,466",-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,"-75,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,-,-,-,-,-,-,-,-,"-30,350","-30,350",-,-,"267,204","-1,644,960",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,"-2,218,382","3,204","3,204","-3,204","-3,204",449,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-411,683","-1,001,158","-186,527","-117,435","-167,229","-37,196","-245,969","-317,442","-198,708","-259,055","-2,737,744","-2,855,563","-2,855,563","-123,400","-123,401","-46,148","-2,036,149","204,944","-63,861","212,326",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"37,922",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-411,683","-1,001,158","-186,527","-117,435","-167,229","-37,196","-245,969","-317,442","-198,708","-259,055","-2,737,744","-2,855,563","-2,855,563","-123,400","-123,401","-46,148","-2,074,071","204,944","-63,861","212,326",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,-,-,"1,207","11,353","9,225","5,295",373,"11,906","16,523","64,899",-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-411,683","-1,001,158","-185,320","-106,082","-158,004","-31,901","-245,596","-305,536","-182,185","-194,156","-2,737,744","-2,855,563","-2,855,563","-123,400","-123,401","-46,148","-2,074,071","204,944","-63,861","212,326",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-411,683","-1,001,158","-185,320","-106,082","-158,004","-31,901","-245,596","-305,536","-182,185","-194,156","-2,737,744","-2,855,563","-2,855,563","-123,400","-123,401","-46,148","-2,074,071","204,944","-63,861","212,326",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-25.902%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"541,395,741","463,961,675","457,575,777","451,356,849","447,127,087","446,654,243","443,952,889","442,983,955","440,561,751","440,119,088","395,888,260","165,017,430","165,017,430","144,737,790","144,737,790","114,556,527","113,327,228","112,795,198","112,490,566","111,954,012",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"541,395,741","463,961,675","457,575,777","451,356,849","447,127,087","446,654,243","443,952,889","442,983,955","440,561,751","440,119,088","395,888,260","165,017,430","165,017,430","144,737,790","144,737,790","114,556,527","113,327,228","112,795,198","112,490,566","111,954,012",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),21.083%,3.875%,3.069%,1.890%,1.490%,1.485%,12.141%,168.447%,166.979%,204.080%,173.521%,44.049%,45.611%,28.319%,28.667%,2.325%,1.496%,1.558%,1.410%,1.377%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.001,-0.002,-0.000,-0.000,-0.000,-0.000,-0.001,-0.001,-0.000,-0.000,-0.007,-0.017,-0.017,-0.001,-0.001,-0.000,-0.018,0.002,-0.001,0.002,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.001,-0.002,-0.000,-0.000,-0.000,-0.000,-0.001,-0.003,-0.000,-0.000,-0.007,-0.017,-0.017,-0.001,-0.001,-0.000,-0.018,0.002,-0.001,0.002,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-27.068%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"33,818","-85,995","-15,135","-114,304","-61,035","-31,873","-52,940","-115,452","-133,711","-237,077","-246,409","-123,270","-123,270","-50,792","-50,793","-200,380","-1,681,785","-159,817","-71,704","-32,650",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.001,-0.001,-0.001,-0.001,-0.000,-0.000,-0.002,-0.015,-0.001,-0.001,-0.000,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,-,-,-,-,-,-,-,-193.422%,100.000%,100.000%,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-,-,-,-,-,-,-,-,-,-27072.202%,-2819225.253%,-2819225.253%,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-,-,-,-,-,-,-,-,-,-145238.408%,-2884407.071%,-2884407.071%,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-,-,-,-,-,-,-,-,-,-13072.095%,-124515.152%,-124515.152%,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-411,086","-923,652","-172,297","-94,437","-166,734","-36,804","-207,542","-273,116","-198,564","-258,244","-509,750",-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,597,393,496,498,495,495,496,532,560,395,561,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-411,683","-924,045","-172,793","-94,935","-167,229","-37,299","-208,038","-273,648","-199,124","-258,639","-510,311","-2,791,033","-2,791,033","-97,667","-97,667","-65,072","-175,075","-125,871","-84,904","-55,944",Upgrade,Financials in USD,Fiscal year is January - December
