Fiscal Quarter,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q3 2019,Q2 2019,Q1 2019,+20 Quarters,Currency,Fiscal_Year_period
Earnings From Continuing Operations,"-19,046,638","9,615,175","4,500,049","-8,566,382","-36,456,347","-7,684,906","-1,708,794","-1,835,995","-1,512,267","-1,464,974","-1,225,787","-1,361,113","-1,419,775","-1,333,112","-792,353","-503,430","-541,372","-987,778","-426,531","-4,448,618",Upgrade,Financials in USD,Fiscal year is October - September
Net Income,"-19,046,638","9,615,175","4,500,049","-8,566,382","-36,456,347","-7,684,906","-1,708,794","-1,835,995","-1,512,267","-1,464,974","-1,225,787","-1,361,113","-1,419,775","-1,333,112","-792,353","-503,430","-541,372","-987,778","-426,531","-4,448,618",Upgrade,Financials in USD,Fiscal year is October - September
Preferred Dividends & Other Adjustments,-,-,-,-,"39,452","60,493","59,835","59,179","60,493","1,047,057","39,452","39,452","40,219","2,006,120",-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is October - September
Net Income to Common,"-19,046,638","9,615,175","4,500,049","-8,566,382","-36,495,799","-7,745,399","-1,768,629","-1,895,174","-1,572,760","-2,512,031","-1,265,239","-1,400,565","-1,459,994","-3,339,232","-792,353","-503,430","-541,372","-987,778","-426,531","-4,448,618",Upgrade,Financials in USD,Fiscal year is October - September
Shares Outstanding (Basic),"6,151,499,919","6,151,499,919","6,151,499,919","6,151,499,919","6,151,499,846","6,328,450,723","6,062,411,449","5,596,220,371","5,555,474,165","5,558,207,709","5,550,559,312","5,244,860,396","5,124,164,620","338,344,693","388,333",-,-,"426,807","168,479","377,044",Upgrade,Financials in USD,Fiscal year is October - September
Shares Outstanding (Diluted),"6,151,499,919","6,151,499,919","21,147,255,067","6,151,499,919","6,151,499,846","6,328,450,723","6,062,411,449","5,596,220,371","5,555,474,165","5,558,207,709","5,550,559,312","5,244,860,396","5,124,164,620","338,344,693","388,333",-,-,"426,807","168,479","377,044",Upgrade,Financials in USD,Fiscal year is October - September
Shares Change (YoY),0.000%,-2.796%,248.826%,9.922%,10.729%,13.858%,9.222%,6.699%,8.417%,1542.765%,1429229.805%,-,-,79173.464%,130.493%,-,-,30.206%,-44.950%,-43.490%,Upgrade,Financials in USD,Fiscal year is October - September
EPS (Basic),-0.003,0.002,0.001,-0.001,-0.006,-0.001,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.010,-2.040,-,-,-2.314,-2.532,-11.799,Upgrade,Financials in USD,Fiscal year is October - September
EPS (Diluted),-0.003,0.002,-0.000,-0.001,-0.006,-0.001,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.010,-2.040,-,-,-2.314,-2.532,-11.800,Upgrade,Financials in USD,Fiscal year is October - September
Free Cash Flow,"-962,793","-1,659,472","-752,814","-1,741,620","-1,784,329","-972,474","-1,724,446","-1,329,594","-1,494,792","-1,099,859","-1,036,693","-1,544,395","-1,235,685","-1,154,913","-945,126","-897,848","-1,004,406","-156,181","-388,774","-286,329",Upgrade,Financials in USD,Fiscal year is October - September
Free Cash Flow Per Share,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.003,-2.434,-,-,-0.366,-2.308,-0.759,Upgrade,Financials in USD,Fiscal year is October - September
Gross Margin,-2.034%,66.624%,65.864%,81.949%,23.221%,68.001%,20.919%,-187.913%,-0.864%,45.611%,61.127%,52.925%,-224.566%,60.206%,18.942%,43.444%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is October - September
Operating Margin,-1842.856%,-1302.861%,-831.355%,-1264.086%,-4658.269%,-2398.741%,-838.139%,-8001.503%,-1749.941%,-1547.861%,-428.393%,-1073.956%,-16471.430%,-1306.727%,-3848.525%,-969.145%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is October - September
Profit Margin,-22688.344%,5363.606%,2222.828%,-5045.370%,-66001.988%,-2537.670%,-1077.033%,-9718.841%,-1991.466%,-2773.426%,-453.613%,-1108.796%,-14913.115%,-3170.167%,-3183.931%,-986.924%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is October - September
Free Cash Flow Margin,-1146.878%,-925.699%,-371.857%,-1025.768%,-3226.926%,-318.617%,-1050.128%,-6818.431%,-1892.741%,-1214.307%,-371.674%,-1222.663%,-12621.910%,-1096.440%,-3797.822%,-1760.141%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is October - September
EBITDA,"-1,500,743","-2,284,186","-1,630,875","-2,092,037","-2,525,311","-7,274,115","-1,327,915","-1,512,737","-1,334,459","-1,354,877","-1,148,271","-1,310,193","-1,566,908","-1,335,714","-936,281","-476,421","-510,612","-409,296","-374,794","-562,488",Upgrade,Financials in USD,Fiscal year is October - September
D&A For EBITDA,"46,316","51,413","52,178","54,217","50,479","47,249","48,418","47,556","47,557","47,098","46,623","46,364","45,645","40,701","21,463","17,940","17,657",584,586,584,Upgrade,Financials in USD,Fiscal year is October - September
EBIT,"-1,547,059","-2,335,599","-1,683,053","-2,146,254","-2,575,790","-7,321,364","-1,376,333","-1,560,293","-1,382,016","-1,401,975","-1,194,894","-1,356,557","-1,612,553","-1,376,415","-957,744","-494,361","-528,269","-409,880","-375,380","-563,072",Upgrade,Financials in USD,Fiscal year is October - September
