Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+9 Quarters,Currency,Fiscal_Year_period
Other Unusual Items,"815,422",-,-,"1,204,812","4,650,264",-,-,"184,641",-,-,-,-,-,-,-,-,-,-,-,"3,496,843",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-2,541,358","-228,411","-2,766,460","-3,594,708","-1,749,026","-5,736,384","-6,743,970","-7,335,798","-7,783,789","-5,138,076","-16,306,782","-13,828,068","-5,683,231","-6,101,975","-5,377,144","-275,842","8,955,004","-15,745,434","-7,085,921","-40,602,267",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"2,385,000","440,000","3,945,000","988,129","3,480,000","1,592,871","1,662,000","5,948,000","640,000","1,045,000","-1,740,000","1,152,000","560,000","910,000","1,500,000","1,990,000","6,003,000","369,900","427,100","1,235,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-4,926,358","-668,411","-6,711,460","-4,582,837","-5,229,026","-7,329,255","-8,405,970","-13,283,798","-8,423,789","-6,183,076","-14,566,782","-14,980,068","-6,243,231","-7,011,975","-6,877,144","-2,265,842","2,952,004","-16,115,334","-7,513,021","-41,837,267",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,242,675",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-4,926,358","-668,411","-6,711,460","-4,582,837","-5,229,026","-7,329,255","-8,405,970","-13,283,798","-8,423,789","-6,183,076","-14,566,782","-14,980,068","-6,243,231","-7,011,975","-6,877,144","-2,265,842","2,952,004","-16,115,334","-7,513,021","-37,594,592",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-4,926,358","-668,411","-6,711,460","-4,582,837","-5,229,026","-7,329,255","-8,405,970","-13,283,798","-8,423,789","-6,183,076","-14,566,782","-14,980,068","-6,243,231","-7,011,975","-6,877,144","-2,265,842","2,952,004","-16,115,334","-7,513,021","-37,594,592",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"201,377,275","143,583,496","143,126,330","143,213,039","141,332,852","128,126,330","128,126,330","128,161,610","128,120,949","128,111,328","128,111,328","127,107,285","126,363,104","125,557,734","116,103,635","103,862,278","98,871,038","98,871,038","88,519,845","216,344,036",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"201,377,275","143,583,496","143,126,330","143,213,039","141,332,852","128,126,330","128,126,330","128,161,610","128,120,949","128,111,328","128,111,328","127,107,285","126,363,104","125,557,734","116,103,635","103,862,278","112,517,113","98,871,038","88,519,845","216,344,036",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),42.484%,12.064%,11.707%,11.744%,10.312%,0.012%,0.012%,0.829%,1.391%,2.034%,10.342%,22.381%,12.306%,26.991%,31.161%,-51.992%,363.034%,-,48.131%,14736.793%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.024,-0.005,-0.047,-0.032,-0.037,-0.057,-0.066,-0.104,-0.066,-0.048,-0.114,-0.118,-0.049,-0.056,-0.059,-0.022,0.030,-0.163,-0.085,-0.174,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.024,-0.005,-0.047,-0.032,-0.037,-0.057,-0.066,-0.104,-0.066,-0.050,-0.114,-0.120,-0.050,-0.056,-0.059,-0.022,0.030,-0.163,-0.085,-0.174,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-7,477,541","-3,199,012","-2,089,596","-2,791,927","1,502,972","-647,273","-3,992,785","-6,742,119","-3,127,160","-4,831,269","-8,934,380","-11,202,879",-,"-18,623,234","-9,897,079","-4,804,414","-5,684,814","-5,651,904","-3,240,348","-12,040,817",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.037,-0.022,-0.015,-0.019,0.011,-0.005,-0.031,-0.053,-0.024,-0.038,-0.070,-0.088,-,-0.148,-0.085,-0.046,-0.051,-0.057,-0.037,-0.056,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,48.972%,53.969%,50.834%,49.871%,53.485%,46.202%,49.874%,44.718%,50.582%,49.156%,15.914%,15.780%,38.259%,48.577%,42.577%,42.699%,39.787%,29.394%,27.049%,-3.313%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,15.305%,23.076%,19.759%,22.264%,23.795%,-5.160%,1.931%,3.685%,-1.003%,1.461%,-49.622%,-58.512%,-30.898%,-22.820%,-36.731%,-17.979%,-18.189%,-98.663%,-53.573%,-118.266%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-19.576%,-2.662%,-27.863%,-18.958%,-21.191%,-36.290%,-44.037%,-69.757%,-44.679%,-29.317%,-93.146%,-109.696%,-46.698%,-49.273%,-52.140%,-18.271%,23.662%,-131.927%,-61.996%,-345.447%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-29.714%,-12.741%,-8.675%,-11.550%,6.091%,-3.205%,-20.917%,-35.405%,-16.586%,-22.908%,-57.130%,-82.037%,-,-130.865%,-75.035%,-38.740%,-45.567%,-46.269%,-26.739%,-110.640%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"4,107,773","6,046,979","5,013,025","5,654,682","6,151,458","-765,336","687,783","1,027,444","151,051","643,579","-7,431,797","-6,991,131","-4,060,502","-2,794,873","-4,466,768","-815,669","-1,416,146","-11,678,141","-6,335,157","-12,555,988",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,16.323%,24.084%,20.812%,23.392%,24.930%,-3.789%,3.603%,5.395%,0.801%,3.051%,-47.522%,-51.195%,-30.372%,-19.639%,-33.865%,-6.577%,-11.351%,-95.602%,-52.276%,-115.374%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"256,326","252,957","253,581","272,860","279,964","276,708","319,277","325,679","340,207","335,394","328,363","999,280","70,359","452,689","378,005","1,413,960","853,040","373,853","157,156","314,785",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"3,851,447","5,794,022","4,759,444","5,381,822","5,871,494","-1,042,044","368,506","701,765","-189,156","308,185","-7,760,160","-7,990,411","-4,130,861","-3,247,562","-4,844,773","-2,229,629","-2,269,186","-12,051,994","-6,492,313","-12,870,773",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,15.305%,23.076%,19.759%,22.264%,23.795%,-5.160%,1.931%,3.685%,-1.003%,1.461%,-49.622%,-58.512%,-30.898%,-22.820%,-36.731%,-17.979%,-18.189%,-98.662%,-53.573%,-118.266%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,67.035%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
