Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+7 Quarters,Currency,Fiscal_Year_period
Shares Outstanding (Basic),"407,289,888","401,595,958","399,378,572","398,948,621","397,777,882","394,374,227","392,359,380","379,470,903","386,751,480","379,203,841","377,392,785","374,238,179","370,443,893","369,547,235","94,193,348","89,974,190","88,964,549","88,152,403","84,917,073","83,438,995",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"407,289,888","401,595,958","399,378,572","398,948,621","397,777,882","394,374,227","392,359,380","379,470,903","386,751,480","379,203,841","377,392,785","374,238,179","370,443,893","369,547,235","94,193,348","89,974,190","88,964,549","94,736,703","84,917,073","83,438,995",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),2.391%,1.831%,1.789%,5.133%,2.851%,4.001%,3.966%,1.398%,4.402%,2.613%,300.658%,315.939%,316.395%,290.078%,10.924%,7.832%,19.373%,44.892%,1126.146%,1200.983%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.008,-0.001,-0.001,-0.002,0.000,-0.017,-0.001,-0.014,-0.002,0.042,-0.013,-0.005,-0.004,-0.009,-0.030,-0.038,-0.022,0.007,-0.055,-0.042,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.010,-0.001,-0.001,-0.002,0.000,-0.017,-0.001,-0.014,-0.002,0.042,-0.013,-0.005,-0.004,-0.010,-0.030,-0.038,-0.022,0.006,-0.055,-0.042,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-143,198","-261,773","-231,416","-372,617","-248,850","-448,563","-251,017","-80,680","-206,083","-203,131","-962,668","-1,067,863","-900,685","-1,214,417","-1,251,500","-1,487,684","-1,583,257","227,467","31,473","-944,395",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.000,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.000,-0.001,-0.001,-0.003,-0.003,-0.002,-0.003,-0.013,-0.017,-0.018,0.002,0.000,-0.011,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,-,100.000%,-,-,-,-,-,-,-,-,-,-,-,-,100.000%,100.000%,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-,-,-,20.683%,-,-,-,-,-,-,-,-,-,-,-,-,0.989%,-777.060%,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-,-,-,164.727%,-,-,-,-,-,-,-,-,-,-,-,-,41.578%,-1366.532%,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-,-,-,-355.500%,-,-,-,-,-,-,-,-,-,-,-,-,16.248%,9.234%,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,-,-,-,"-110,253","17,688","-235,548","-260,906","-414,613","-595,439","-256,315","-4,331,365","-1,499,448","-1,793,586","-3,748,834","-2,022,502","-3,240,866","-1,525,243","104,871","-2,557,617","-1,220,963",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,25.268%,-,-,-,-,-,-,-,-,-,-,-,-,7.491%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,-,-,-,"3,210","3,210","3,210","3,210",-,-,-,"12,841","15,380","15,376","15,378","15,379","91,121","91,030","91,031","91,030","22,133",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-80,757","-96,582","-167,222","-113,463","14,478","-238,758","-264,116","-414,613","-595,439","-256,315","-4,344,206","-1,514,828","-1,808,962","-3,764,212","-2,037,881","-3,331,987","-1,616,273","13,840","-2,648,647","-1,243,096",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,20.683%,-,-,-,-,-,-,-,-,-,-,-,-,0.988%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,-,-,-,"70,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
