Fiscal Quarter,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,Q1 2019,Q4 2018,Q3 2018,+20 Quarters,Currency,Fiscal_Year_period
Interest & Investment Income,"195,000","212,000","271,000",-,"244,000","154,000","165,000","197,000","163,000","35,000","20,000","46,000","150,000","346,000","468,000","570,000","637,000","494,000","122,000","9,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),-,-,"12,800,000","-6,400,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"47,000","165,000","-5,034,000","-1,400,000","-7,063,000","573,000","-861,000","16,000","187,000","-100,000",-,-,-,-,"700,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"9,098,000","10,634,000","14,423,000","2,215,000","12,332,000","60,190,000","4,808,000","-10,360,000","10,748,000","-4,260,000","6,900,000","14,974,000","3,973,000","5,992,000","3,358,000","-2,542,000","9,205,000","11,977,000","15,666,000","17,759,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,"8,000,000","-1,700,000","-9,800,000",-,-,-,-,-,-,-,-,-,-,-,-,-,"-432,000","-91,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"200,000","-403,000","-2,219,000","22,000","-700,000","-2,530,000","-3,584,000","-2,300,000","-5,200,000","5,600,000","1,987,000","-6,049,000","2,300,000","-6,500,000",-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,-,-,-,-,-,-,-,-,-,"-900,000",-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,"-6,900,000","-4,200,000","-7,700,000",-,-,-,-,-,"2,500,000",-,-,"-2,500,000",-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"9,298,000","10,231,000","13,304,000","-3,663,000","-5,868,000","57,660,000","1,224,000","-12,660,000","5,548,000","1,340,000","11,387,000","8,925,000","5,373,000","-3,008,000","3,358,000","-2,542,000","9,205,000","11,977,000","15,234,000","17,668,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"4,134,000","4,481,000","5,139,000","3,468,000","3,582,000","13,602,000","7,420,000","-7,038,000","1,936,000","1,761,000","3,330,000","1,866,000","5,629,000","-137,000","2,353,000","-152,000","2,480,000","3,004,000","2,644,000","3,628,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"5,164,000","5,750,000","8,165,000","-7,131,000","-9,450,000","44,058,000","-6,196,000","-5,622,000","3,612,000","-421,000","8,057,000","7,059,000","-256,000","-2,871,000","1,005,000","-2,390,000","6,725,000","8,973,000","12,590,000","14,040,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"5,164,000","5,750,000","8,165,000","-7,131,000","-9,450,000","44,058,000","-6,196,000","-5,622,000","3,612,000","-421,000","8,057,000","7,059,000","-256,000","-2,871,000","1,005,000","-2,390,000","6,725,000","8,973,000","12,590,000","14,040,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-,-86.949%,-,-,-,-,-,-,-,-,701.692%,-,-,-,-92.017%,-,152.915%,243.005%,38.580%,-9.014%,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"13,090,852","13,059,153","13,015,976","13,166,931","12,836,116","12,710,646","12,896,471","13,077,298","13,108,998","13,069,373","13,066,189","13,531,372","13,664,951","13,667,606","13,646,043","13,668,091","13,782,720","13,925,227","14,367,077","15,011,159",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"13,154,599","13,153,271","13,124,218","13,166,931","12,836,116","12,906,811","12,896,471","13,077,298","13,262,164","13,069,373","13,331,149","13,786,803","13,664,951","13,667,606","14,121,179","13,668,091","14,156,627","14,418,211","14,685,525","15,483,037",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),2.481%,1.910%,1.766%,0.685%,-3.213%,-1.244%,-3.261%,-5.146%,-2.948%,-4.377%,-5.595%,0.869%,-3.473%,-5.206%,-3.843%,-11.722%,-8.353%,-6.849%,-5.652%,-1.785%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),0.394,0.440,0.627,-0.542,-0.736,3.466,-0.480,-0.430,0.276,-0.032,0.617,0.522,-0.019,-0.210,0.074,-0.175,0.488,0.644,0.876,0.935,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),0.390,0.440,0.620,-0.542,-0.740,3.410,-0.480,-0.430,0.270,-0.032,0.606,0.510,-0.020,-0.210,0.069,-0.175,0.480,0.620,0.857,0.910,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-,-87.097%,-,-,-,-,-,-,-,-,772.630%,-,-,-,-91.887%,-,182.353%,264.706%,46.518%,-7.143%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-132,000","-33,570,000","37,547,000","-13,237,000","42,992,000","-16,779,000","8,032,000","1,062,000","8,708,000","10,094,000","19,590,000","5,426,000","21,048,000","2,686,000","-3,331,000","10,310,000","22,226,000","26,004,000","38,027,000","3,655,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.010,-2.552,2.861,-1.005,3.349,-1.300,0.623,0.081,0.657,0.772,1.469,0.394,1.540,0.197,-0.236,0.754,1.570,1.804,2.589,0.236,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,73.922%,73.908%,67.271%,64.111%,68.080%,76.047%,70.914%,79.276%,77.647%,73.684%,74.876%,75.993%,70.826%,83.044%,75.981%,63.735%,62.463%,73.687%,66.894%,74.695%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,15.939%,17.756%,13.783%,16.938%,26.577%,51.633%,13.939%,-25.536%,22.484%,-9.147%,14.611%,30.878%,10.990%,14.200%,6.003%,-6.037%,16.283%,24.443%,28.833%,36.023%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,7.988%,8.672%,13.452%,-10.821%,-12.747%,38.022%,-14.641%,-14.107%,7.506%,-1.021%,16.141%,14.138%,-0.610%,-6.239%,2.083%,-5.808%,11.860%,18.024%,22.460%,27.349%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-0.204%,-50.630%,61.858%,-20.086%,57.991%,-14.480%,18.979%,2.665%,18.095%,24.471%,39.246%,10.868%,50.188%,5.837%,-6.902%,25.057%,39.198%,52.233%,67.840%,7.120%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"15,884,000","17,333,000","13,996,000","15,014,000","21,337,000","60,737,000","6,966,000","-9,274,000","11,714,000","-2,877,000","8,176,000","16,279,000","5,485,000","7,452,000","3,774,000","-1,612,000","10,104,000","13,041,000","16,998,000","19,328,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,24.571%,26.141%,23.058%,22.783%,28.781%,52.416%,16.460%,-23.270%,24.341%,-6.975%,16.380%,32.605%,13.079%,16.193%,7.820%,-3.918%,17.819%,26.195%,30.324%,37.649%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"5,580,000","5,560,000","5,630,000","3,852,000","1,634,000","908,000","1,067,000","903,000","894,000","896,000","883,000","862,000","876,000","917,000","877,000","872,000","871,000","872,000","836,000","835,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"10,304,000","11,773,000","8,366,000","11,162,000","19,703,000","59,829,000","5,899,000","-10,177,000","10,820,000","-3,773,000","7,293,000","15,417,000","4,609,000","6,535,000","2,897,000","-2,484,000","9,233,000","12,169,000","16,162,000","18,493,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,15.939%,17.756%,13.783%,16.938%,26.577%,51.633%,13.939%,-25.536%,22.483%,-9.147%,14.611%,30.878%,10.990%,14.200%,6.003%,-6.037%,16.283%,24.443%,28.833%,36.023%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,44.461%,43.798%,38.627%,-,-,23.590%,606.209%,-,34.895%,131.418%,29.244%,20.907%,104.764%,-,70.071%,-,26.942%,25.081%,17.356%,20.534%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"64,646,000","66,305,000","60,699,000","65,901,000","74,136,000","115,874,000","42,320,000","39,853,000","48,124,000","41,249,000","49,916,000","49,928,000","41,938,000","46,020,000","48,258,000","41,147,000","56,702,000","49,785,000","56,054,000","51,337,000",Upgrade,Financials in USD,Fiscal year is January - December
