Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+7 Quarters,Currency,Fiscal_Year_period
Interest & Investment Income,"128,000","247,000","104,000","48,000","33,000","8,000","2,000",-,"191,000","23,000","15,000",-,"60,000","87,000","97,000","47,000","69,000","38,000","77,000","161,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),-,"606,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"2,911,000","5,556,000","-3,982,000","4,118,000","-6,092,000","900,000","8,739,000","28,533,000","6,061,000","42,800,000","13,606,000","38,592,000","55,227,000","21,169,000","-9,261,000","-136,157,000","-36,439,000","-3,748,000","2,583,000","-3,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-6,291,000","5,495,000","-9,407,000","-3,152,000","-12,611,000","-5,490,000","-2,292,000","1,158,000","-19,898,000","19,776,000","-14,706,000","9,788,000","45,962,000","10,432,000","-19,028,000","-140,333,000","-42,754,000","-10,699,000","-7,301,000","-9,904,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,-,-,-,-,"-1,204,000",-,-,-,"-350,000",-,"-870,000","-238,000","-78,000","-88,000","-159,000","-485,000","-4,153,000",Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,-,"-7,329,000",-,-,-,"-39,643,000",-,-,-,"-1,783,000",-,-,-,"-170,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,"-777,000",-,-,-,"-523,000",-,-,-,"-6,000","31,000","43,000","1,149,000","2,616,000","1,654,000","2,332,000","-8,210,000","2,099,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,"1,896,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,"-1,245,000",-,-,-,"-82,402,000","-37,600,000",-,-,"-4,561,000",-,-,-,"594,000",-,-,"-788,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Legal Settlements,-,-,"400,000","-400,000",-,-,-,"24,000",-,-,-,"11,736,000","22,000","-601,000","-807,000","-199,000","-2,018,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-760,000",-,"399,000",-,-,-,-,"-18,858,000",-,-,-,-,-,-,"-3,815,000","-12,906,000","15,056,000","235,000","2,234,000","-1,051,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-7,051,000","7,391,000","-8,608,000","-12,903,000","-12,611,000","-5,490,000","-2,292,000","-141,448,000","-57,498,000","19,776,000","-14,706,000","14,824,000","46,015,000","9,004,000","-22,739,000","-150,476,000","-28,150,000","-8,291,000","-14,550,000","-13,009,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"8,965,000","9,329,000","9,747,000","5,101,000","8,011,000","8,546,000","10,148,000","-1,511,000","-2,802,000","7,710,000","5,051,000","8,613,000","6,333,000","6,368,000","8,312,000","6,187,000","1,849,000","1,017,000","1,348,000","4,120,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-16,016,000","-1,938,000","-18,355,000","-18,004,000","-20,622,000","-14,036,000","-12,440,000","-139,937,000","-54,696,000","12,066,000","-19,757,000","6,211,000","39,682,000","2,636,000","-31,051,000","-156,663,000","-29,999,000","-9,308,000","-15,898,000","-17,129,000",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,-,-,-,-,-,-,-,-,-,-,-,"2,345,000","62,000","190,000","175,000","626,000","573,000","429,000","281,000","89,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-16,016,000","-1,938,000","-18,355,000","-18,004,000","-20,622,000","-14,036,000","-12,440,000","-139,937,000","-54,696,000","12,066,000","-19,757,000","8,556,000","39,744,000","2,826,000","-30,876,000","-156,037,000","-29,426,000","-8,879,000","-15,617,000","-17,040,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,"532,000","-455,000",-,-,"-120,000","422,000","105,000",-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-16,016,000","-1,938,000","-18,355,000","-18,004,000","-20,622,000","-14,036,000","-12,440,000","-140,469,000","-54,241,000","12,066,000","-19,757,000","8,676,000","39,322,000","2,721,000","-30,876,000","-156,037,000","-29,426,000","-8,879,000","-15,617,000","-17,040,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-,-,-,-,-,-,-,-,-,326.964%,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"195,165,913","195,138,473","195,131,642","195,129,737","195,128,096","194,756,391","194,050,835","196,220,220","192,880,468","190,870,572","183,226,027","183,596,959","168,801,193","163,512,333","157,176,375","119,060,595","93,572,969","92,264,221","93,317,981","96,069,351",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"195,165,913","195,138,473","195,131,642","195,129,737","195,128,096","194,756,391","194,050,835","203,346,826","203,169,931","205,697,153","207,838,906","211,080,169","199,281,152","196,541,225","157,176,375","119,060,595","93,572,969","92,264,221","93,317,981","96,069,351",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),0.019%,0.196%,0.557%,-4.041%,-3.958%,-5.319%,-6.634%,-3.664%,1.951%,4.659%,32.233%,77.288%,112.969%,113.020%,68.431%,23.932%,-14.964%,31.956%,88.801%,52.022%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.082,-0.010,-0.094,-0.092,-0.106,-0.072,-0.064,-0.716,-0.281,0.063,-0.108,0.047,0.233,0.017,-0.196,-1.311,-0.314,-0.096,-0.167,-0.177,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.082,-0.010,-0.094,-0.092,-0.106,-0.072,-0.064,-0.831,-0.298,-0.149,-0.164,-0.141,-0.079,-0.093,-0.200,-1.311,-0.314,-0.100,-0.170,-0.177,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"1,604,000","4,861,000","5,416,000","2,151,000","217,000","-8,315,000","-8,114,000","-2,868,000","-8,801,000","-35,764,000","-30,864,000","-10,535,000","-24,445,000","-42,933,000","-11,687,000","-6,672,000","-1,978,000","-8,141,000","-8,635,000","-1,891,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.008,0.025,0.028,0.011,0.001,-0.043,-0.042,-0.014,-0.043,-0.174,-0.148,-0.050,-0.123,-0.218,-0.074,-0.056,-0.021,-0.088,-0.093,-0.020,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,45.445%,50.416%,49.390%,40.164%,43.615%,45.998%,42.851%,28.580%,38.098%,36.654%,30.881%,29.914%,43.208%,45.279%,44.969%,59.413%,49.171%,50.040%,48.176%,30.825%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,0.292%,13.010%,6.292%,3.012%,4.323%,5.119%,-3.594%,-20.773%,-17.644%,-16.599%,-29.401%,-29.350%,-3.377%,-8.104%,-7.035%,5.363%,1.634%,-23.801%,-81.188%,-150.878%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-25.995%,-3.000%,-28.040%,-26.566%,-31.543%,-21.131%,-17.804%,-182.850%,-74.489%,16.584%,-31.924%,13.167%,72.844%,5.699%,-74.088%,-483.176%,-118.115%,-59.463%,-180.899%,-282.400%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,2.603%,7.525%,8.274%,3.174%,0.332%,-12.518%,-11.612%,-3.733%,-12.086%,-49.155%,-49.871%,-15.988%,-45.284%,-89.923%,-28.043%,-20.660%,-7.940%,-54.520%,-100.023%,-31.339%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"7,948,000","15,781,000","10,955,000","8,849,000","8,642,000","10,029,000","4,824,000","-5,129,000","-4,788,000","-7,722,000","-14,948,000","-16,213,000","405,000","-2,391,000","-1,353,000","1,829,000","1,658,000","-2,465,000","-5,959,000","-8,569,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,12.900%,24.431%,16.736%,13.057%,13.219%,15.098%,6.904%,-6.676%,-6.575%,-10.613%,-24.153%,-24.605%,0.750%,-5.008%,-3.247%,5.663%,6.655%,-16.508%,-69.026%,-142.012%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"7,768,000","7,377,000","6,836,000","6,808,000","5,816,000","6,629,000","7,335,000","10,829,000","8,060,000","4,355,000","3,248,000","3,126,000","2,228,000","1,478,000","1,579,000","97,000","1,251,000","1,089,000","1,050,000","535,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"180,000","8,404,000","4,119,000","2,041,000","2,826,000","3,400,000","-2,511,000","-15,958,000","-12,848,000","-12,077,000","-18,196,000","-19,339,000","-1,823,000","-3,869,000","-2,932,000","1,732,000","407,000","-3,554,000","-7,009,000","-9,104,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,0.292%,13.010%,6.292%,3.012%,4.323%,5.119%,-3.594%,-20.773%,-17.644%,-16.599%,-29.401%,-29.349%,-3.377%,-8.104%,-7.035%,5.363%,1.634%,-23.801%,-81.188%,-150.878%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,126.221%,-,-,-,-,-,-,-,38.987%,-,58.102%,13.763%,70.724%,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
