Fiscal Quarter,Q3 2022,Q2 2022,Q1 2022,Q3 2021,Q2 2021,Q1 2021,Q3 2017,Q2 2017,Q1 2017,Q4 2016,Q3 2016,Q2 2016,Q1 2016,Q4 2015,Q3 2015,Q2 2015,Q1 2015,Q4 2014,Q3 2014,Q2 2014,+20 Quarters,Currency,Fiscal_Year_period
Shares Outstanding (Diluted),"13,848,630","13,848,630","13,848,630","13,848,630","13,848,630","11,627,949","4,148,101","3,718,155","3,341,930","3,330,111","2,876,993","2,587,301","2,503,370","2,253,446","2,132,753","1,935,471","1,561,916","1,258,562","569,369","470,771",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),-,19.098%,233.855%,272.460%,314.390%,249.176%,44.182%,43.708%,33.497%,47.779%,34.896%,33.678%,60.276%,79.049%,274.582%,311.128%,180.048%,241.282%,69.509%,77.388%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.001,-0.010,-0.016,-0.011,-0.013,-0.001,0.005,0.013,-0.009,-0.037,-0.056,-0.034,-0.012,-0.021,-0.023,-0.026,-0.077,-0.331,-0.183,-0.218,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.001,-0.010,-0.016,-0.011,-0.013,-0.001,0.005,0.013,-0.009,-0.037,-0.056,-0.034,-0.012,-0.021,-0.023,-0.026,-0.077,-0.331,-0.183,-0.218,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-235,730","-46,545","-86,216","-25,159",-440,"-65,195","-1,677",-695,"-11,534","-3,347","61,866","-49,173","-48,609","-9,239","-79,903","42,512","-69,146","-35,520","-42,563","-56,558",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.017,-0.003,-0.006,-0.002,-0.000,-0.006,-0.000,-0.000,-0.003,-0.001,0.022,-0.019,-0.019,-0.004,-0.037,0.022,-0.044,-0.028,-0.075,-0.120,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,45.142%,32.410%,57.571%,26.404%,39.909%,43.465%,96.678%,99.201%,3.130%,2.541%,-124.360%,7.216%,50.000%,3.354%,5.109%,38.406%,100.000%,-,5.911%,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,2.375%,-30.445%,-89.353%,-56.074%,-53.647%,4.980%,19.489%,47.221%,-187.367%,-163.581%,-2632.986%,2.039%,-10229.167%,-909.329%,-1662.628%,-7676.812%,-258872.000%,-,-2847.556%,-18142.081%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-5.000%,-37.347%,-101.104%,-66.769%,-63.576%,-4.904%,78.918%,144.681%,-191.973%,-816.853%,-7621.754%,-29.536%,-24385.833%,-2853.537%,-2396.740%,-9061.232%,-479984.000%,-,-4638.978%,-23198.190%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-69.194%,-12.786%,-40.323%,-10.709%,-0.153%,-27.455%,-7.051%,-2.041%,-76.329%,-22.034%,2932.038%,-16.623%,-40507.500%,-563.354%,-3888.224%,7701.449%,-276584.000%,-,-1891.689%,-12795.928%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,-,-,-,"-131,720","-154,006","11,840","4,650","16,092","-28,298","-24,833",-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-56.068%,-53.641%,4.986%,19.552%,47.265%,-187.268%,-163.482%,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,-,-,-,15,15,15,15,15,15,15,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"8,092","-110,828","-191,049","-131,735","-154,021","11,825","4,635","16,077","-28,313","-24,848","-55,556","6,032","-12,275","-14,913","-34,167","-42,376","-64,718","-361,025","-64,070","-80,188",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,2.375%,-30.445%,-89.353%,-56.074%,-53.647%,4.980%,19.489%,47.221%,-187.367%,-163.581%,-,2.039%,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,-,"149,447",-,-,"12,529",136,698,"4,602",-,"31,715",863,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
