Fiscal Year,TTM,FY 2022,FY 2021,FY 2020,FY 2019,FY 2018,2017 - 2016,Currency,Fiscal_Year_period
Gain (Loss) on Sale of Assets,-,-,"5,636,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-27,210,000","-13,310,000","-7,880,000","-28,910,000","-283,747,000","-17,903,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-10,132,000","57,000","-1,482,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-68,543,000","-51,712,000","-82,534,000","-94,795,000","-298,022,000","-118,664,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-277,000","-20,000","315,000","-5,782,000","-27,121,000","-8,983,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-68,266,000","-51,692,000","-82,849,000","-89,013,000","-270,901,000","-109,681,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,-,-,"17,929,000","9,424,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-68,266,000","-51,692,000","-64,920,000","-79,589,000","-270,901,000","-109,681,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-68,266,000","-51,692,000","-64,920,000","-79,589,000","-270,901,000","-109,681,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"97,702,496","89,797,357","67,354,336","60,652,999","52,367,444","45,276,278",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"97,702,496","89,797,357","67,354,336","60,652,999","52,367,444","45,276,278",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),25.645%,33.321%,11.049%,15.822%,15.662%,5.648%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.699,-0.576,-0.964,-1.312,-5.173,-2.422,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.699,-0.576,-0.964,-1.312,-5.173,-2.422,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-47,485,000","-38,562,000","-56,514,000","14,670,000","29,604,000","33,414,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.486,-0.429,-0.839,0.242,0.565,0.738,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,82.313%,86.613%,82.184%,88.138%,53.493%,46.878%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-107.728%,-80.409%,-430.318%,-222.398%,1.272%,2.155%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-184.908%,-103.964%,-370.950%,-286.683%,-112.861%,-41.593%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-128.619%,-77.557%,-322.919%,52.842%,12.333%,12.671%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-39,390,000","-39,605,000","-67,135,000","-40,716,000","54,099,000","77,360,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-106.693%,-79.654%,-,-146.661%,22.538%,29.336%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"382,000","375,000","8,175,000","21,026,000","51,047,000","71,677,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-39,772,000","-39,980,000","-75,310,000","-61,742,000","3,052,000","5,683,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-107.728%,-80.409%,-,-222.398%,1.272%,2.155%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"36,919,000","49,721,000","17,501,000","27,762,000","240,031,000","263,701,000",Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,"15,900,000","14,900,000","6,800,000","8,500,000","6,200,000",Upgrade,Financials in USD,Fiscal year is January - December
