Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Interest Expense,"-1,033,000","-639,000","-802,000","-427,000","-611,000","-597,000","-532,000","-871,000","-589,000","-239,000","-125,000","-165,000","-254,000","-271,000","-253,000","-266,000","-249,000","-337,000","-329,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Equity Investments,-,-,-,"-182,000","-553,000","3,000","-2,000","-319,000","-274,000","-368,000","-547,000","-239,000","-18,000",-,"-15,000","106,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"300,000","-196,000","-49,000","-152,000","69,000","-94,000","-148,000","598,000","-512,000","-149,000","-82,000","-89,000","-291,000","-138,000","-56,000","64,000","-59,000","-108,000","-57,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-107,000","-4,276,000","-1,000","2,686,000","-1,000","-1,000","1,000","171,000","-1,000","7,000","-6,000","2,393,000","3,000","6,000","101,000","49,000","70,000","108,000","57,000",-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-8,461,000","-9,179,000","-9,782,000","-3,377,000","-3,331,000","-25,759,000","-20,277,000","13,000","-1,383,000","-5,481,000","-3,996,000","-4,975,000","-8,219,000","-2,725,000","-167,000","-52,299,000","-9,584,000","-27,109,000","-7,062,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-682,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,"-699,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,"-66,000",-,-,"-5,343,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-692,000",-,-,-,-,-,-,"-1,061,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-81,000","-182,000","-141,000","-2,688,000",-,-,"-2,971,000","-52,000",-,-,-,-,"-1,865,000",-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-9,234,000","-9,361,000","-9,989,000","-6,764,000","-3,331,000","-31,102,000","-23,248,000","-1,100,000","-1,383,000","-5,481,000","-3,996,000","-4,975,000","-10,084,000","-2,725,000","-167,000","-52,981,000","-9,584,000","-27,109,000","-7,062,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"32,000","5,000","16,000","-141,000","394,000","91,000","129,000","172,000","25,000","11,000","1,000","43,000","67,000",-,"-2,000","-1,556,000","-18,000","12,000","-47,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-9,266,000","-9,366,000","-10,005,000","-6,623,000","-3,725,000","-31,193,000","-23,377,000","-1,272,000","-1,408,000","-5,492,000","-3,997,000","-5,018,000","-10,151,000","-2,725,000","-165,000","-51,425,000","-9,566,000","-27,121,000","-7,015,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"5,388,000","7,132,000","6,721,000","76,957,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Company,"-9,266,000","-9,366,000","-10,005,000","-6,623,000","-3,725,000","-31,193,000","-23,377,000","-1,272,000","-1,408,000","-5,492,000","-3,997,000","-5,018,000","-10,151,000","-2,725,000","-165,000","-46,037,000","-2,434,000","-20,400,000","69,942,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,"146,000","462,000","240,000",-,-,"5,650,000","3,907,000","-2,825,000","52,000","65,000","-12,000","2,000","-8,000","66,000","-54,000","-1,000","7,000","-6,000","39,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-9,120,000","-8,904,000","-9,765,000","-6,623,000","-3,725,000","-25,543,000","-19,470,000","-4,097,000","-1,356,000","-5,427,000","-4,009,000","-5,016,000","-10,159,000","-2,659,000","-219,000","-46,038,000","-2,427,000","-20,406,000","69,981,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,-,-,"-3,671,000","3,671,000",-,-,-,-,-,-,-,-,-,-,-,"-5,160,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-9,120,000","-8,904,000","-9,765,000","-6,623,000","-3,725,000","-21,872,000","-23,141,000","-4,097,000","-1,356,000","-5,427,000","-4,009,000","-5,016,000","-10,159,000","-2,659,000","-219,000","-46,038,000","-2,427,000","-20,406,000","75,141,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"4,715,229","3,886,073","3,317,666","2,998,914","3,002,259","2,860,360","2,648,886","2,555,069","2,540,391","2,482,076","2,460,095","2,425,977","2,427,528","2,436,575","2,419,295","2,387,283","2,209,447","2,151,525","1,778,083",-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"4,715,229","3,886,073","3,317,666","2,998,914","3,002,259","2,860,360","2,648,886","2,555,069","2,540,391","2,482,076","2,460,095","2,425,977","2,427,528","2,436,575","2,419,295","2,387,283","2,209,447","2,151,525","1,778,083",-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),57.056%,35.860%,25.248%,17.371%,18.181%,15.241%,7.674%,5.321%,4.649%,1.867%,1.686%,1.621%,9.870%,13.249%,36.062%,-,37.845%,34.458%,14.188%,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.934,-2.291,-2.943,-2.208,-1.241,-7.647,-8.736,-1.603,-0.534,-2.186,-1.630,-2.068,-4.185,-1.091,-0.091,-19.285,-1.098,-9.484,42.260,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.934,-2.291,-2.943,-2.208,-1.241,-7.647,-8.736,-1.629,-0.534,-2.186,-1.630,-2.068,-4.185,-1.091,-0.091,-19.285,-1.098,-9.484,42.260,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-4,688,000","-5,908,000","-4,645,000","-502,000","-1,481,000","-6,425,000","-8,525,000","-16,206,000","-7,576,000","-9,864,000","-3,694,000","-6,970,000","-10,173,000","-12,512,000","-5,077,000","-45,460,000","-10,303,000","-9,416,000","-14,392,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.994,-1.520,-1.400,-0.167,-0.493,-2.246,-3.218,-6.343,-2.982,-3.974,-1.502,-2.873,-4.191,-5.135,-2.099,-19.043,-4.663,-4.376,-8.094,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-68.588%,-118.699%,-248.936%,1.818%,-26.364%,-,-,82.582%,87.694%,85.238%,90.100%,100.000%,100.000%,100.000%,91.799%,100.000%,100.000%,100.000%,100.000%,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-2196.254%,-1653.659%,-6333.333%,-3213.333%,-2031.818%,-22185.841%,-13800.000%,3.186%,-0.088%,-65.713%,-44.870%,-99.753%,-88.278%,-22.020%,0.596%,-2275.784%,-540.544%,-1530.703%,-358.520%,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-2628.242%,-3619.512%,-6925.532%,-4013.939%,-3386.364%,-19355.752%,-16296.479%,-30.072%,-16.975%,-75.365%,-55.588%,-72.780%,-117.093%,-25.216%,-2.333%,-2005.139%,-140.370%,-1166.724%,4001.118%,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-1351.009%,-2401.626%,-3294.326%,-304.242%,-1346.364%,-5685.841%,-6003.521%,-118.952%,-94.842%,-136.981%,-51.220%,-101.132%,-117.254%,-118.653%,-54.074%,-1979.965%,-595.894%,-538.365%,-766.347%,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-7,083,000","-3,362,000","-8,549,000","-5,108,000","-2,044,000","-24,473,000","-19,018,000","949,000","481,000","-4,231,000","-2,762,000","-6,569,250","-7,193,000","-1,857,000","509,000","-52,116,500","-9,081,000","-26,527,000","-6,239,000",-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-,-,-,6.966%,6.021%,-58.756%,-38.297%,-95.317%,-82.907%,-17.610%,5.421%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"538,000","706,000","381,000","194,000","191,000","597,000","578,000","515,000","488,000","501,000","474,000","305,750","466,000","465,000","453,000","135,500","265,000","245,000","494,000","963,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-7,621,000","-4,068,000","-8,930,000","-5,302,000","-2,235,000","-25,070,000","-19,596,000","434,000","-7,000","-4,732,000","-3,236,000","-6,875,000","-7,659,000","-2,322,000","56,000","-52,252,000","-9,346,000","-26,772,000","-6,733,000",-,Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-,-,-,3.186%,-0.088%,-65.713%,-44.870%,-99.753%,-88.278%,-22.020%,0.596%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,-,-,"165,000",-,-,-,"13,624,000","7,988,000","7,201,000","7,212,000","6,892,000","8,676,000","10,545,000","9,389,000","2,296,000","1,729,000","1,749,000","1,878,000",-,Upgrade,Financials in USD,Fiscal year is January - December
