Fiscal Quarter,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,Q1 2019,Q4 2018,Q3 2018,Q2 2018,Q1 2018,Q4 2017,Q3 2017,Q2 2017,Q1 2017,+20 Quarters,Currency,Fiscal_Year_period
EPS (Basic),0.000,-0.003,-0.009,-0.008,-0.008,-0.021,0.010,-0.018,0.005,0.006,-0.153,-0.037,0.000,-0.052,-0.060,-0.071,-0.083,-0.132,-0.180,0.034,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),0.000,-0.003,-0.010,-0.010,-0.010,-0.021,0.010,-0.020,0.005,0.006,-0.153,-0.040,-0.000,-0.052,-0.060,-0.071,-0.091,-0.132,-0.180,0.030,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-426,000","191,000","-194,000","-313,000","-80,000","-545,000","-441,000","347,000","522,000","600,000","-1,341,000","-399,000","-1,223,000","-751,000","-969,000","-965,000","-1,622,000","-2,099,000","-2,087,000","1,298,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.006,0.003,-0.005,-0.010,-0.002,-0.017,-0.014,0.011,0.016,0.019,-0.061,-0.019,-0.057,-0.035,-0.046,-0.046,-0.077,-0.126,-0.174,0.107,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-42.593%,36.378%,37.112%,40.111%,-26.585%,67.061%,64.528%,61.885%,64.879%,-,-,-31.746%,-,-,-228.283%,-,-,-,69.120%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-658.333%,-196.667%,-48.940%,-22.671%,-18.245%,-137.805%,31.162%,16.957%,22.049%,23.489%,-1352.174%,-1019.403%,-403.175%,-1395.890%,-1640.789%,-704.545%,-2370.270%,-2484.337%,-2164.130%,21.421%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,80.556%,-97.037%,-63.132%,-40.217%,-33.844%,-165.366%,22.798%,-54.537%,12.705%,15.106%,-7263.043%,-1176.119%,12.698%,-1500.000%,-1659.211%,-754.545%,-2348.649%,-2650.602%,-2335.870%,14.906%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-1183.333%,70.741%,-31.648%,-48.602%,-11.142%,-132.927%,-32.642%,31.806%,42.787%,45.317%,-2915.217%,-595.522%,-1941.270%,-1028.767%,-1275.000%,-487.374%,-2191.892%,-2528.916%,-2268.478%,47.773%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-219,000","-512,000","-282,000","-128,000","-112,000","-545,000","441,000","251,000","336,000","380,000","-553,000","-615,000","-185,000","-949,000","-1,178,000","-1,323,000","-1,683,000","-1,989,000","-1,918,000","659,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-189.630%,-46.003%,-19.876%,-15.599%,-132.927%,32.642%,23.006%,27.541%,28.701%,-,-,-293.651%,-,-,-,-,-,-,24.255%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"18,000","19,000","18,000","18,000","19,000","20,000","20,000","66,000","67,000","69,000","69,000","68,000","69,000","70,000","69,000","72,000","71,000","73,000","73,000","77,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-237,000","-531,000","-300,000","-146,000","-131,000","-565,000","421,000","185,000","269,000","311,000","-622,000","-683,000","-254,000","-1,019,000","-1,247,000","-1,395,000","-1,754,000","-2,062,000","-1,991,000","582,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-196.667%,-48.940%,-22.671%,-18.245%,-137.805%,31.162%,16.957%,22.049%,23.489%,-,-,-,-,-,-,-,-,-,21.421%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"36,000","270,000","613,000","644,000","718,000","410,000","1,351,000","1,091,000","1,220,000","1,324,000","46,000","67,000","63,000","73,000",-,-,"74,000","83,000","92,000","2,717,000",Upgrade,Financials in USD,Fiscal year is January - December
