Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+20 Quarters,Currency,Fiscal_Year_period
Pretax Income,"826,717","1,076,254","244,827","225,443","444,581","-35,596","-235,509","98,464","-73,678","-154,682","-30,681","-115,048","3,341,399","-22,410","-216,894","-110,793","-167,988","-3,887,498","-262,370","-180,896",Upgrade,Financials in USD,Fiscal year is April - March
Income Tax Expense,"28,349",-,"13,003",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is April - March
Net Income,"798,368","1,076,254","231,824","225,443","444,581","-35,596","-235,509","98,464","-73,678","-154,682","-30,681","-115,048","3,341,399","-22,410","-216,894","-110,793","-167,988","-3,887,498","-262,370","-180,896",Upgrade,Financials in USD,Fiscal year is April - March
Net Income to Common,"798,368","1,076,254","231,824","225,443","444,581","-35,596","-235,509","98,464","-73,678","-154,682","-30,681","-115,048","3,341,399","-22,410","-216,894","-110,793","-167,988","-3,887,498","-262,370","-180,896",Upgrade,Financials in USD,Fiscal year is April - March
Net Income Growth,79.578%,-,-,128.960%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is April - March
Shares Outstanding (Basic),"306,047,031","309,941,192","309,981,819","314,850,730","314,881,821","314,939,647","282,611,083","257,964,406","59,051,966","53,851,966","53,851,966","53,351,966","52,851,966","53,183,056","50,883,056","45,650,391","42,150,391","39,786,879","37,813,092","53,571,264",Upgrade,Financials in USD,Fiscal year is April - March
Shares Outstanding (Diluted),"306,047,031","309,941,192","309,981,819","314,850,730","314,881,821","314,939,647","282,611,083","257,964,406","59,051,966","53,851,966","53,851,966","53,351,966","52,851,966","53,183,056","50,883,056","45,650,391","42,150,391","39,786,879","37,813,092","53,571,264",Upgrade,Financials in USD,Fiscal year is April - March
Shares Change (YoY),-2.806%,-1.587%,9.685%,22.052%,433.228%,484.825%,424.793%,383.514%,11.731%,1.258%,5.835%,16.871%,25.389%,33.670%,34.565%,-14.786%,-20.849%,-23.967%,-27.569%,4.553%,Upgrade,Financials in USD,Fiscal year is April - March
EPS (Basic),0.003,0.003,0.001,0.001,0.001,-0.000,-0.001,0.000,-0.001,-0.003,-0.001,-0.002,0.063,-0.000,-0.004,-0.002,-0.004,-0.098,-0.007,-0.003,Upgrade,Financials in USD,Fiscal year is April - March
EPS (Diluted),0.003,0.003,0.001,0.001,0.001,-0.000,-0.001,0.000,-0.001,-0.003,-0.001,-0.002,0.063,-0.000,-0.004,-0.002,-0.004,-0.098,-0.007,-0.003,Upgrade,Financials in USD,Fiscal year is April - March
EPS Growth,84.833%,-,-,87.927%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is April - March
Free Cash Flow,"910,362","858,960","821,300","196,418","181,678","-53,768","-343,874","-293,517","-219,118","-156,619","-123,144","-24,131","15,348","-36,179","-40,860","-64,139","-49,612","-42,075","-42,192","-91,639",Upgrade,Financials in USD,Fiscal year is April - March
Free Cash Flow Per Share,0.003,0.003,0.003,0.001,0.001,-0.000,-0.001,-0.001,-0.004,-0.003,-0.002,-0.000,0.000,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.002,Upgrade,Financials in USD,Fiscal year is April - March
Gross Margin,73.561%,74.810%,68.511%,62.708%,61.290%,67.642%,44.240%,67.430%,-,-,-,38.279%,45.743%,50.000%,-29.288%,33.081%,50.601%,33.234%,33.498%,30.859%,Upgrade,Financials in USD,Fiscal year is April - March
Operating Margin,12.924%,15.800%,11.436%,6.096%,24.887%,-10.448%,-1414.105%,-1578.287%,-,-,-42542.541%,-2525.669%,-1575.967%,-134.352%,-533.088%,-340.382%,-566.807%,-143.478%,-213.705%,-182.887%,Upgrade,Financials in USD,Fiscal year is April - March
Profit Margin,9.372%,12.560%,3.854%,5.948%,23.063%,-16.185%,-511.932%,3887.248%,-,-,-16950.829%,-2878.359%,136105.866%,-299.199%,-1182.499%,-463.007%,-632.699%,-5393.310%,-427.250%,-185.635%,Upgrade,Financials in USD,Fiscal year is April - March
Free Cash Flow Margin,10.686%,10.024%,13.652%,5.182%,9.425%,-24.447%,-747.487%,-11587.722%,-,-,-68035.359%,-603.728%,625.173%,-483.031%,-222.767%,-268.039%,-186.855%,-58.373%,-68.707%,-94.040%,Upgrade,Financials in USD,Fiscal year is April - March
EBITDA,"1,114,544","1,366,570","698,301","278,996","480,641","-11,393","-650,031",-,-,-,"-76,397","-100,346","-38,085","-9,458","-97,438","-80,909","-149,881","-102,492","-129,461","-176,385",Upgrade,Financials in USD,Fiscal year is April - March
EBITDA Margin,13.083%,15.948%,11.608%,7.361%,24.933%,-5.180%,-,-,-,-,-,-,-,-126.275%,-,-,-,-142.192%,-210.818%,-181.006%,Upgrade,Financials in USD,Fiscal year is April - March
D&A For EBITDA,"13,532","12,707","10,304","47,965",897,"11,585",514,-,-,-,605,605,605,605,341,541,612,927,"1,773","1,833",Upgrade,Financials in USD,Fiscal year is April - March
EBIT,"1,101,012","1,353,863","687,997","231,031","479,744","-22,978","-650,545","-39,978","-66,713","-179,447","-77,002","-100,951","-38,690","-10,063","-97,779","-81,450","-150,493","-103,419","-131,234","-178,218",Upgrade,Financials in USD,Fiscal year is April - March
EBIT Margin,12.924%,15.800%,11.436%,6.096%,24.887%,-10.448%,-,-,-,-,-,-,-,-134.352%,-,-,-,-143.478%,-213.705%,-182.887%,Upgrade,Financials in USD,Fiscal year is April - March
Effective Tax Rate,3.429%,-,5.311%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is April - March
