Fiscal Quarter,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,Q1 2019,Q4 2018,Q3 2018,+20 Quarters,Currency,Fiscal_Year_period
Earnings From Equity Investments,-,"-368,000","-18,429,000","62,000","72,000","-131,000","151,000","164,000","-22,000","-419,000","-23,000","-566,000","-4,699,000","-556,000","-7,000","-1,431,000","-1,574,000","-897,000","-1,093,000","-900,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"157,000","-4,000","-445,000","610,000","-561,000","397,000","841,000","-300,000","-1,000","-540,000","805,000","30,000","124,000","-147,000","289,000","-521,000","-411,000","313,000","-692,000","18,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-4,341,000","-1,356,000","3,361,000","574,000","-3,400,000","7,517,000","-1,298,000","-1,703,000","-266,000","2,122,000","-857,000","-762,000","1,980,000","4,861,000","-1,000,000","-10,921,000","-10,591,000","-14,501,000","2,830,000",-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-83,619,000","-91,707,000","-97,497,000","-109,689,000","-98,084,000","-92,177,000","-108,159,000","-95,001,000","-97,784,000","-78,596,000","-69,864,000","-52,080,000","-53,737,000","-45,811,000","-52,397,000","-75,433,000","-72,152,000","-71,500,000","-50,976,000","-41,743,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"-1,777,000","-13,683,000","-40,877,000","-16,084,000","-95,492,000","68,534,000","-32,060,000","-13,483,000","-63,901,000","94,431,000",-,-,-,-,-,-,"-76,000","94,000",-,"-26,000",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-466,000","-11,900,000","-33,410,000",-,"-90,780,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Legal Settlements,-,"-1,797,000","-64,752,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-22,003,000","-24,071,000","7,608,000","34,133,000","63,829,000","-3,162,000","-37,098,000",-,"-684,000","-6,111,000",-,-,"-28,294,000","-23,645,000","-16,720,000",-,-,-,"-4,037,000","-33,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-107,865,000","-143,158,000","-228,928,000","-91,640,000","-220,527,000","-39,077,000","-177,917,000","-119,609,000","-167,340,000","2,212,000","-73,091,000","-86,964,000","-86,912,000","-69,456,000","-69,117,000","-75,433,000","-72,228,000","-146,707,000","-56,839,000","-51,280,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"671,000","11,468,000","-1,814,000","-1,015,000","-1,050,000","1,463,000","-33,055,000","386,000","-641,000","-206,000","36,000","145,000","-1,919,000","-276,000","309,000","-221,000","-383,000","-178,000","-3,122,000","-826,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-108,536,000","-154,626,000","-227,114,000","-90,625,000","-219,477,000","-40,540,000","-144,862,000","-119,995,000","-166,699,000","2,418,000","-73,127,000","-87,109,000","-84,993,000","-69,180,000","-69,426,000","-75,212,000","-71,845,000","-146,529,000","-53,717,000","-50,454,000",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,"13,324,000","15,010,000","3,422,000","1,049,000","718,000","-275,000","445,000","192,000","84,000","92,000","1,625,000","3,086,000","7,253,000","3,985,000","6,606,000","10,797,000","15,083,000","38,458,000","3,941,000","3,126,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-95,212,000","-139,616,000","-223,692,000","-89,576,000","-218,759,000","-40,815,000","-144,417,000","-119,803,000","-166,615,000","2,510,000","-71,502,000","-84,023,000","-77,740,000","-65,195,000","-62,820,000","-64,415,000","-56,762,000","-108,071,000","-49,776,000","-47,328,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-95,212,000","-139,616,000","-223,692,000","-89,576,000","-218,759,000","-40,815,000","-144,417,000","-119,803,000","-166,615,000","2,510,000","-71,502,000","-84,023,000","-77,740,000","-65,195,000","-62,820,000","-64,415,000","-56,762,000","-108,071,000","-49,776,000","-47,328,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"551,281,000","543,137,000","484,457,000","451,621,000","402,801,000","337,123,000","309,009,000","299,276,000","290,003,000","280,604,000","268,142,000","251,211,000","216,956,000","182,609,000","155,208,000","130,800,000","122,549,000","122,281,000","121,723,000","117,021,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"551,281,000","543,137,000","484,457,000","451,621,000","402,801,000","337,123,000","309,009,000","299,276,000","290,003,000","297,909,000","268,142,000","257,670,000","216,956,000","182,609,000","155,208,000","140,445,000","132,459,000","122,281,000","121,723,000","117,021,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),36.862%,61.109%,56.778%,50.905%,38.895%,13.163%,15.241%,16.147%,33.669%,63.140%,72.763%,83.467%,63.791%,49.336%,27.509%,20.017%,31.717%,43.960%,46.376%,52.197%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.173,-0.257,-0.462,-0.198,-0.543,-0.121,-0.467,-0.400,-0.575,0.009,-0.267,-0.334,-0.358,-0.357,-0.405,-0.492,-0.463,-0.884,-0.409,-0.404,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.173,-0.260,-0.464,-0.200,-0.543,-0.121,-0.467,-0.400,-0.575,0.009,-0.267,-0.334,-0.360,-0.360,-0.405,-0.503,-0.475,-0.884,-0.414,-0.404,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-55,799,000","-49,545,000","-72,862,000","-65,006,000","-83,693,000","-85,953,000","-74,346,000","-84,287,000","-82,008,000","-50,051,000","-43,557,000","-45,462,000","-38,474,000","-38,571,000","-37,882,000","-47,925,000","-49,094,000","-49,537,000","-50,425,000","-33,640,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.101,-0.091,-0.150,-0.144,-0.208,-0.255,-0.241,-0.282,-0.283,-0.168,-0.162,-0.176,-0.177,-0.211,-0.244,-0.341,-0.371,-0.405,-0.414,-0.287,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-177.697%,-201.464%,-251.199%,-,-,-279.304%,-,-,-,-231.245%,-218.244%,-195.023%,-193.094%,-205.569%,-132.331%,-,-,-,-292.322%,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-510.928%,-546.717%,-511.511%,-633.006%,-801.684%,-526.032%,-802.317%,-748.317%,-706.676%,-542.918%,-584.928%,-410.278%,-475.708%,-559.034%,-335.039%,-922.170%,-777.536%,-779.245%,-632.501%,-935.347%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-633.691%,-859.123%,-1434.475%,-514.805%,-1908.725%,-222.002%,-1104.443%,-993.227%,-1233.180%,17.608%,-621.486%,-714.907%,-863.106%,-844.385%,-481.970%,-1114.832%,-876.363%,-1759.254%,-718.372%,-1152.935%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-371.374%,-304.874%,-467.244%,-373.598%,-730.242%,-467.517%,-568.568%,-698.781%,-606.972%,-351.112%,-378.592%,-386.812%,-427.157%,-499.560%,-290.640%,-829.439%,-757.974%,-806.398%,-727.738%,-819.488%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-73,174,000","-85,224,000","-76,412,000","-106,785,000","-88,645,000","-93,413,000","-102,052,000","-86,715,000","-92,341,000","-74,475,000","-65,079,000","-45,083,000","-40,252,000","-40,105,000","-40,928,000","-50,969,000","-47,898,000","-44,398,000","-40,895,000","-36,135,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"3,593,000","3,623,000","3,353,000","3,358,000","3,236,000","3,298,000","2,859,000","3,547,000","3,138,000","2,918,000","2,217,000","3,137,000","2,595,000","3,058,000","2,741,000","2,314,000","2,463,000","3,471,000","2,931,000","2,261,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-76,767,000","-88,847,000","-79,765,000","-110,143,000","-91,881,000","-96,711,000","-104,911,000","-90,262,000","-95,479,000","-77,393,000","-67,296,000","-48,220,000","-42,847,000","-43,163,000","-43,669,000","-53,283,000","-50,361,000","-47,869,000","-43,826,000","-38,396,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"15,025,000","16,251,000","15,594,000","17,400,000","11,461,000","18,385,000","13,076,000","12,062,000","13,511,000","14,255,000","11,505,000","11,753,000","9,007,000","7,721,000","13,034,000","5,778,000","6,477,000","6,143,000","6,929,000","4,105,000",Upgrade,Financials in USD,Fiscal year is January - December
