Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+7 Quarters,Currency,Fiscal_Year_period
Other Non Operating Income (Expenses),"309,037","174,156","-756,629","-18,453","37,372","13,850","-84,909","236,775","-104,421","-220,816","78,977","1,155,869","-307,746","-289,445","-690,781","-38,352","1,907,444","-1,472,471","613,667","573,885",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"354,466","113,502","-861,259","-378,615","-247,924","-1,267,235","-579,157","43,417","-170,223","-859,326",368,"536,735","-712,303","-557,751","-1,293,636","-1,659,199","1,766,651","-1,805,290","624,811","-37,876",Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,579,883",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,-,"2,643",-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,579,883",-,"-1,579,883",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,-,"39,833",-,-,"29,700","46,836",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"354,466","113,502","-861,259","-378,615","-247,924","-1,267,235","-579,157","43,417","-170,223","-859,326","3,011","536,735","-672,470","-557,751","-1,293,636","-1,629,499","1,813,487","-3,385,173","624,811","-37,876",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"354,466","113,502","-861,259","-378,615","-247,924","-1,267,235","-579,157","43,417","-170,223","-859,326","3,011","536,735","-672,470","-557,751","-1,293,636","-1,629,499","1,813,487","-3,385,173","624,811","-37,876",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"354,466","113,502","-861,259","-378,615","-247,924","-1,267,235","-579,157","43,417","-170,223","-859,326","3,011","536,735","-672,470","-557,751","-1,293,636","-1,629,499","1,813,487","-3,385,173","624,811","-37,876",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-,-,-,-,-,-,-,-91.911%,-,-,-,-,-,-,-,-,-,-,-60.768%,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"2,974,892","2,967,281","2,915,410","2,915,446","2,902,370","2,878,146","2,854,290","2,854,323","2,846,815","2,833,158","2,614,696","2,660,072","2,638,746","2,631,361","2,612,014","2,559,256","1,783,572","1,524,084","1,013,413","921,766",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"2,974,892","2,967,281","2,915,410","2,915,446","2,902,370","2,878,146","2,854,290","2,854,323","2,846,815","2,833,158","2,614,696","2,660,072","2,638,746","2,631,361","2,612,014","2,559,256","1,783,572","1,524,084","1,013,413","921,766",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),2.499%,3.097%,2.141%,2.141%,1.951%,1.588%,9.163%,7.302%,7.885%,7.669%,0.103%,3.939%,47.947%,72.652%,157.744%,177.647%,101.296%,84.956%,58.857%,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),0.119,0.038,-0.295,-0.130,-0.085,-0.440,-0.203,0.015,-0.060,-0.303,0.001,0.202,-0.255,-0.212,-0.495,-0.637,1.017,-2.221,0.617,-0.041,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),0.119,0.038,-0.295,-0.130,-0.085,-0.440,-0.203,0.015,-0.060,-0.303,0.001,0.202,-0.255,-0.212,-0.495,-0.637,1.017,-2.221,0.617,-0.041,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-,-,-,-,-,-,-,-92.462%,-,-,-,-,-,-,-,-,-,-,-75.304%,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"52,281","169,085","18,724","55,624","-67,880","-60,617","-342,876","-146,963","-86,339","-48,911","-116,395","40,877","-273,300","-33,614","-635,261","986,096","-1,043,898","-1,669,561","-175,395","-522,618",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.018,0.057,0.006,0.019,-0.023,-0.021,-0.120,-0.051,-0.030,-0.017,-0.045,0.015,-0.104,-0.013,-0.243,0.385,-0.585,-1.095,-0.173,-0.567,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,80.876%,53.511%,59.287%,84.567%,80.391%,48.441%,45.181%,41.711%,86.280%,58.376%,58.860%,5.478%,80.981%,86.156%,75.684%,-,57.507%,86.430%,56.990%,-143.621%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,11.463%,-1.311%,-9.012%,-48.137%,-42.506%,-213.408%,-65.890%,-24.105%,-10.901%,-130.721%,-8.275%,-69.728%,-101.432%,-104.438%,-344.473%,-1192.176%,-24.512%,-206.426%,11.763%,-328.821%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,47.585%,12.495%,-125.040%,-56.603%,-40.409%,-215.339%,-94.181%,5.304%,-34.068%,-182.908%,0.546%,60.826%,-177.024%,-228.693%,-759.029%,-1199.025%,340.178%,-2231.212%,137.068%,-21.428%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,7.018%,18.614%,2.718%,8.316%,-11.064%,-10.301%,-55.757%,-17.953%,-17.280%,-10.411%,-21.099%,4.632%,-71.945%,-13.783%,-372.734%,725.593%,-195.817%,-1100.430%,-38.477%,-295.662%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"85,596","-11,357","-61,524","-321,439","-260,246","-1,255,324","-404,639","-196,776","-53,918","-613,596","-44,377","-614,004","-384,040","-253,434","-585,821","-1,617,979","-128,460","-310,877","55,932","-578,918",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,11.491%,-1.250%,-8.932%,-48.055%,-42.417%,-213.315%,-65.801%,-24.038%,-10.791%,-130.605%,-8.044%,-69.583%,-101.096%,-103.915%,-,-,-24.097%,-204.903%,12.270%,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,204,549,549,549,548,549,549,549,548,549,"1,275","1,275","1,275","1,275","1,275","2,212","2,213","2,311","2,312","2,312",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"85,392","-11,906","-62,073","-321,988","-260,794","-1,255,873","-405,188","-197,325","-54,466","-614,145","-45,652","-615,279","-385,315","-254,709","-587,096","-1,620,191","-130,673","-313,188","53,620","-581,230",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,11.463%,-1.311%,-9.012%,-48.137%,-42.506%,-213.408%,-65.890%,-24.105%,-10.901%,-130.721%,-8.275%,-69.728%,-101.432%,-104.438%,-,-,-24.512%,-206.426%,11.763%,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"744,916","908,389","688,786","668,898","613,541","588,484","614,943","818,619","499,653","469,812","551,654","882,405","379,875","243,886","170,433","135,902","533,099",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,"204,893","172,118","127,849",-,"271,956","168,148","175,870",-,"139,563","149,690","162,329",-,-,"169,994","82,729",-,-,-,"19,551",-,Upgrade,Financials in USD,Fiscal year is January - December
