Fiscal Year,TTM,FY 2022,FY 2021,FY 2020,FY 2019,FY 2018,2017 - 2013,Currency,Fiscal_Year_period
Income Tax Expense,"9,310,000","-2,416,000","-33,516,000","-2,014,000","-473,000","-6,274,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-580,803,000","-577,757,000","-429,138,000","-314,410,000","-363,012,000","-212,526,000",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,"32,805,000","4,914,000","813,000","15,949,000","70,944,000","8,986,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-547,998,000","-572,843,000","-428,325,000","-298,461,000","-292,068,000","-203,540,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-547,998,000","-572,843,000","-428,325,000","-298,461,000","-292,068,000","-203,540,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"507,859,000","419,315,000","294,774,000","229,823,000","132,732,000","106,150,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"507,859,000","419,315,000","294,774,000","229,823,000","140,514,000","106,150,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),50.619%,42.250%,28.261%,63.559%,32.373%,50.822%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.079,-1.366,-1.453,-1.299,-2.200,-1.917,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.084,-1.370,-1.453,-1.300,-2.354,-1.920,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-243,212,000","-307,514,000","-290,692,000","-166,064,000","-184,438,000","-132,962,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.479,-0.733,-0.986,-0.723,-1.313,-1.253,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-245.010%,-,-,-203.306%,-278.964%,-296.466%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-553.168%,-602.335%,-695.685%,-503.991%,-620.966%,-610.942%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-852.650%,-911.604%,-809.627%,-746.414%,-929.206%,-960.411%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-378.422%,-489.368%,-549.471%,-415.305%,-586.784%,-627.386%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-341,594,000","-365,256,000","-355,583,000","-190,519,000","-184,193,000","-120,354,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"13,927,000","13,245,000","12,462,000","11,007,000","10,989,000","9,123,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-355,521,000","-378,501,000","-368,045,000","-201,526,000","-195,182,000","-129,477,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"64,270,000","62,839,000","52,904,000","39,986,000","31,432,000","21,193,000",Upgrade,Financials in USD,Fiscal year is January - December
