Fiscal Quarter,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,+20 Quarters,Currency,Fiscal_Year_period
Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,"-4,000","-7,000","-6,000","-22,000","-20,000","-2,000","22,000","-44,000","27,000","91,000","139,000","-31,000",Upgrade,Financials in USD,Fiscal year is July - June
Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,"22,000",-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,659,000",-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
Pretax Income,"504,000","414,000","352,000","-452,000","-46,000","83,000","46,000","-45,000","16,000","407,000","960,000","691,000","539,000","2,944,000","1,706,000","1,129,000","1,468,000","665,000","1,003,000","1,071,000",Upgrade,Financials in USD,Fiscal year is July - June
Income Tax Expense,"245,000","146,000","67,000","-70,000","13,000","43,000","30,000","10,000","51,000","-1,087,000","163,000","-340,000","23,000","-1,563,000","465,000","-95,000","427,000","-1,236,000","67,000","112,000",Upgrade,Financials in USD,Fiscal year is July - June
Net Income,"259,000","268,000","285,000","-382,000","-59,000","40,000","16,000","-55,000","-35,000","1,494,000","797,000","1,031,000","516,000","4,507,000","1,241,000","1,224,000","1,041,000","1,901,000","936,000","959,000",Upgrade,Financials in USD,Fiscal year is July - June
Net Income to Common,"259,000","268,000","285,000","-382,000","-59,000","40,000","16,000","-55,000","-35,000","1,494,000","797,000","1,031,000","516,000","4,507,000","1,241,000","1,224,000","1,041,000","1,901,000","936,000","959,000",Upgrade,Financials in USD,Fiscal year is July - June
Net Income Growth,-,570.000%,1681.250%,-,-,-97.323%,-97.992%,-,-,-66.852%,-35.778%,-15.768%,-50.432%,137.086%,32.585%,27.633%,233.654%,428.056%,1.408%,289.837%,Upgrade,Financials in USD,Fiscal year is July - June
Shares Outstanding (Basic),"30,099,610","30,099,610","30,099,610","30,099,610","29,965,914","29,949,610","29,949,610","29,949,610","29,949,610","29,894,581","29,821,138","29,823,919","29,817,919","29,782,814","29,709,992","29,658,661","29,645,943","29,591,191","29,565,943","29,565,943",Upgrade,Financials in USD,Fiscal year is July - June
Shares Outstanding (Diluted),"30,649,977","30,702,683","30,764,222","30,099,610","29,965,914","31,368,838","31,463,309","29,949,610","29,949,610","32,043,817","32,360,398","32,447,023","32,599,896","32,487,018","32,863,632","32,099,504","31,793,076","32,591,244","30,885,323","30,590,963",Upgrade,Financials in USD,Fiscal year is July - June
Shares Change (YoY),2.283%,-2.124%,-2.222%,0.501%,0.054%,-2.106%,-2.772%,-7.697%,-8.130%,-1.364%,-1.531%,1.083%,2.538%,-0.320%,6.405%,4.931%,3.477%,7.066%,2.579%,2.317%,Upgrade,Financials in USD,Fiscal year is July - June
EPS (Basic),0.009,0.009,0.009,-0.013,-0.002,0.001,0.001,-0.002,-0.001,0.050,0.027,0.035,0.017,0.151,0.042,0.041,0.035,0.064,0.032,0.032,Upgrade,Financials in USD,Fiscal year is July - June
EPS (Diluted),0.009,0.009,0.009,-0.013,-0.002,0.001,0.001,-0.002,-0.001,0.050,0.027,0.030,0.017,0.137,0.040,0.040,0.030,0.058,0.030,0.030,Upgrade,Financials in USD,Fiscal year is July - June
EPS Growth,-,598.275%,1763.780%,-,-,-97.449%,-98.099%,-,-,-63.593%,-33.183%,-24.998%,-42.315%,135.103%,33.330%,33.330%,200.020%,473.199%,0%,258.466%,Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow,"601,000","-332,000","1,298,000","-1,851,000","1,275,000","-1,204,000","1,454,000","-76,000","942,000","2,668,000","532,000","-1,565,000","1,970,000","567,000","1,141,000","-818,000","1,865,000","-2,266,000","2,434,000","-670,000",Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow Per Share,0.020,-0.011,0.042,-0.061,0.043,-0.038,0.046,-0.003,0.031,0.083,0.016,-0.048,0.060,0.017,0.035,-0.025,0.059,-0.070,0.079,-0.022,Upgrade,Financials in USD,Fiscal year is July - June
Gross Margin,10.068%,10.074%,9.493%,4.518%,6.442%,7.588%,7.696%,8.732%,8.088%,10.522%,12.677%,11.991%,11.168%,13.319%,15.587%,15.249%,15.641%,10.713%,13.587%,14.271%,Upgrade,Financials in USD,Fiscal year is July - June
Operating Margin,3.598%,3.154%,2.700%,-3.927%,-0.418%,0.608%,0.336%,-0.269%,0.243%,3.301%,6.345%,5.002%,4.588%,7.691%,10.069%,8.726%,9.946%,4.566%,7.043%,8.488%,Upgrade,Financials in USD,Fiscal year is July - June
Profit Margin,1.902%,2.103%,2.168%,-3.319%,-0.457%,0.308%,0.122%,-0.449%,-0.284%,11.261%,5.098%,7.065%,4.047%,26.422%,7.269%,8.585%,6.861%,14.045%,6.867%,6.755%,Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow Margin,4.414%,-2.605%,9.873%,-16.083%,9.872%,-9.266%,11.101%,-0.620%,7.642%,20.110%,3.403%,-10.724%,15.450%,3.324%,6.683%,-5.738%,12.292%,-16.742%,17.856%,-4.719%,Upgrade,Financials in USD,Fiscal year is July - June
EBITDA,"578,000","489,000","432,000","-374,000","23,000","163,000","130,000","60,000","118,000","527,000","1,075,000","809,000","670,000","1,396,000","1,802,000","1,331,000","1,592,000","691,000","1,039,000","1,274,000",Upgrade,Financials in USD,Fiscal year is July - June
EBITDA Margin,4.245%,3.836%,3.286%,-3.250%,0.178%,1.254%,0.992%,0.490%,0.957%,3.972%,6.876%,5.543%,5.254%,8.184%,10.555%,9.336%,10.493%,5.105%,7.622%,8.974%,Upgrade,Financials in USD,Fiscal year is July - June
D&A For EBITDA,"88,000","87,000","77,000","78,000","77,000","84,000","86,000","93,000","88,000","89,000","83,000","79,000","85,000","84,000","83,000","87,000","83,000","73,000","79,000","69,000",Upgrade,Financials in USD,Fiscal year is July - June
EBIT,"490,000","402,000","355,000","-452,000","-54,000","79,000","44,000","-33,000","30,000","438,000","992,000","730,000","585,000","1,312,000","1,719,000","1,244,000","1,509,000","618,000","960,000","1,205,000",Upgrade,Financials in USD,Fiscal year is July - June
EBIT Margin,3.598%,3.154%,2.700%,-3.927%,-0.418%,0.608%,0.336%,-0.269%,0.243%,3.301%,6.345%,5.002%,4.588%,7.691%,10.069%,8.726%,9.946%,4.566%,7.043%,8.488%,Upgrade,Financials in USD,Fiscal year is July - June
Effective Tax Rate,48.611%,35.266%,19.034%,-,-,51.807%,65.217%,-,318.750%,-,16.979%,-,4.267%,-,27.257%,-,29.087%,-,6.680%,10.457%,Upgrade,Financials in USD,Fiscal year is July - June
