Fiscal Quarter,Q1 2017,Q3 2016,Q2 2016,Q1 2016,Q3 2015,Q2 2015,Q1 2015,Q4 2014,Q3 2014,Q2 2014,Q1 2014,Q4 2013,Q3 2013,Q2 2013,Q1 2013,Q4 2012,Q3 2012,Q2 2012,Q1 2012,Q4 2011,+3 Quarters,Currency,Fiscal_Year_period
Interest & Investment Income,-,-,-,-,-,-,-,"181,779",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
Other Non Operating Income (Expenses),"97,869","5,330","1,253",-,-,-,-,"403,991","-459,000",-1,-,"-2,653",-,-,-,1,-,-,-,"52,780",Upgrade,Financials in USD,Fiscal year is July - June
EBT Excluding Unusual Items,"-1,110,452","-1,094,811","-1,021,408","-1,189,045","-6,285,550","-1,292,823","-1,592,215","-2,732,185","-3,054,877","-3,320,565","-753,274","-1,010,130","-1,031,044","-442,735","-422,735","-1,330,894","-2,434,421","-70,074","-57,551","-103,333",Upgrade,Financials in USD,Fiscal year is July - June
Asset Writedown,-,-,-,-,-,-,-,"-5,705,022",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
Other Unusual Items,-,-,"271,139",-,-,-,"981,260",-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
Pretax Income,"-1,110,452","-1,094,811","-750,269","-1,189,045","-6,272,785","-1,292,823","-610,955","-8,437,207","-3,054,877","-3,320,565","-753,274","-1,010,130","-1,031,044","-442,735","-422,735","-1,330,894","-2,434,421","-70,074","-57,551","-103,333",Upgrade,Financials in USD,Fiscal year is July - June
Earnings From Continuing Operations,"-1,110,452","-1,094,811","-750,269","-1,189,045","-6,272,785","-1,292,823","-610,955","-8,437,207","-3,054,877","-3,320,565","-753,274","-1,010,130","-1,031,044","-442,735","-422,735","-1,330,894","-2,434,421","-70,074","-57,551","-103,333",Upgrade,Financials in USD,Fiscal year is July - June
Minority Interest in Earnings,"94,656","82,585","64,505","112,777","120,962","98,925","-27,021","43,718","87,803","178,138","182,342","192,695","331,260","110,665","110,665","34,619","7,507",-,-,"14,771",Upgrade,Financials in USD,Fiscal year is July - June
Net Income,"-1,015,796","-1,012,226","-685,764","-1,076,268","-6,151,823","-1,193,898","-637,976","-8,393,489","-2,967,074","-3,142,427","-570,932","-817,435","-699,784","-332,070","-312,070","-1,296,275","-2,426,914","-70,074","-57,551","-88,562",Upgrade,Financials in USD,Fiscal year is July - June
Net Income to Common,"-1,015,796","-1,012,226","-685,764","-1,076,268","-6,151,823","-1,193,898","-637,976","-8,393,489","-2,967,074","-3,142,427","-570,932","-817,435","-699,784","-332,070","-312,070","-1,296,275","-2,426,914","-70,074","-57,551","-88,562",Upgrade,Financials in USD,Fiscal year is July - June
Shares Outstanding (Basic),"252,353,992","175,663,325","166,971,564","164,517,900","140,845,731","132,614,582","132,614,582","107,418,630","119,547,278","106,270,760","106,295,760","110,895,300","110,895,300","110,895,300","110,895,300","124,101,772","104,408,633","81,707,650","76,000,000","76,000,000",Upgrade,Financials in USD,Fiscal year is July - June
Shares Outstanding (Diluted),"252,353,992","175,663,325","166,971,564","164,517,900","140,845,731","132,614,582","132,614,582","107,418,630","119,547,278","106,270,760","106,295,760","110,895,300","110,895,300","110,895,300","110,895,300","124,101,772","104,408,633","81,707,650","76,000,000","76,000,000",Upgrade,Financials in USD,Fiscal year is July - June
Shares Change (YoY),79.170%,32.462%,25.907%,53.156%,17.816%,24.789%,24.760%,-3.135%,7.802%,-4.170%,-4.148%,-10.642%,6.213%,35.722%,45.915%,63.292%,37.380%,7.510%,-,-,Upgrade,Financials in USD,Fiscal year is July - June
EPS (Basic),-0.004,-0.006,-0.004,-0.007,-0.044,-0.009,-0.005,-0.078,-0.025,-0.030,-0.005,-0.007,-0.006,-0.003,-0.003,-0.010,-0.023,-0.001,-0.001,-0.001,Upgrade,Financials in USD,Fiscal year is July - June
EPS (Diluted),-0.004,-0.006,-0.004,-0.007,-0.044,-0.009,-0.005,-0.078,-0.025,-0.030,-0.005,-0.007,-0.006,-0.003,-0.003,-0.010,-0.023,-0.001,-0.001,-0.001,Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow,"-210,484","-392,676","-153,268","-294,248","-501,692","-1,269,186","-97,045","-768,272","-1,423,413","-498,793","-1,022,088","-674,324","-1,083,539","-907,570","-1,141,424","-6,686,860","-99,513","-39,918",168,"-35,579",Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow Per Share,-0.001,-0.002,-0.001,-0.002,-0.004,-0.010,-0.001,-0.007,-0.012,-0.005,-0.010,-0.006,-0.010,-0.008,-0.010,-0.054,-0.001,-0.000,0.000,-0.000,Upgrade,Financials in USD,Fiscal year is July - June
Gross Margin,-109.208%,-93.824%,-,-,-,-221.260%,-,-,-,-,40.341%,-,-,100.000%,100.000%,100.000%,100.000%,-162.061%,-,-,Upgrade,Financials in USD,Fiscal year is July - June
Operating Margin,-889.873%,-722.767%,-1382.272%,-2153.180%,-27544.417%,-1727.095%,-5587.304%,-22284.606%,-19476.812%,-9966.672%,-196.671%,-1930.475%,-1454.100%,-359.492%,-290.816%,-5120.145%,-7191.790%,-504.275%,-,-,Upgrade,Financials in USD,Fiscal year is July - June
Profit Margin,-1256.862%,-1009.249%,-1356.525%,-2635.909%,-28292.048%,-1779.255%,-2417.766%,-56373.759%,-23634.491%,-23829.734%,-251.564%,-1799.447%,-1062.694%,-291.760%,-233.208%,-5096.422%,-7169.613%,-504.275%,-,-,Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow Margin,-260.436%,-391.521%,-303.183%,-720.649%,-2307.266%,-1891.456%,-367.776%,-5159.997%,-11338.322%,-3782.460%,-450.352%,-1484.412%,-1645.465%,-797.401%,-852.980%,-26289.994%,-293.982%,-287.263%,-,-,Upgrade,Financials in USD,Fiscal year is July - June
EBITDA,"-586,141","-608,588","-565,626","-734,952","-5,942,504","-1,112,492","-1,427,965","-3,272,202","-2,401,589","-1,265,082","-396,296","-829,740","-916,383","-376,891","-374,747","-1,302,199","-2,434,311","-70,014",-,-,Upgrade,Financials in USD,Fiscal year is July - June
EBITDA Margin,-,-,-,-,-,-,-,-,-,-,-174.616%,-,-,-,-280.046%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
D&A For EBITDA,"133,054","116,311","133,154","144,213","46,754","46,406","46,357","45,753","43,530","49,223","50,055","47,217","41,142","32,268","14,412",110,110,60,-,-,Upgrade,Financials in USD,Fiscal year is July - June
EBIT,"-719,195","-724,899","-698,780","-879,165","-5,989,258","-1,158,898","-1,474,322","-3,317,955","-2,445,119","-1,314,305","-446,351","-876,957","-957,525","-409,159","-389,159","-1,302,309","-2,434,421","-70,074","-57,127","-154,531",Upgrade,Financials in USD,Fiscal year is July - June
EBIT Margin,-,-,-,-,-,-,-,-,-,-,-196.671%,-,-,-,-290.816%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
