Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Free Cash Flow,"19,453,000","21,709,000","4,834,000",-,"12,163,000","7,476,000","-4,681,000",-,"610,000","-3,385,000","-10,341,000","-3,557,000","5,783,000","1,194,000","-8,620,000","-12,422,000","-5,270,000","-3,507,000","-13,292,000","-23,819,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.131,0.146,0.032,-,0.081,0.051,-0.041,-,0.005,-0.030,-0.093,-0.031,0.052,0.011,-0.079,-0.114,-0.049,-0.032,-0.124,-0.223,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,81.772%,82.966%,84.669%,84.060%,81.900%,83.284%,82.673%,-,81.994%,82.323%,83.129%,84.048%,83.941%,81.281%,83.923%,84.220%,83.999%,84.719%,83.761%,83.365%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,13.634%,26.890%,15.644%,17.838%,13.614%,13.339%,-0.474%,-,-10.494%,-14.407%,-15.791%,4.976%,-1.704%,-0.601%,-11.426%,-21.976%,-15.096%,-10.916%,-22.263%,26.853%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,9.630%,20.211%,10.933%,54.148%,8.274%,-0.650%,-9.302%,-,-14.915%,-18.683%,-20.503%,0.917%,-6.204%,-4.806%,-16.426%,-26.345%,-80.839%,-15.781%,-7.809%,-9.785%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,23.143%,24.894%,5.707%,-,14.885%,9.200%,-6.531%,-,0.901%,-5.061%,-17.559%,-5.277%,9.169%,1.752%,-14.375%,-18.122%,-8.196%,-6.537%,-21.530%,-31.177%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"12,615,000","24,577,000","14,021,000","16,222,000","11,967,000","11,694,000","586,000",-,"-6,075,000","-8,559,000","-8,268,000","4,443,000","61,000","1,148,000","-5,452,000","-13,521,000","-7,865,000","-4,163,000","-11,967,000","22,351,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,15.008%,28.182%,16.552%,18.682%,14.645%,14.391%,0.818%,-,-8.975%,-12.797%,-14.039%,6.591%,0.097%,1.684%,-9.092%,-19.725%,-12.231%,-7.760%,-19.384%,29.255%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"1,155,000","1,127,000","769,000","733,000","843,000","855,000","926,000","909,000","1,028,000","1,077,000","1,032,000","1,089,000","1,136,000","1,558,000","1,400,000","1,543,000","1,842,000","1,693,000","1,777,000","1,835,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"11,460,000","23,450,000","13,252,000","15,489,000","11,124,000","10,839,000","-340,000",-,"-7,103,000","-9,636,000","-9,300,000","3,354,000","-1,075,000","-410,000","-6,852,000","-15,064,000","-9,707,000","-5,856,000","-13,744,000","20,516,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,13.634%,26.890%,15.644%,17.838%,13.614%,13.339%,-0.474%,-,-10.493%,-14.407%,-15.791%,4.976%,-1.704%,-0.601%,-11.426%,-21.976%,-15.096%,-10.916%,-22.262%,26.853%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,31.010%,24.100%,20.580%,-,6.265%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
