Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Income Tax Expense,-,-,-,"3,047",-,-,-,"2,822",-,-,-,"2,568",-,-,-,"-1,648",-,-,-,"12,660",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-2,852,179","-2,628,200","-2,754,518","-2,059,085","-723,107","-2,871,820","-2,917,504","-3,001,484","-3,652,184","-4,028,998","-3,386,417","-2,083,145","-3,579,167","-4,284,141","-187,799","-2,985,289","-3,703,820","-4,451,229","-2,713,559","-1,984,088",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-2,852,179","-2,628,200","-2,754,518","-2,059,085","-723,107","-2,871,820","-2,917,504","-3,001,484","-3,652,184","-4,028,998","-3,386,417","-2,083,145","-3,579,167","-4,284,141","-187,799","-2,985,289","-3,703,820","-4,451,229","-2,713,559","-1,984,088",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"49,046,246","49,046,246","49,046,246","49,046,246","49,046,246","49,046,246","49,046,246","49,046,257","49,046,246","49,045,587","49,043,246","49,047,500","48,987,836","48,798,417","47,535,307","44,964,619","44,643,736","44,091,568","43,949,291","43,745,459",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"49,046,246","49,046,246","49,046,246","49,046,246","49,046,246","49,046,246","49,046,246","49,046,257","49,046,246","49,045,587","49,043,246","49,047,500","48,987,836","48,798,417","47,535,307","44,964,619","44,643,736","44,091,568","43,949,291","43,745,459",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),-,-,-,-0.000%,-,0.001%,0.006%,-0.003%,0.119%,0.507%,3.172%,9.080%,9.731%,10.675%,8.159%,2.787%,3.000%,2.374%,3.488%,4.403%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.058,-0.054,-0.056,-0.042,-0.015,-0.059,-0.059,-0.061,-0.074,-0.082,-0.069,-0.042,-0.073,-0.088,-0.004,-0.066,-0.083,-0.101,-0.062,-0.045,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.058,-0.054,-0.060,-0.042,-0.015,-0.059,-0.060,-0.064,-0.074,-0.082,-0.070,-0.042,-0.073,-0.090,-0.004,-0.066,-0.083,-0.101,-0.062,-0.045,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-2,032,060","-2,811,821","-3,868,248","-499,038","-1,374,293","-2,401,593","-3,177,413","-4,012,054","-2,720,151","-2,455,968","-3,728,400","-3,638,966","-3,018,561","1,101,142","-3,853,952","-1,981,783","-3,909,288","-2,090,567","-2,881,216","-2,411,641",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.041,-0.057,-0.079,-0.010,-0.028,-0.049,-0.065,-0.082,-0.055,-0.050,-0.076,-0.074,-0.062,0.023,-0.081,-0.044,-0.088,-0.047,-0.066,-0.055,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,-,100.000%,-,-,-,-,-,-,-,100.000%,-,100.000%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-,-,-,-114.689%,-,-,-,-,-,-,-,-9605.171%,-,-5.038%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-,-,-,-72.311%,-,-,-,-,-,-,-,-9544.445%,-,-4.695%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-,-,-,-137.429%,-,-,-,-,-,-,-,-8049.496%,-,-96.349%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-3,303,948","-3,041,126","-3,130,643","-2,484,612","-1,141,185","-3,295,035","-2,959,138","-3,226,904","-3,893,008","-4,085,447","-3,405,583","-2,096,457","-3,594,771","-4,303,359","-195,076","-3,007,587","-3,724,799","-4,505,156","-2,919,439","-2,218,535",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-114.118%,-,-,-,-,-,-,-,-,-,-4.877%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"5,180","5,370","5,350","5,492","5,703","4,995","4,105","4,331","4,459","4,488","4,429","6,374","7,168","6,154","6,453","5,855","5,217","5,210","5,060","5,597",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-3,309,128","-3,046,496","-3,135,993","-2,490,104","-1,146,888","-3,300,030","-2,963,243","-3,231,235","-3,897,467","-4,089,935","-3,410,012","-2,102,831","-3,601,939","-4,309,513","-201,529","-3,013,442","-3,730,016","-4,510,366","-2,924,499","-2,224,132",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-114.689%,-,-,-,-,-,-,-,-,-,-5.038%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
