Fiscal Quarter,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,+20 Quarters,Currency,Fiscal_Year_period
Net Income to Common,"-5,059,000","-5,339,000","-4,279,000","-6,798,000","-6,573,000","-4,661,000","-4,397,000","-5,411,000","-5,093,000","-5,067,000","-3,275,000","-4,821,000","-5,045,000","-4,003,000","-3,909,000","-3,252,000","-2,718,000","-2,935,000","-2,102,000","-2,090,000",Upgrade,Financials in USD,Fiscal year is July - June
Shares Outstanding (Basic),"10,644,533","8,892,843","2,616,288","2,576,347","2,157,065","1,645,003","1,645,951","1,621,280","638,572","480,691","480,687","480,687","480,687","415,055","279,239","252,945","65,198","64,648","62,997","61,378",Upgrade,Financials in USD,Fiscal year is July - June
Shares Outstanding (Diluted),"10,644,533","8,892,843","2,616,288","2,576,347","2,157,065","1,645,003","1,645,951","1,621,280","638,572","480,691","480,687","480,687","480,687","415,055","279,239","252,945","65,198","64,648","62,997","61,378",Upgrade,Financials in USD,Fiscal year is July - June
Shares Change (YoY),393.473%,440.597%,58.953%,58.908%,237.795%,242.216%,242.416%,237.284%,32.846%,15.814%,72.142%,90.036%,637.273%,542.023%,343.258%,312.110%,29.062%,28.275%,24.999%,22.727%,Upgrade,Financials in USD,Fiscal year is July - June
EPS (Basic),-0.475,-0.600,-1.636,-2.639,-3.047,-2.833,-2.671,-3.337,-7.976,-10.541,-6.813,-10.029,-10.495,-9.645,-13.999,-12.857,-41.688,-45.400,-33.367,-34.051,Upgrade,Financials in USD,Fiscal year is July - June
EPS (Diluted),-0.475,-0.600,-1.636,-2.640,-3.047,-2.833,-2.671,-3.340,-7.976,-10.541,-6.813,-10.030,-10.495,-9.645,-13.999,-12.857,-41.688,-45.400,-33.367,-34.051,Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow,"-4,586,000","-3,293,000","-6,347,000","-5,365,000","-4,577,000","-4,096,000","-4,029,000","-5,843,000","-4,045,000","-4,868,000","-3,422,000","-3,344,000","-4,278,000","-5,016,000","-2,004,000","-3,500,000","-2,533,000","-3,158,000","-769,000","-3,158,000",Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow Per Share,-0.431,-0.370,-2.426,-2.082,-2.122,-2.490,-2.448,-3.604,-6.334,-10.127,-7.119,-6.957,-8.900,-12.085,-7.177,-13.837,-38.851,-48.849,-12.207,-51.452,Upgrade,Financials in USD,Fiscal year is July - June
Gross Margin,-,-,-,-,-,100.000%,100.000%,100.000%,-,-,100.000%,100.000%,-,50.000%,-,2000.000%,-143.636%,-,-67.857%,497.403%,Upgrade,Financials in USD,Fiscal year is July - June
Operating Margin,-,-,-,-,-,-65000.000%,-8038.889%,-40071.429%,-,-,-7208.333%,-19340.000%,-,-192750.000%,-379300.000%,-325900.000%,-4890.909%,-,-7539.286%,-2741.558%,Upgrade,Financials in USD,Fiscal year is July - June
Profit Margin,-,-,-,-,-,-66585.714%,-8142.593%,-38650.000%,-,-,-6822.917%,-19284.000%,-,-200150.000%,-390900.000%,-325200.000%,-4941.818%,-,-7507.143%,-2714.286%,Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow Margin,-,-,-,-,-,-58514.286%,-7461.111%,-41735.714%,-,-,-7129.167%,-13376.000%,-,-250800.000%,-200400.000%,-350000.000%,-4605.455%,-,-2746.429%,-4101.299%,Upgrade,Financials in USD,Fiscal year is July - June
EBITDA,"-5,766,000","-5,522,000","-4,116,000","-6,910,000","-5,855,000","-4,529,000","-4,309,000","-5,569,000","-4,538,000","-4,732,000","-3,406,000","-4,780,000","-4,770,000","-3,803,000","-3,726,000","-3,192,000","-2,645,000","-2,847,000","-2,063,000","-2,060,000",Upgrade,Financials in USD,Fiscal year is July - June
D&A For EBITDA,"25,000","26,000","25,000","17,000","19,000","21,000","32,000","41,000","42,000","6,000","54,000","55,000","52,000","52,000","67,000","67,000","45,000","40,000","48,000","51,000",Upgrade,Financials in USD,Fiscal year is July - June
EBIT,"-5,791,000","-5,548,000","-4,141,000","-6,927,000","-5,874,000","-4,550,000","-4,341,000","-5,610,000","-4,580,000","-4,738,000","-3,460,000","-4,835,000","-4,822,000","-3,855,000","-3,793,000","-3,259,000","-2,690,000","-2,887,000","-2,111,000","-2,111,000",Upgrade,Financials in USD,Fiscal year is July - June
Revenue as Reported,-,-,-,-,-,-,"54,000","14,000",-,-,"48,000","25,000",-,-,"1,000","1,000","55,000",-,"28,000","77,000",Upgrade,Financials in USD,Fiscal year is July - June
