Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Shares Change (YoY),21.586%,27.027%,23.075%,32.704%,27.798%,21.856%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-11.089,-13.746,-15.637,-2.109,-20.999,-15.982,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-11.089,-13.746,-15.637,-2.109,-20.999,-15.982,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-170,791,000","-234,156,000","-228,435,000","-23,669,000","-142,562,000","-23,339,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-8.312,-13.085,-16.216,-2.068,-16.529,-3.458,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-17.875%,-52.053%,-101.235%,38.417%,-64.416%,-12.190%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-62.833%,-102.425%,-183.875%,12.591%,-131.580%,-42.874%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-142.032%,-157.359%,-224.727%,-8.164%,-205.425%,-71.887%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-106.460%,-149.798%,-233.040%,-8.005%,-161.690%,-15.554%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-85,517,000","-146,517,000","-173,296,000","44,016,000","-108,835,000","-57,670,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-53.306%,-93.732%,-176.789%,14.887%,-123.438%,-38.434%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"15,284,000","13,588,000","6,946,000","6,788,000","7,179,000","6,662,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-100,801,000","-160,105,000","-180,242,000","37,228,000","-116,014,000","-64,332,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-62.833%,-102.425%,-183.875%,12.591%,-131.580%,-42.874%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"160,427,000","156,314,000","98,024,000","295,665,000","88,170,000","150,048,000",Upgrade,Financials in USD,Fiscal year is January - December
