Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Other Non Operating Income (Expenses),"211,011","-498,128","991,973","24,281","19,127","-147,378","-13,583","-516,932","6,369","1,511","7,779","59,175","-178,501","-26,238","-12,544","202,649","74,077","249,408","-1,301,956","54,982",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-9,875,756","-9,435,474","-5,562,668","-6,730,629","-11,170,147","-12,121,315","-12,562,322","-13,634,118","-10,082,719","-9,871,872","-7,374,205","-9,348,136","-7,253,225","-6,459,505","-7,452,627","-6,352,795","-8,687,433","-3,693,818","-6,400,420","-3,404,817",Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,-,-,-,-,-,-,-,-,-,"-1,452,338",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,4,15,980,"23,607","-36,116","-26,001","89,322","-124,254","-145,558","-595,038","-836,593","-564,366",-,"-56,071","-164,513","-47,923",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,"200,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-670,000","151,750","904,000",-,-,-,-,-,"3,118,515","203,000","21,000","-24,000","-295,000","-105,000","-6,000","-154,000","-229,000","-843,000","27,000","115,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-10,545,752","-9,283,709","-4,657,688","-6,507,022","-11,206,263","-12,147,316","-12,473,000","-13,758,372","-10,609,762","-10,263,910","-8,189,798","-13,754,840","-7,548,225","-6,620,576","-7,623,140","-6,554,718","-8,916,433","-4,536,818","-6,373,420","-3,289,817",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,-,-,"-571,120",-,"3,073,000","37,063","-3,326,000",-,"-145,974",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-10,545,752","-9,283,709","-4,657,688","-6,507,022","-11,206,263","-11,576,196","-12,473,000","-16,831,372","-10,646,825","-6,937,910","-8,189,798","-13,608,866","-7,548,225","-6,620,576","-7,623,140","-6,554,718","-8,916,433","-4,536,818","-6,373,420","-3,289,817",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,-,-,-,"842,702","-3,105,766","-2,385,506","-422,136","1,444,654","-2,700,946",-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Company,"-10,545,752","-9,283,709","-4,657,688","-5,664,320","-14,312,029","-13,961,702","-12,895,136","-15,386,718","-13,347,771","-6,937,910","-8,189,798","-13,608,866","-7,548,225","-6,620,576","-7,623,140","-6,554,718","-8,916,433","-4,536,818","-6,373,420","-3,289,817",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,"431,608","408,861","240,139","256,284","1,179,559","69,686","110,489","162,235","89,421","106,624","69,211","45,493","115,505","77,379","90,962","103,126","64,824","82,388","81,314","-46,807",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-10,114,144","-8,874,848","-4,417,549","-5,408,036","-13,132,470","-13,892,016","-12,784,647","-15,224,483","-13,258,350","-6,831,286","-8,120,587","-13,563,373","-7,432,720","-6,543,197","-7,532,178","-6,451,592","-8,851,609","-4,454,430","-6,292,106","-3,336,624",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-10,114,144","-8,874,848","-4,417,549","-5,408,036","-13,132,470","-13,892,016","-12,784,647","-15,224,483","-13,258,350","-6,831,286","-8,120,587","-13,563,373","-7,432,720","-6,543,197","-7,532,178","-6,451,592","-8,851,609","-4,454,430","-6,292,106","-3,336,624",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"7,055,768","328,979","140,904","130,599","130,253","130,237","129,856","128,077","128,067","128,015","127,970","125,854","125,688","125,687","121,000","112,907","102,663","62,808","40,916","23,830",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"7,055,768","328,979","140,904","130,599","130,253","130,237","129,856","128,077","128,067","128,015","127,970","125,854","125,688","125,687","121,000","112,907","102,663","62,808","40,916","23,830",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),5316.972%,152.600%,8.508%,1.969%,1.707%,1.736%,1.474%,1.766%,1.893%,1.852%,5.760%,11.467%,22.428%,100.113%,195.728%,373.802%,327.122%,164.410%,72.409%,24.186%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.433,-26.977,-31.351,-41.409,-100.823,-106.667,-98.452,-118.870,-103.527,-53.363,-63.457,-107.771,-59.136,-52.059,-62.249,-57.141,-86.220,-70.921,-153.781,-140.018,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.433,-26.977,-31.351,-41.921,-100.823,-106.667,-98.452,-118.870,-103.527,-54.000,-63.457,-108.226,-59.136,-52.059,-62.249,-57.141,-86.220,-70.921,-153.781,-140.018,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-9,495,127","-6,935,099","-4,983,222","-1,210,563",-,"-7,620,202","-15,419,762","-8,689,252","-12,349,824","6,526,130","-11,305,416","-11,911,103","-13,472,956","-9,436,176","-5,213,384","-6,459,424","-5,613,552","-4,474,871","-5,811,484","-374,196",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-1.346,-21.081,-35.366,-9.269,-,-58.510,-118.745,-67.844,-96.433,50.979,-88.344,-94.642,-107.194,-75.077,-43.086,-57.210,-54.679,-71.247,-142.035,-15.703,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-37.354%,2.720%,-,-,-,-,-,-,-,-,-,-,-,-,-273.372%,-,-208.523%,-64.466%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-1068.430%,-1144.596%,-179.907%,-132.740%,-1529.442%,-1813.200%,-1646.467%,-17170.219%,-17259.455%,-19450.540%,-3529.622%,-1574.836%,-1449.471%,-1438.553%,-1417.492%,-1139.398%,-1047.639%,-674.232%,-571.160%,-176.006%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-1096.545%,-1167.829%,-125.715%,-111.551%,-1816.069%,-2111.961%,-1669.232%,-19050.369%,-22524.847%,-13399.670%,-3822.928%,-2212.261%,-1481.900%,-1424.001%,-1398.357%,-1069.575%,-1041.694%,-750.960%,-697.666%,-166.905%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-1029.433%,-912.580%,-141.813%,-24.970%,-,-1158.476%,-2013.287%,-10872.846%,-20981.336%,12801.102%,-5322.250%,-1942.767%,-2686.173%,-2053.602%,-967.870%,-1070.874%,-660.626%,-754.406%,-644.374%,-18.718%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-8,119,473","-6,868,763","-4,515,465","-4,629,594","-8,962,523","-10,053,916","-10,820,635","-12,231,874","-9,274,128","-9,352,556","-7,290,446","-9,462,923","-7,091,958","-6,474,708","-7,533,445","-6,782,229","-8,813,495","-3,912,911","-5,083,575","-3,462,605",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-128.501%,-95.494%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-173.207%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"1,735,351","1,829,522","1,806,375","1,805,667","2,097,272","1,872,913","1,789,654","1,490,050","884,960","563,524","207,106","192,397","178,110","135,357","101,803","90,529","88,629","86,395","67,599","55,958",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-9,854,824","-8,698,285","-6,321,840","-6,435,261","-11,059,795","-11,926,829","-12,610,289","-13,721,924","-10,159,088","-9,916,080","-7,497,552","-9,655,320","-7,270,068","-6,610,065","-7,635,248","-6,872,758","-8,902,124","-3,999,306","-5,151,174","-3,518,563",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-179.907%,-132.740%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-176.006%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,-,-,-,-,-,-,-,-,-,-,"613,100","501,567",-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
