Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+15 Quarters,Currency,Fiscal_Year_period
EPS (Diluted),-0.551,1.520,-0.806,-0.693,-1.094,-1.220,-1.129,-2.344,-0.993,0.058,-1.201,-2.201,-2.148,-2.180,-1.975,-2.650,-2.883,-3.201,-2.144,-2.571,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-5,641,761","12,619,459","-6,820,258","-8,786,236","-7,995,930","-6,586,347","-16,117,571","-5,899,369","8,545,226","-8,449,329","-12,348,026","-9,915,899","1,305,807","-11,791,454","-8,377,015","-9,196,127","-5,356,712","-4,102,164","-6,597,546","-3,808,683",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.661,1.489,-0.814,-1.204,-1.054,-0.915,-2.262,-0.867,1.209,-1.188,-1.765,-2.287,0.221,-2.805,-2.259,-2.887,-2.035,-1.843,-3.327,-2.532,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,40.035%,-11.418%,-251.258%,-,97.500%,-,-,-,-,99.750%,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-11228.680%,-32799.118%,-64743.851%,-274.988%,-839.641%,-,-,-,-,3.843%,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-11279.415%,57539.246%,-72622.619%,-279.750%,-829.910%,-,-,-,-,4.140%,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-13532.324%,56241.461%,-73320.340%,-485.995%,-799.593%,-,-,-,-,-84.493%,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-4,671,607","-7,344,029","-6,011,695","-4,961,480","-8,387,155","-8,979,741","-8,373,141","-16,219,945","-7,135,759","389,641","-8,395,222","-9,536,068","-12,662,594","-9,156,313","-7,687,124","-8,433,736","-7,569,323","-7,113,851","-4,242,120","-3,853,164",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-274.435%,-,-,-,-,-,3.896%,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"9,742","15,437","10,778","9,980","9,260","9,615","9,508","10,622","3,034","5,319","5,227","7,047","6,343","6,613","6,410","6,799","12,499","11,980","11,949","7,646",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-4,681,349","-7,359,466","-6,022,473","-4,971,460","-8,396,415","-8,989,356","-8,382,649","-16,230,567","-7,138,793","384,322","-8,400,449","-9,543,115","-12,668,937","-9,162,926","-7,693,534","-8,440,535","-7,581,822","-7,125,831","-4,254,069","-3,860,810",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-274.988%,-,-,-,-,-,3.843%,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"41,691","22,438","9,302","1,807,885","1,000,000",-,-,-,-,"10,000,000",-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
