Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Gain (Loss) on Sale of Investments,"90,000","1,000","-27,000","162,000","124,000","131,000","196,000","57,000","-139,000","-352,000","-352,000","-13,000",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,-,-,"789,000","-16,885,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-33,225,000","-19,855,000","-16,692,000","-15,153,000","-10,190,000","-2,647,000","-13,320,000","6,469,000","-6,649,000","-24,757,000","-1,868,000","-2,669,000","-1,759,000","6,203,000","-10,296,000","-4,856,000","-3,043,000","859,000","-5,754,000","-6,045,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,"70,000","-70,000",-,"177,000","-74,000","-103,000","719,000","-33,000","-715,000","-4,000","34,000",-,-,-,-,"-34,000",-,-,"-8,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-33,225,000","-19,925,000","-16,622,000","-15,153,000","-10,367,000","-2,573,000","-13,217,000","5,750,000","-6,616,000","-24,042,000","-1,864,000","-2,703,000","-1,759,000","6,203,000","-10,296,000","-4,856,000","-3,009,000","859,000","-5,754,000","-6,037,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,-,-,-,-,-,-,"17,736,000","37,444,000",-,-,"25,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-33,225,000","-19,925,000","-16,622,000","-15,153,000","-10,367,000","-2,573,000","-13,217,000","5,750,000","-6,616,000","-24,042,000","-1,864,000","-2,703,000","-1,759,000","-11,533,000","-47,740,000","-4,856,000","-3,009,000","834,000","-5,754,000","-6,037,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-,-,-,-,-,-,-,-,-,-,-,-,-,622.119%,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"47,808,817","41,899,087","41,778,774","38,717,615","34,724,614","33,898,233","34,466,542","34,506,827","34,494,702","34,447,206","34,506,597","35,351,255","35,217,953","29,174,565","19,146,270","4,539,380","4,425,474","3,947,656","3,004,559","2,085,315",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"47,808,817","41,899,087","41,778,774","38,717,615","34,724,614","33,898,233","34,466,542","34,506,827","34,494,702","34,447,206","34,506,597","35,351,255","35,217,953","29,174,565","19,146,270","4,539,380","4,425,474","3,947,728","3,004,559","2,085,315",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),37.680%,23.603%,21.215%,12.203%,0.667%,-1.594%,-0.116%,-2.389%,-2.054%,18.073%,80.226%,678.768%,695.801%,639.022%,537.241%,117.683%,123.564%,122.516%,80.036%,30.520%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.695,-0.476,-0.398,-0.391,-0.299,-0.076,-0.383,0.167,-0.192,-0.698,-0.054,-0.076,-0.050,-0.395,-2.493,-1.070,-0.680,0.211,-1.915,-2.895,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.695,-0.476,-0.398,-0.391,-0.299,-0.076,-0.383,0.167,-0.192,-0.698,-0.054,-0.076,-0.050,-0.395,-2.493,-1.076,-0.680,0.210,-1.915,-2.902,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-18,141,000","-19,109,000","-16,165,000","-16,230,000","-4,800,000","-8,727,000","-4,074,000","-4,496,000","-6,626,000","-4,119,000","-3,569,000","-865,000","-2,734,000","16,522,000","-2,586,000","-1,085,000","-1,051,000","2,197,000","-2,033,000","-3,103,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.379,-0.456,-0.387,-0.419,-0.138,-0.257,-0.118,-0.130,-0.192,-0.120,-0.103,-0.024,-0.078,0.566,-0.135,-0.239,-0.237,0.557,-0.677,-1.488,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,37.672%,19.690%,94.891%,84.876%,95.026%,92.007%,96.064%,98.912%,95.094%,96.077%,99.798%,97.715%,100.000%,91.657%,91.747%,100.000%,100.000%,90.706%,68.262%,-41.352%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-738.999%,-534.839%,-598.131%,-111.001%,-530.708%,-73.813%,-403.999%,-460.584%,-230.550%,-546.462%,-46.885%,-110.070%,-113.079%,48.665%,57.440%,-135.926%,-63.013%,37.536%,-140.977%,-320.494%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-899.188%,-447.853%,-485.314%,-114.648%,-358.100%,-30.378%,-416.152%,284.372%,-230.202%,-1849.385%,-47.011%,-104.686%,-89.517%,-96.221%,-393.992%,-205.241%,-156.312%,12.073%,-275.443%,-438.735%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-490.961%,-429.512%,-471.971%,-122.796%,-165.803%,-103.034%,-128.275%,-222.354%,-230.550%,-316.846%,-90.013%,-33.501%,-139.135%,137.844%,-21.342%,-45.858%,-54.597%,31.804%,-97.319%,-225.509%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-25,689,000","-22,233,000","-18,924,000","-13,884,000","-15,302,000","-6,174,000","-12,752,000","-9,013,000","-6,228,000","-6,923,000","-1,794,000","-2,778,000","-2,157,000","5,897,000","7,024,000","-3,150,000","-1,146,000","2,661,000","-2,873,000","-4,335,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-105.046%,-,-72.892%,-,-,-216.701%,-,-45.246%,-107.591%,-109.771%,49.199%,57.968%,-133.136%,-59.532%,38.520%,-137.530%,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"1,617,000","1,562,000","1,562,000","787,000","62,000","78,000","79,000","300,000","398,000","181,000","65,000","64,000","65,000","64,000","64,000","66,000","67,000","68,000","72,000","75,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-27,306,000","-23,795,000","-20,486,000","-14,671,000","-15,364,000","-6,252,000","-12,831,000","-9,313,000","-6,626,000","-7,104,000","-1,859,000","-2,842,000","-2,222,000","5,833,000","6,960,000","-3,216,000","-1,213,000","2,593,000","-2,945,000","-4,410,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-111.001%,-,-73.813%,-,-,-230.550%,-,-46.885%,-110.070%,-113.079%,48.665%,57.440%,-135.926%,-63.013%,37.536%,-140.976%,-,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,-,-,-,-,11.114%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
