Fiscal Quarter,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,+20 Quarters,Currency,Fiscal_Year_period
Interest & Investment Income,"78,576","103,914","139,273","62,026","71,630","182,975","234,044","186,473","88,489","25,863","1,127","1,563","1,410","3,803","2,834","4,800","12,135","98,977","331,285","399,982",Upgrade,Financials in USD,Fiscal year is July - June
Currency Exchange Gain (Loss),"-131,600","-8,900","215,600","-306,697","159,750","-77,850","-77,266","-693,231","418,376","325,868","190,719","-234,078","107,359","-221,274","753,750","-745,002",-,-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
Other Non Operating Income (Expenses),-,-,"429,029","-8,770,903","682,400","895,016","-1,521,413","5,158,865",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
EBT Excluding Unusual Items,"-7,823,649","-8,233,994","-8,410,448","-15,667,516","-5,205,999","-9,819,447","-8,669,332","-1,967,553","-8,255,408","-12,767,618","-7,631,586","-8,686,476","-7,112,619","-9,526,297","-5,729,660","-9,991,775","-5,564,571","-7,299,172","-5,382,275","-5,243,627",Upgrade,Financials in USD,Fiscal year is July - June
Gain (Loss) on Sale of Assets,-,"-16,436","-25,202","7,823,482",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,-,-,"-4,407,987",-,-,"1,623,795",-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
Pretax Income,"-7,823,649","-8,250,430","-8,435,650","-7,844,034","-5,205,999","-9,819,447","-8,669,332","-1,967,553","-8,255,408","-12,767,618","-7,631,586","-8,686,476","-7,112,619","-13,934,284","-5,729,660","-9,991,775","-3,940,776","-7,299,172","-5,382,275","-5,243,627",Upgrade,Financials in USD,Fiscal year is July - June
Income Tax Expense,-,-,-,-,-,-,-,"-4,674,999",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
Net Income,"-7,823,649","-8,250,430","-8,435,650","-7,844,034","-5,205,999","-9,819,447","-8,669,332","2,707,446","-8,255,408","-12,767,618","-7,631,586","-8,686,476","-7,112,619","-13,934,284","-5,729,660","-9,991,775","-3,940,776","-7,299,172","-5,382,275","-5,243,627",Upgrade,Financials in USD,Fiscal year is July - June
Net Income to Common,"-7,823,649","-8,250,430","-8,435,650","-7,844,034","-5,205,999","-9,819,447","-8,669,332","2,707,446","-8,255,408","-12,767,618","-7,631,586","-8,686,476","-7,112,619","-13,934,284","-5,729,660","-9,991,775","-3,940,776","-7,299,172","-5,382,275","-5,243,627",Upgrade,Financials in USD,Fiscal year is July - June
Shares Outstanding (Basic),"19,845,106","16,746,840","15,792,421","14,097,757","12,170,699","11,725,219","11,432,380","10,802,863","9,634,684","9,543,762","9,552,214","9,531,071","9,529,322","9,480,953","9,473,291","9,456,203","9,453,834","9,415,585","9,412,883","9,396,944",Upgrade,Financials in USD,Fiscal year is July - June
Shares Outstanding (Diluted),"19,845,106","16,746,840","15,792,421","14,097,757","12,170,699","11,725,219","11,432,380","10,802,863","9,634,684","9,543,762","9,552,214","9,531,071","9,529,322","9,480,953","9,473,291","9,456,203","9,453,834","9,415,585","9,412,883","9,396,944",Upgrade,Financials in USD,Fiscal year is July - June
Shares Change (YoY),63.056%,42.828%,38.138%,30.500%,26.322%,22.857%,19.683%,13.344%,1.106%,0.662%,0.833%,0.792%,0.798%,0.694%,0.642%,0.631%,1.387%,-5.877%,13.673%,13.771%,Upgrade,Financials in USD,Fiscal year is July - June
EPS (Basic),-0.394,-0.493,-0.534,-0.556,-0.428,-0.837,-0.758,0.251,-0.857,-1.338,-0.799,-0.911,-0.746,-1.470,-0.605,-1.057,-0.417,-0.775,-0.572,-0.558,Upgrade,Financials in USD,Fiscal year is July - June
EPS (Diluted),-0.394,-0.493,-0.534,-0.556,-0.428,-0.837,-0.758,0.251,-0.857,-1.338,-0.799,-0.911,-0.746,-1.470,-0.605,-1.057,-0.417,-0.775,-0.572,-0.558,Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow,"-7,016,213","-6,477,367","-8,606,906","-10,513,301","-5,906,393","-9,658,160","-1,525,192","-9,799,373","-8,722,548","-7,755,964","-9,568,884","-6,377,888","-6,481,387","-8,536,393","-3,510,189","-14,420,082","3,812,951","-6,076,466","-2,512,112","-4,922,315",Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow Per Share,-0.354,-0.387,-0.545,-0.746,-0.485,-0.824,-0.133,-0.907,-0.905,-0.813,-1.002,-0.669,-0.680,-0.900,-0.371,-1.525,0.403,-0.645,-0.267,-0.524,Upgrade,Financials in USD,Fiscal year is July - June
Gross Margin,-,-,-,-177.853%,-138.114%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
Operating Margin,-,-2378.753%,-,-326.940%,-290.074%,-613.990%,-610.639%,-644.395%,-1006.454%,-1699.811%,-3618.936%,-2623.452%,-4524.496%,-5305.432%,-7309.185%,-,-,-,-,-27370.728%,Upgrade,Financials in USD,Fiscal year is July - June
Profit Margin,-,-2357.266%,-,-385.624%,-247.201%,-557.311%,-725.058%,263.777%,-949.275%,-1656.545%,-3531.556%,-2696.491%,-4459.826%,-7953.676%,-6456.610%,-,-,-,-,-25442.149%,Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow Margin,-,-1850.676%,-,-516.849%,-280.459%,-548.157%,-127.559%,-954.717%,-1002.991%,-1006.304%,-4428.050%,-1979.850%,-4064.024%,-4872.565%,-3955.544%,-,-,-,-,-23883.139%,Upgrade,Financials in USD,Fiscal year is July - June
EBITDA,"-7,683,895","-8,243,675","-9,108,041","-6,565,634","-6,021,540","-10,737,045","-7,223,388","-6,544,395","-8,693,046","-13,058,666","-7,776,323","-8,423,593","-7,203,198","-9,282,186","-6,471,537","-9,239,292","-5,555,773","-7,376,395","-5,699,029","-5,622,854",Upgrade,Financials in USD,Fiscal year is July - June
EBITDA Margin,-,-,-,-,-285.926%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
D&A For EBITDA,"80,790","81,960","85,055","84,703","87,357","81,053","77,875","69,778","59,625","42,424","44,090","27,595","12,559","12,560","14,707","10,410","13,444","13,444","14,253","18,253",Upgrade,Financials in USD,Fiscal year is July - June
EBIT,"-7,764,685","-8,325,635","-9,193,096","-6,650,337","-6,108,897","-10,818,098","-7,301,263","-6,614,173","-8,752,671","-13,101,090","-7,820,413","-8,451,188","-7,215,757","-9,294,746","-6,486,244","-9,249,702","-5,569,217","-7,389,839","-5,713,282","-5,641,107",Upgrade,Financials in USD,Fiscal year is July - June
EBIT Margin,-,-,-,-,-290.074%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
Revenue as Reported,-,"4,490,090",-,-,-,"4,853,678",-,-,-,"770,738","216,097","322,140",-,"175,193","88,741","-163,971",-,-,-,"20,610",Upgrade,Financials in USD,Fiscal year is July - June
