Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+3 Quarters,Currency,Fiscal_Year_period
Other Non Operating Income (Expenses),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-2,535,000","-3,141,000",-,-,"-323,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-24,666,000","-20,646,000","-25,924,000","-35,444,000","-25,413,000","-37,646,000","-35,386,000","-37,589,000","-31,958,000","-27,412,000","-30,956,000","-14,811,000","-24,683,000","-22,580,000","-20,971,000","-22,014,000","-22,002,000","-10,961,000","-12,079,000","-9,785,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,"-2,437,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,"2,930,000",-,"967,000",-,"1,724,000","606,000","404,000",-,-,"-664,000","-847,000",-,-,-,"95,000",-,-,-,"-334,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,"-621,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-24,666,000","-17,716,000","-28,361,000","-34,477,000","-26,034,000","-35,922,000","-34,780,000","-37,185,000","-31,958,000","-27,412,000","-31,620,000","-15,658,000","-24,683,000","-22,580,000","-20,971,000","-21,919,000","-22,002,000","-10,961,000","-12,079,000","-10,119,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,"277,000","1,003,000",-,-,-,-,-,-,-,-,-,-,"-124,000","-167,000","-168,000","-167,000","-96,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-24,666,000","-17,716,000","-28,361,000","-34,754,000","-27,037,000","-35,922,000","-34,780,000","-37,185,000","-31,958,000","-27,412,000","-31,620,000","-15,658,000","-24,683,000","-22,580,000","-20,971,000","-21,795,000","-21,835,000","-10,793,000","-11,912,000","-10,023,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-10,363,000","5,212,000","2,908,000","2,111,000","1,937,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-24,666,000","-17,716,000","-28,361,000","-34,754,000","-27,037,000","-35,922,000","-34,780,000","-37,185,000","-31,958,000","-27,412,000","-31,620,000","-15,658,000","-24,683,000","-22,580,000","-20,971,000","-11,432,000","-27,047,000","-13,701,000","-14,023,000","-11,960,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"69,627,190","68,810,259","68,432,168","51,251,967","49,212,126","49,063,631","49,032,319","48,964,151","48,921,928","48,823,698","48,734,827","48,676,600","48,490,533","43,855,420","43,084,978","41,000,749","1,540,902","1,476,378","1,462,759","1,423,418",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"69,627,190","68,810,259","68,432,168","51,251,967","49,212,126","49,063,631","49,032,319","48,964,151","48,921,928","48,823,698","48,734,827","48,676,600","48,490,533","43,855,420","43,084,978","41,000,749","1,540,902","1,476,378","1,462,759","1,423,418",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),41.484%,40.247%,39.565%,4.672%,0.593%,0.491%,0.610%,0.591%,0.890%,11.329%,13.113%,18.721%,3046.893%,2870.474%,2845.460%,2780.443%,11.954%,9.867%,8.854%,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.354,-0.257,-0.414,-0.678,-0.549,-0.732,-0.709,-0.759,-0.653,-0.561,-0.649,-0.322,-0.509,-0.515,-0.487,-0.279,-17.553,-9.280,-9.587,-8.402,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.354,-0.257,-0.414,-0.679,-0.549,-0.732,-0.709,-0.763,-0.653,-0.561,-0.650,-0.322,-0.509,-0.515,-0.487,-0.279,-17.553,-9.280,-9.587,-8.402,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-24,120,000","-5,171,000","-18,118,000","-24,166,000","-31,307,000","-19,359,000","-33,714,000","-30,618,000","-31,325,000","-22,724,000","-26,768,000","-25,780,000","-18,358,000","-18,749,000","-25,355,000","-21,884,000","-14,680,000","-14,485,000","-16,850,000","-10,231,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.346,-0.075,-0.265,-0.472,-0.636,-0.395,-0.688,-0.625,-0.640,-0.465,-0.549,-0.530,-0.379,-0.428,-0.588,-0.534,-9.527,-9.811,-11.519,-7.188,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-107.252%,-97.843%,-,-,-156.024%,-,-,-,-,-126.420%,-242.344%,-32.239%,-185.906%,-138.074%,-176.407%,-147.313%,-183.355%,-83.661%,-139.319%,-95.115%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-183.856%,-178.594%,-979.993%,-1147.715%,-251.156%,-1410.210%,-963.767%,-1341.731%,-481.019%,-197.947%,-409.838%,-75.979%,-285.341%,-226.112%,-276.178%,-228.794%,-217.225%,-112.296%,-181.015%,-127.896%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-160.565%,-147.560%,-933.235%,-1065.747%,-244.193%,-1348.423%,-925.246%,-1302.908%,-473.171%,-198.149%,-413.117%,-77.986%,-290.388%,-230.856%,-282.400%,-138.368%,-320.197%,-141.686%,-205.737%,-145.694%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-157.011%,-43.070%,-596.183%,-741.061%,-282.758%,-726.689%,-896.887%,-1072.810%,-463.799%,-164.262%,-349.726%,-128.399%,-215.976%,-191.688%,-341.435%,-264.875%,-173.790%,-149.793%,-247.212%,-124.632%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-27,802,000","-20,994,000","-29,334,000","-36,997,000","-27,361,000","-37,110,000","-35,683,000","-37,772,000","-32,073,000","-26,949,000","-31,064,000","-14,932,000","-23,924,000","-21,728,000","-20,058,000","-18,538,000","-17,929,000","-10,443,000","-11,922,000","-10,077,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-180.979%,-174.863%,-,-,-247.119%,-,-,-,-,-194.803%,-,-74.370%,-281.459%,-222.145%,-270.105%,-224.377%,-212.253%,-107.994%,-174.912%,-122.755%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"442,000","448,000","448,000","430,000","447,000","458,000","545,000","521,000","415,000","435,000","305,000","323,000","330,000","388,000","451,000","365,000","420,000","416,000","416,000","422,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-28,244,000","-21,442,000","-29,782,000","-37,427,000","-27,808,000","-37,568,000","-36,228,000","-38,293,000","-32,488,000","-27,384,000","-31,369,000","-15,255,000","-24,254,000","-22,116,000","-20,509,000","-18,903,000","-18,349,000","-10,859,000","-12,338,000","-10,499,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-183.856%,-178.594%,-,-,-251.156%,-,-,-,-,-197.947%,-,-75.979%,-285.341%,-226.112%,-276.178%,-228.794%,-217.225%,-112.296%,-181.015%,-127.896%,Upgrade,Financials in USD,Fiscal year is January - December
