Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+20 Quarters,Currency,Fiscal_Year_period
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,110,000",-,-,"500,000",-,Upgrade,Financials in USD,Fiscal year is June - May
Pretax Income,"-6,528,000","-16,255,000","-7,143,000","15,002,000","14,177,000","-12,522,000",-,"-11,260,000","-9,197,000","-6,703,000","-3,713,000","-6,725,000","-965,000","-9,284,000","-1,658,000","-1,523,000",-,"-15,309,000","-20,425,000","-16,828,000",Upgrade,Financials in USD,Fiscal year is June - May
Income Tax Expense,"43,000","-25,000","-57,000","217,000","-65,000","88,000",-,"70,000","4,000","4,000","380,000","-87,000","-3,853,000","-1,651,000","-878,000","-58,000",-,"-4,309,000","-5,276,000","-5,310,000",Upgrade,Financials in USD,Fiscal year is June - May
Earnings From Continuing Operations,"-6,571,000","-16,230,000","-7,086,000","14,785,000","14,242,000","-12,610,000",-,"-11,330,000","-9,201,000","-6,707,000","-4,093,000","-6,638,000","2,888,000","-7,633,000","-780,000","-1,465,000",-,"-11,000,000","-15,149,000","-11,518,000",Upgrade,Financials in USD,Fiscal year is June - May
Earnings From Discontinued Operations,-,-,"3,000","847,000","-24,000","1,856,000",-,"-25,177,000","-3,605,000","-4,259,000","-51,506,000","-6,448,000","-41,441,000","-1,844,000","-2,086,000","-4,033,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is June - May
Net Income to Company,"-6,571,000","-16,230,000","-7,083,000","15,632,000","14,218,000","-10,754,000",-,"-36,507,000","-12,806,000","-10,966,000","-55,599,000","-13,086,000","-38,553,000","-9,477,000","-2,866,000","-5,498,000",-,"-11,000,000","-15,149,000","-11,518,000",Upgrade,Financials in USD,Fiscal year is June - May
Net Income,"-6,571,000","-16,230,000","-7,083,000","15,632,000","14,218,000","-10,754,000",-,"-36,507,000","-12,806,000","-10,966,000","-55,599,000","-13,086,000","-38,553,000","-9,477,000","-2,866,000","-5,498,000",-,"-11,000,000","-15,149,000","-11,518,000",Upgrade,Financials in USD,Fiscal year is June - May
Preferred Dividends & Other Adjustments,"2,132,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is June - May
Net Income to Common,"-8,703,000","-16,230,000","-7,083,000","15,632,000","14,218,000","-10,754,000",-,"-36,507,000","-12,806,000","-10,966,000","-55,599,000","-13,086,000","-38,553,000","-9,477,000","-2,866,000","-5,498,000",-,"-11,000,000","-15,149,000","-11,518,000",Upgrade,Financials in USD,Fiscal year is June - May
Shares Outstanding (Basic),"34,360,657","30,855,742","30,546,000","30,488,000","30,458,032","30,403,392",-,"30,304,000","29,634,000","29,577,000","29,514,000","29,482,000","29,471,000","29,424,000","29,332,000","29,323,000",-,"29,242,000","29,184,000","29,170,000",Upgrade,Financials in USD,Fiscal year is June - May
Shares Outstanding (Diluted),"34,360,657","30,855,742","30,546,000","36,609,000","36,419,103","30,403,392",-,"30,304,000","29,634,000","29,577,000","29,514,000","29,482,000","29,471,000","29,424,000","29,332,000","29,323,000",-,"29,242,000","29,184,000","29,170,000",Upgrade,Financials in USD,Fiscal year is June - May
Shares Change (YoY),-5.652%,1.488%,-,20.806%,22.896%,2.794%,-,2.788%,0.553%,0.520%,0.620%,0.542%,-,0.622%,0.507%,0.525%,-,0.353%,0.582%,0.065%,Upgrade,Financials in USD,Fiscal year is June - May
EPS (Basic),-0.253,-0.526,-0.232,0.513,0.467,-0.354,-,-1.205,-0.432,-0.371,-1.884,-0.444,-1.308,-0.322,-0.098,-0.187,-,-0.376,-0.519,-0.395,Upgrade,Financials in USD,Fiscal year is June - May
EPS (Diluted),-0.253,-0.530,-0.232,0.423,0.389,-0.354,-,-1.205,-0.432,-0.371,-1.885,-0.449,-1.308,-0.323,-0.101,-0.188,-,-0.380,-0.520,-0.395,Upgrade,Financials in USD,Fiscal year is June - May
Free Cash Flow,"-8,580,000","-4,035,000","6,003,000","-7,785,000","-2,973,000","-13,383,000",-,"-18,825,000","-6,201,000","-4,462,000","-11,949,000",-,"-10,234,000","-7,082,000","-7,969,000","-11,832,000",-,"12,398,000","-17,271,000","4,495,000",Upgrade,Financials in USD,Fiscal year is June - May
Free Cash Flow Per Share,-0.250,-0.131,0.197,-0.213,-0.082,-0.440,-,-0.621,-0.209,-0.151,-0.405,-,-0.347,-0.241,-0.272,-0.404,-,0.424,-0.592,0.154,Upgrade,Financials in USD,Fiscal year is June - May
Gross Margin,34.038%,21.805%,45.589%,33.313%,33.025%,11.125%,-,32.213%,25.974%,25.202%,35.177%,34.402%,75.002%,25.065%,32.462%,32.314%,-,12.051%,13.509%,13.109%,Upgrade,Financials in USD,Fiscal year is June - May
Operating Margin,-4.775%,-36.770%,7.620%,-0.347%,-4.398%,-30.234%,-,-14.942%,-21.904%,-18.273%,-1.344%,-8.816%,22.117%,-2.181%,6.654%,6.409%,-,-2.996%,0.637%,-0.970%,Upgrade,Financials in USD,Fiscal year is June - May
Profit Margin,-26.726%,-65.695%,-18.696%,43.782%,47.158%,-43.854%,-,-137.575%,-58.571%,-46.223%,-263.128%,-34.990%,-347.043%,-22.764%,-6.381%,-12.303%,-,-8.110%,-9.703%,-7.532%,Upgrade,Financials in USD,Fiscal year is June - May
Free Cash Flow Margin,-26.348%,-16.333%,15.845%,-21.804%,-9.861%,-54.575%,-,-70.941%,-28.362%,-18.808%,-56.550%,-,-92.124%,-17.011%,-17.742%,-26.476%,-,9.140%,-11.062%,2.939%,Upgrade,Financials in USD,Fiscal year is June - May
EBITDA,"489,000","-7,091,000","4,639,000","2,109,000","440,000","-5,246,000",-,"-752,000","-1,849,000","19,000","1,388,000","-3,008,000","5,042,000","1,546,000","15,874,000","7,266,000",-,"684,000","5,016,000","3,168,000",Upgrade,Financials in USD,Fiscal year is June - May
EBITDA Margin,1.502%,-28.703%,12.245%,5.907%,1.459%,-21.393%,-,-2.834%,-8.457%,0.080%,6.569%,-8.043%,45.387%,3.713%,35.341%,16.259%,-,0.504%,3.213%,2.071%,Upgrade,Financials in USD,Fiscal year is June - May
D&A For EBITDA,"2,044,000","1,993,000","1,752,000","2,233,000","1,766,000","2,168,000","2,170,000","3,213,000","2,940,000","4,354,000","1,672,000","289,000","2,585,000","2,454,000","12,885,000","4,402,000","4,291,000","4,748,000","4,022,000","4,651,000",Upgrade,Financials in USD,Fiscal year is June - May
EBIT,"-1,555,000","-9,084,000","2,887,000","-124,000","-1,326,000","-7,414,000",-,"-3,965,000","-4,789,000","-4,335,000","-284,000","-3,297,000","2,457,000","-908,000","2,989,000","2,864,000",-,"-4,064,000","994,000","-1,483,000",Upgrade,Financials in USD,Fiscal year is June - May
EBIT Margin,-4.775%,-36.770%,7.620%,-0.347%,-4.398%,-30.234%,-,-14.942%,-21.904%,-18.273%,-1.344%,-8.816%,22.117%,-2.181%,6.654%,6.409%,-,-2.996%,0.637%,-0.970%,Upgrade,Financials in USD,Fiscal year is June - May
Effective Tax Rate,-,-,-,1.446%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is June - May
Revenue as Reported,"32,564,000","24,705,000","37,886,000","35,704,000","30,150,000","24,522,000",-,"26,536,000","21,864,000","23,724,000",-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is June - May
