Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+3 Quarters,Currency,Fiscal_Year_period
Other Non Operating Income (Expenses),-,-,-,"1,418,000","-1,267,000",-,-,-,-,-,-,-,-,-,"-33,829,000","-1,644,000","879,000","-919,000","198,000","-405,325",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-7,526,000","-7,765,000","-7,096,000","-4,801,000","5,575,000","-4,961,000","-5,764,000","34,308,000","-4,506,000","-4,918,000","-6,511,000","-6,148,000","-4,232,000","-7,136,000","-39,014,000","-12,716,000","-1,248,000","-2,868,000","-962,000","-2,343,051",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,"-10,000","4,000",-,-,"-27,000","-52,000","-25,000","-9,000","-84,000","-166,000","94,000",-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,"1,000","-92,000",-,-,"2,412,000",-,"1,264,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-7,526,000","-7,765,000","-7,106,000","-4,797,000","5,575,000","-4,961,000","-5,791,000","34,256,000","-4,531,000","-4,927,000","-6,595,000","-6,313,000","-4,230,000","-7,136,000","-39,014,000","-18,680,000","-1,248,000","-1,604,000","-3,088,000","-2,343,051",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,"-2,000","14,000",-,-,"315,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-7,526,000","-7,765,000","-7,106,000","-4,795,000","5,561,000","-4,961,000","-5,791,000","33,941,000","-4,531,000","-4,927,000","-6,595,000","-6,313,000","-4,230,000","-7,136,000","-39,014,000","-18,680,000","-1,248,000","-1,604,000","-3,088,000","-2,343,051",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-7,526,000","-7,765,000","-7,106,000","-4,795,000","5,561,000","-4,961,000","-5,791,000","33,941,000","-4,531,000","-4,927,000","-6,595,000","-6,313,000","-4,230,000","-7,136,000","-39,014,000","-18,680,000","-1,248,000","-1,604,000","-3,088,000","-2,343,051",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"26,145,080","25,827,265","24,520,475","22,992,239","21,446,648","20,959,807","20,939,607","20,807,734","20,498,229","19,502,563","18,888,471","17,854,790","16,925,006","13,608,596","10,923,651","7,607,920","3,743,907","3,743,907","3,547,990","3,279,328",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"26,145,080","25,827,265","24,520,475","22,992,239","22,405,995","20,959,807","20,939,607","21,476,348","20,498,229","19,502,563","18,888,471","17,854,790","16,925,006","13,608,596","10,923,651","7,607,920","3,743,907","3,743,907","3,547,990","3,279,328",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),16.688%,23.223%,17.101%,7.058%,9.307%,7.472%,10.859%,20.283%,21.112%,43.311%,72.914%,134.687%,352.068%,263.486%,207.883%,131.996%,39.160%,38.698%,32.118%,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.288,-0.301,-0.290,-0.209,0.259,-0.237,-0.277,1.631,-0.221,-0.253,-0.349,-0.354,-0.250,-0.524,-3.572,-2.455,-0.333,-0.428,-0.870,-0.714,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.290,-0.301,-0.290,-0.209,0.250,-0.237,-0.277,1.584,-0.221,-0.253,-0.349,-0.356,-0.250,-0.524,-3.572,-2.455,-0.333,-0.428,-0.870,-0.714,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-5,130,000","-7,292,000","-5,716,000","4,548,000","-3,003,000","989,000","-3,646,000","28,791,000","-4,498,000","-3,809,000","-6,170,000","-5,746,000","-3,584,000","-4,328,000","-5,812,000","-5,833,000","-1,056,000","-651,000","-732,000","-1,136,798",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.196,-0.282,-0.233,0.198,-0.134,0.047,-0.174,1.341,-0.219,-0.195,-0.327,-0.322,-0.212,-0.318,-0.532,-0.767,-0.282,-0.174,-0.206,-0.347,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-126.170%,74.820%,-177.031%,-127.144%,72.794%,93.032%,-219.897%,91.001%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-207.111%,-748.921%,-450.497%,-321.053%,53.506%,-146.679%,-350.543%,85.847%,-,-,-,-,-865.440%,-7137.000%,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-194.621%,-698.291%,-415.313%,-283.560%,46.594%,-135.030%,-331.103%,85.172%,-,-,-,-,-865.031%,-7136.000%,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-132.661%,-655.755%,-334.074%,268.953%,-25.161%,26.919%,-208.462%,72.248%,-,-,-,-,-732.924%,-4328.000%,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-8,007,500","-8,326,500","-7,706,500","-5,426,000","6,387,000","-5,388,000","-6,130,000","34,211,000","-4,537,000","-4,937,000","-6,507,000","-6,149,000","-4,231,000","-7,136,000","-5,185,000","-5,646,000","-1,947,000","-1,261,000","-604,000","-1,465,802",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-207.073%,-,-,-,53.515%,-146.652%,-,85.849%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"1,500","1,500","1,500","3,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","5,000","1,485",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-8,009,000","-8,328,000","-7,708,000","-5,429,000","6,386,000","-5,389,000","-6,131,000","34,210,000","-4,538,000","-4,938,000","-6,508,000","-6,150,000","-4,232,000","-7,137,000","-5,186,000","-5,647,000","-1,948,000","-1,262,000","-609,000","-1,467,287",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-207.111%,-,-,-,53.506%,-146.679%,-,85.847%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,-,0.251%,-,-,0.919%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
