Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+10 Quarters,Currency,Fiscal_Year_period
Currency Exchange Gain (Loss),"341,000","200,000","-400,000",-,"-142,000","-100,000","-200,000","600,000",-,-,"-100,000","-300,000","200,000","-100,000","100,000","-400,000","100,000","300,000","300,000","32,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,"-3,000","18,000","357,000",-,"-12,000","21,000","201,000","-281,000","-382,000","242,000","322,000","-363,000","42,000","-151,000","675,000","14,000","1,000","-632,000",-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-7,000","468,000","-2,734,000","-2,326,000","-3,214,000","-3,335,000","-3,880,000","2,773,000","-13,655,000","-14,129,000","-14,368,000","-10,621,000","-10,282,000","-9,158,000","-8,991,000","-8,918,000","-6,597,000","-6,461,000","-7,837,000","-7,567,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-7,000","468,000","-2,734,000","-2,326,000","-3,214,000","-3,335,000","-3,880,000","2,773,000","-13,655,000","-14,129,000","-37,417,000","-10,621,000","-10,282,000","-9,158,000","-8,991,000","-8,918,000","-6,597,000","-6,461,000","-7,837,000","-7,567,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,"16,000","496,000","8,000","60,000",-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-7,000","468,000","-2,734,000","-2,342,000","-3,710,000","-3,343,000","-3,940,000","2,773,000","-13,655,000","-14,129,000","-37,417,000","-10,621,000","-10,282,000","-9,158,000","-8,991,000","-8,918,000","-6,597,000","-6,461,000","-7,837,000","-7,567,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-7,000","468,000","-2,734,000","-2,342,000","-3,710,000","-3,343,000","-3,940,000","2,773,000","-13,655,000","-14,129,000","-37,417,000","-10,621,000","-10,282,000","-9,158,000","-8,991,000","-8,918,000","-6,597,000","-6,461,000","-7,837,000","-7,567,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"35,424,388","35,292,035","35,254,752","35,153,124","34,878,700","34,449,769","34,414,149","34,366,926","34,352,084","34,292,642","31,865,783","29,411,242","29,382,806","29,076,562","27,325,372","24,733,313","21,374,240","17,692,731","17,562,551","17,383,615",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"35,424,388","36,589,774","35,254,752","35,153,124","34,878,700","34,449,769","34,414,149","34,366,926","34,352,084","34,292,642","31,865,783","29,411,242","29,382,806","29,076,562","27,325,372","24,733,313","21,374,240","17,692,731","17,562,551","17,383,615",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),1.565%,6.212%,2.443%,2.288%,1.533%,0.458%,7.997%,16.850%,16.912%,17.939%,16.616%,18.913%,37.468%,64.342%,55.589%,42.279%,23.008%,1.821%,1.072%,7.243%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.000,0.013,-0.078,-0.067,-0.106,-0.097,-0.114,0.081,-0.398,-0.412,-1.174,-0.361,-0.350,-0.315,-0.329,-0.361,-0.309,-0.365,-0.446,-0.435,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.000,0.010,-0.078,-0.067,-0.106,-0.100,-0.114,0.081,-0.398,-0.412,-1.174,-0.361,-0.350,-0.315,-0.329,-0.361,-0.309,-0.365,-0.446,-0.435,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-7,657,000","668,000","-8,819,000","-5,699,000","-1,924,000","-6,215,000","-7,995,000","27,723,000","-13,065,000","-11,313,000","-12,357,000","-10,133,000","-7,044,000","-7,017,000","-7,944,000","-8,283,000","-5,078,000","-5,080,000","-6,385,000","-9,051,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.216,0.018,-0.250,-0.162,-0.055,-0.180,-0.232,0.807,-0.380,-0.330,-0.388,-0.345,-0.240,-0.241,-0.291,-0.335,-0.238,-0.287,-0.364,-0.521,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-5.583%,-0.722%,-26.111%,-34.741%,-40.846%,-39.358%,-46.266%,12.958%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-0.058%,3.378%,-25.578%,-25.426%,-41.826%,-36.640%,-44.374%,17.596%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-62.964%,4.822%,-82.505%,-61.872%,-21.691%,-68.117%,-90.044%,175.919%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-644,000","-65,000","-2,759,000","-3,167,000","-3,592,000","-3,560,000","-4,077,000","2,074,000","-13,207,000","-13,521,000","-14,255,000","-10,368,000","-9,842,000","-8,826,000","-8,678,000","-8,953,000","-6,503,000","-6,603,000","-7,444,000","-7,610,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-5.296%,-0.469%,-25.811%,-34.383%,-40.496%,-39.018%,-45.917%,13.161%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"35,000","35,000","32,000","33,000","31,000","31,000","31,000","32,000","30,000","31,000","25,000","19,000","19,000","17,000","17,000","17,000","13,000","7,000","8,000","6,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-679,000","-100,000","-2,791,000","-3,200,000","-3,623,000","-3,591,000","-4,108,000","2,042,000","-13,237,000","-13,552,000","-14,280,000","-10,387,000","-9,861,000","-8,843,000","-8,695,000","-8,970,000","-6,516,000","-6,610,000","-7,452,000","-7,616,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-5.583%,-0.722%,-26.111%,-34.741%,-40.846%,-39.358%,-46.266%,12.958%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
