Fiscal Quarter,Q3 2025,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,+15 Quarters,Currency,Fiscal_Year_period
Interest & Investment Income,"68,235","77,332",18,"3,020","3,765","4,250","5,815","4,216",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is February - January
Other Non Operating Income (Expenses),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"22,096","-256,488",Upgrade,Financials in USD,Fiscal year is February - January
EBT Excluding Unusual Items,"-1,362,637","-1,337,429","-1,898,077","-1,326,543","-1,759,946","-829,173","-1,015,229","-1,351,999","-1,075,485","-1,038,675","-689,989","-1,597,403","-1,571,821","-523,261","-354,933","-2,255,534","-42,569","-225,869","-330,563","-944,435",Upgrade,Financials in USD,Fiscal year is February - January
Impairment of Goodwill,-,-,-,-,-,-,-,"-327,326",-,-,-,"-2,180,836",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is February - January
Other Unusual Items,-,"-368,036",-,"-554,423",-,-,-,-,-,-,-,"9,814",-,"3,338","39,876","3,338",-,-,"-81,631",-,Upgrade,Financials in USD,Fiscal year is February - January
Pretax Income,"-1,362,637","-1,705,465","-1,898,077","-1,880,966","-1,759,946","-829,173","-1,015,229","-1,679,325","-1,075,485","-1,038,675","-689,989","-3,768,425","-1,571,821","-519,923","-315,057","-2,252,196","-42,569","-225,869","-412,194","-944,435",Upgrade,Financials in USD,Fiscal year is February - January
Net Income,"-1,362,637","-1,705,465","-1,898,077","-1,880,966","-1,759,946","-829,173","-1,015,229","-1,679,325","-1,075,485","-1,038,675","-689,989","-3,768,425","-1,571,821","-519,923","-315,057","-2,252,196","-42,569","-225,869","-412,194","-944,435",Upgrade,Financials in USD,Fiscal year is February - January
Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,-,-,-,-,-,"196,589",-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is February - January
Net Income to Common,"-1,362,637","-1,705,465","-1,898,077","-1,880,966","-1,759,946","-829,173","-1,015,229","-1,679,325","-1,075,485","-1,038,675","-689,989","-3,768,425","-1,768,410","-519,923","-315,057","-2,252,196","-42,569","-225,869","-412,194","-944,435",Upgrade,Financials in USD,Fiscal year is February - January
Shares Outstanding (Basic),"11,101,945","11,061,725","9,159,869","8,316,970","7,833,150","7,833,150","7,833,150","7,859,622","7,803,264","8,409,141","9,183,249","8,677,357","7,589,457","7,415,647","7,384,345","7,697,091","6,436,720","6,432,746","6,380,539","6,465,646",Upgrade,Financials in USD,Fiscal year is February - January
Shares Outstanding (Diluted),"11,101,945","11,061,725","9,159,869","8,316,970","7,833,150","7,833,150","7,833,150","7,859,622","7,803,264","8,409,141","9,183,249","8,677,357","7,589,457","7,415,647","7,384,345","7,697,091","6,436,720","6,432,746","6,380,539","6,465,646",Upgrade,Financials in USD,Fiscal year is February - January
Shares Change (YoY),41.730%,41.217%,16.937%,5.819%,0.383%,-6.850%,-14.702%,-9.424%,2.817%,13.397%,24.361%,12.736%,17.909%,15.280%,15.732%,19.046%,1.719%,1.656%,0.832%,-1.266%,Upgrade,Financials in USD,Fiscal year is February - January
EPS (Basic),-0.123,-0.154,-0.207,-0.226,-0.225,-0.106,-0.130,-0.214,-0.138,-0.124,-0.075,-0.434,-0.233,-0.070,-0.043,-0.293,-0.007,-0.035,-0.065,-0.146,Upgrade,Financials in USD,Fiscal year is February - January
EPS (Diluted),-0.123,-0.154,-0.207,-0.227,-0.225,-0.106,-0.130,-0.214,-0.138,-0.124,-0.075,-0.434,-0.233,-0.070,-0.043,-0.293,-0.007,-0.035,-0.065,-0.146,Upgrade,Financials in USD,Fiscal year is February - January
Free Cash Flow,"-1,056,605","-1,582,637","-840,121","-767,377","-1,064,270","-995,135","-752,488","-824,028","-521,715","-932,699","-788,060","-1,262,641","-1,210,837","-99,146","-318,194","-83,146","99,743","-112,138","-201,514","-117,539",Upgrade,Financials in USD,Fiscal year is February - January
Free Cash Flow Per Share,-0.095,-0.143,-0.092,-0.092,-0.136,-0.127,-0.096,-0.105,-0.067,-0.111,-0.086,-0.146,-0.160,-0.013,-0.043,-0.011,0.015,-0.017,-0.032,-0.018,Upgrade,Financials in USD,Fiscal year is February - January
Gross Margin,29.580%,22.934%,40.336%,34.545%,37.145%,45.687%,46.607%,24.528%,43.484%,33.278%,41.950%,38.900%,26.617%,-0.335%,54.875%,40.610%,41.609%,-38.469%,37.218%,-,Upgrade,Financials in USD,Fiscal year is February - January
Operating Margin,-220.943%,-318.348%,-462.504%,-249.012%,-402.839%,-125.652%,-213.422%,-257.085%,-173.384%,-226.734%,-143.513%,-324.107%,-543.548%,-225.622%,-72.450%,-626.757%,-10.452%,-267.398%,-123.565%,-3147.025%,Upgrade,Financials in USD,Fiscal year is February - January
Profit Margin,-211.001%,-385.129%,-464.609%,-358.544%,-411.355%,-126.412%,-212.867%,-318.334%,-174.026%,-227.705%,-144.373%,-766.111%,-624.798%,-243.251%,-72.680%,-647.014%,-10.865%,-267.459%,-345.325%,-4824.207%,Upgrade,Financials in USD,Fiscal year is February - January
Free Cash Flow Margin,-163.613%,-357.392%,-205.644%,-146.275%,-248.754%,-151.714%,-157.777%,-156.203%,-84.419%,-204.472%,-164.893%,-256.692%,-427.802%,-46.386%,-73.403%,-23.886%,25.458%,-132.786%,-168.823%,-600.393%,Upgrade,Financials in USD,Fiscal year is February - January
EBITDA,"-1,353,692","-1,339,793","-1,820,376","-1,237,009","-1,655,640","-748,878","-942,677","-1,281,997","-971,740","-955,575","-608,404","-1,520,889","-1,458,883","-402,682","-237,802","-2,105,138","6,517","-207,770","-129,446","-598,045",Upgrade,Financials in USD,Fiscal year is February - January
EBITDA Margin,-209.616%,-,-,-235.794%,-,-114.171%,-197.654%,-243.016%,-157.239%,-209.487%,-127.302%,-,-,-188.399%,-54.858%,-,1.663%,-246.027%,-108.446%,-,Upgrade,Financials in USD,Fiscal year is February - January
D&A For EBITDA,"73,149","69,949","69,101","69,340","67,871","75,310","75,201","74,218","99,779","78,671","77,475","73,361","79,558","79,560","76,262","76,546","47,468","18,048","18,046","18,048",Upgrade,Financials in USD,Fiscal year is February - January
EBIT,"-1,426,841","-1,409,742","-1,889,477","-1,306,349","-1,723,511","-824,188","-1,017,878","-1,356,215","-1,071,519","-1,034,246","-685,879","-1,594,250","-1,538,441","-482,242","-314,064","-2,181,684","-40,951","-225,818","-147,492","-616,093",Upgrade,Financials in USD,Fiscal year is February - January
EBIT Margin,-220.943%,-,-,-249.012%,-,-125.652%,-213.422%,-257.085%,-173.384%,-226.734%,-143.513%,-,-,-225.622%,-72.450%,-,-10.452%,-267.398%,-123.565%,-,Upgrade,Financials in USD,Fiscal year is February - January
