Fiscal Quarter,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,+11 Quarters,Currency,Fiscal_Year_period
Merger & Restructuring Charges,-,"1,200,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
Impairment of Goodwill,"-47,614,729","-11,640,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
Asset Writedown,-,"-42,611,000",-,-,-,"-18,960,000",-,-,-,"-93,253,000",-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
Other Unusual Items,"9,250,000","3,057,413","486,500",-,"-120,018",-,-,-,"-419,182","7,967,518","-2,078,994","-167,255","-2,824,642","-3,086,346","-882,498","493,411","427,400","-1,175,636","2,315,202","1,217,000",Upgrade,Financials in USD,Fiscal year is July - June
Pretax Income,"-44,212,036","-15,731,609","-51,214,414","-4,529,121","-9,175,028","-23,198,252","-4,328,296","-4,457,748","-7,699,760","-90,237,017","-6,201,465","-6,582,941","-10,411,935","-17,363,506","-4,031,559","-2,934,454","-2,519,364","-4,098,161","-1,514,489","-1,720,531",Upgrade,Financials in USD,Fiscal year is July - June
Income Tax Expense,-,-,-,-,-,-,-,-,-,-,-,-,34,-475,-849,"-1,158","-122,794",-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
Net Income,"-44,212,036","-15,731,609","-51,214,414","-4,529,121","-9,175,028","-23,198,252","-4,328,296","-4,457,748","-7,699,760","-90,237,017","-6,201,465","-6,582,941","-10,411,969","-17,363,031","-4,030,710","-2,933,296","-2,396,570","-4,098,161","-1,514,489","-1,720,531",Upgrade,Financials in USD,Fiscal year is July - June
Net Income to Common,"-44,212,036","-15,731,609","-51,214,414","-4,529,121","-9,175,028","-23,198,252","-4,328,296","-4,457,748","-7,699,760","-90,237,017","-6,201,465","-6,582,941","-10,411,969","-17,363,031","-4,030,710","-2,933,296","-2,396,570","-4,098,161","-1,514,489","-1,720,531",Upgrade,Financials in USD,Fiscal year is July - June
Shares Outstanding (Basic),"156,567,973","147,486,371","107,480,475","65,852,497","64,480,753","58,487,915","55,974,605","55,509,239","55,099,473","52,937,002","52,638,823","52,321,982","52,219,661","48,498,545","46,783,343","46,660,304","46,605,118","46,482,555","46,275,591","46,275,228",Upgrade,Financials in USD,Fiscal year is July - June
Shares Outstanding (Diluted),"156,567,973","147,486,371","107,480,475","65,852,497","64,480,753","58,487,915","55,974,605","55,509,239","55,099,473","52,937,002","52,638,823","52,321,982","52,219,661","48,498,545","46,783,343","46,660,304","46,605,118","46,482,555","46,275,591","46,275,228",Upgrade,Financials in USD,Fiscal year is July - June
Shares Change (YoY),142.813%,152.166%,92.016%,18.633%,17.026%,10.486%,6.337%,6.092%,5.515%,9.152%,12.516%,12.134%,12.047%,4.337%,1.097%,0.832%,0.787%,19.193%,24.832%,27.930%,Upgrade,Financials in USD,Fiscal year is July - June
EPS (Basic),-0.282,-0.107,-0.476,-0.069,-0.142,-0.397,-0.077,-0.080,-0.140,-1.705,-0.118,-0.126,-0.199,-0.358,-0.086,-0.063,-0.051,-0.088,-0.033,-0.037,Upgrade,Financials in USD,Fiscal year is July - June
EPS (Diluted),-0.282,-0.107,-0.476,-0.069,-0.142,-0.397,-0.077,-0.080,-0.140,-1.705,-0.118,-0.126,-0.199,-0.358,-0.086,-0.063,-0.051,-0.088,-0.033,-0.037,Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow,"-2,016,328","-2,437,333","-2,639,113","-3,188,207","-2,777,207","-2,267,753","-3,307,792","-3,575,104","-2,653,674","-3,050,487","-2,784,698","-4,620,464","-5,281,843","-13,066,218","-2,330,848","-2,506,884","-2,755,665","-2,255,545","-3,880,158","-2,638,979",Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow Per Share,-0.013,-0.017,-0.025,-0.048,-0.043,-0.039,-0.059,-0.064,-0.048,-0.058,-0.053,-0.088,-0.101,-0.269,-0.050,-0.054,-0.059,-0.049,-0.084,-0.057,Upgrade,Financials in USD,Fiscal year is July - June
EBITDA,"-5,691,440","-6,633,135","-8,739,535","-4,236,913","-8,856,854","-3,946,964","-4,035,194","-4,339,022","-7,162,215","-4,927,839","-4,002,836","-6,298,986","-7,472,940","-14,152,392","-3,023,106","-3,274,456","-2,828,299","-2,803,468","-3,801,475","-2,789,238",Upgrade,Financials in USD,Fiscal year is July - June
D&A For EBITDA,"32,385","31,132","30,305","33,162","27,260","28,009","28,242","28,844","28,401","28,332","31,720","31,805","31,733","31,492","30,824","30,760","30,458","29,671","28,186","29,245",Upgrade,Financials in USD,Fiscal year is July - June
EBIT,"-5,723,825","-6,664,267","-8,769,840","-4,270,075","-8,884,114","-3,974,973","-4,063,436","-4,367,866","-7,190,616","-4,956,171","-4,034,556","-6,330,791","-7,504,673","-14,183,884","-3,053,930","-3,305,216","-2,858,757","-2,833,139","-3,829,661","-2,818,483",Upgrade,Financials in USD,Fiscal year is July - June
