Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
EBT Excluding Unusual Items,"53,706,000","37,182,000","21,002,000","34,594,000","-52,143,000","6,343,000","-44,939,000","-44,432,000","-26,415,000","-33,568,000","-112,571,000","-45,234,000","-14,789,000","-43,398,000","-66,427,000","-13,808,000","-84,657,000","-41,748,000","-88,023,000","-53,127,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-52,800,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,"5,109,000",-,-,-,"3,542,000",-,-,-,"2,329,000",-,-,-,"265,000","-202,000",-,-,"491,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-14,900,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"38,806,000","37,182,000","21,002,000","39,703,000","-52,143,000","6,343,000","-44,939,000","-40,890,000","-26,415,000","-33,568,000","-112,571,000","-42,905,000","-14,789,000","-43,398,000","-66,427,000","-66,343,000","-84,859,000","-41,748,000","-88,023,000","-52,636,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"6,041,000","3,793,000","4,447,000","-6,094,000","13,033,000","5,229,000","-1,918,000","835,000","768,000","443,000","485,000","189,000","-332,000","473,000","21,000","417,000","-199,000","393,000",-,"400,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"32,765,000","33,389,000","16,555,000","45,797,000","-65,176,000","1,114,000","-43,021,000","-41,725,000","-27,183,000","-34,011,000","-113,056,000","-43,094,000","-14,457,000","-43,871,000","-66,448,000","-66,760,000","-84,660,000","-42,141,000","-88,023,000","-53,036,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"32,765,000","33,389,000","16,555,000","45,797,000","-65,176,000","1,114,000","-43,021,000","-41,725,000","-27,183,000","-34,011,000","-113,056,000","-43,094,000","-14,457,000","-43,871,000","-66,448,000","-66,760,000","-84,660,000","-42,141,000","-88,023,000","-53,036,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-,2897.217%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"165,974,000","165,551,000","164,798,000","164,812,000","164,234,000","163,458,000","162,263,000","161,988,000","161,852,000","161,654,000","161,231,000","160,866,000","160,663,000","160,421,000","160,011,000","159,263,000","158,129,000","156,535,000","155,368,000","154,492,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"166,178,000","166,174,000","166,623,000","166,510,000","164,234,000","165,046,000","162,263,000","161,988,000","161,852,000","161,654,000","161,231,000","160,866,000","160,663,000","160,421,000","160,011,000","159,263,000","158,129,000","156,535,000","155,368,000","154,492,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),1.184%,0.683%,2.687%,2.792%,1.472%,2.098%,0.640%,0.697%,0.740%,0.769%,0.762%,1.007%,1.602%,2.483%,2.988%,3.088%,8.377%,8.468%,7.909%,17.371%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),0.197,0.202,0.100,0.278,-0.397,0.007,-0.265,-0.258,-0.168,-0.210,-0.701,-0.268,-0.090,-0.273,-0.415,-0.419,-0.535,-0.269,-0.567,-0.343,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),0.197,0.200,0.100,0.278,-0.400,0.007,-0.270,-0.262,-0.168,-0.210,-0.701,-0.268,-0.090,-0.273,-0.415,-0.419,-0.535,-0.269,-0.567,-0.343,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-,2834.703%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"63,176,000","25,013,000","29,079,000","85,389,000","-59,005,000","8,201,000","-17,933,000","-23,854,000","-727,000","-13,125,000","-76,329,000","-23,121,000","-17,064,000","-25,372,000","-61,225,000","-29,487,000","-24,514,000","-39,816,000","-49,936,000","-29,914,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.380,0.151,0.175,0.513,-0.359,0.050,-0.111,-0.147,-0.004,-0.081,-0.473,-0.144,-0.106,-0.158,-0.383,-0.185,-0.155,-0.254,-0.321,-0.194,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,65.870%,60.960%,59.855%,63.369%,18.949%,59.918%,40.225%,42.742%,36.141%,41.802%,-14.149%,46.846%,50.425%,46.068%,42.128%,87.921%,-3.572%,36.633%,13.832%,36.076%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,18.588%,12.579%,7.390%,15.125%,-27.292%,1.838%,-45.233%,-33.748%,-23.613%,-25.008%,-97.876%,-34.152%,-11.626%,-37.935%,-62.665%,-11.869%,-71.240%,-39.972%,-99.386%,-57.359%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,13.085%,13.799%,8.043%,19.822%,-30.787%,0.674%,-36.316%,-30.570%,-20.796%,-25.275%,-97.911%,-32.957%,-10.985%,-38.076%,-62.361%,-55.170%,-70.212%,-38.274%,-97.729%,-53.939%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,25.230%,10.338%,14.128%,36.958%,-27.872%,4.963%,-15.138%,-17.477%,-0.556%,-9.754%,-66.104%,-17.682%,-12.965%,-22.020%,-57.459%,-24.368%,-20.331%,-36.163%,-55.443%,-30.423%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"49,114,000","33,008,000","20,738,000","36,581,000","-56,053,000","4,803,000","-53,158,000","-45,574,000","-30,360,000","-33,136,000","-112,500,000","-44,122,000","-14,316,000","-42,780,000","-65,877,000","-13,524,000","-85,192,000","-43,287,000","-88,851,000","-55,764,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,19.614%,13.642%,10.075%,15.833%,-26.478%,2.907%,-44.873%,-33.390%,-23.226%,-24.625%,-97.430%,-33.743%,-10.877%,-37.129%,-61.825%,-11.176%,-70.654%,-39.315%,-98.649%,-56.713%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"2,570,000","2,571,000","5,528,000","1,637,000","1,723,000","1,766,000","426,000","489,000","506,000","515,000","516,000","535,000","985,000","929,000","895,000","838,000","707,000","723,000","664,000","635,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"46,544,000","30,437,000","15,210,000","34,944,000","-57,776,000","3,037,000","-53,584,000","-46,063,000","-30,866,000","-33,651,000","-113,016,000","-44,657,000","-15,301,000","-43,709,000","-66,772,000","-14,362,000","-85,899,000","-44,010,000","-89,515,000","-56,399,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,18.588%,12.579%,7.389%,15.124%,-27.292%,1.838%,-45.233%,-33.748%,-23.613%,-25.008%,-97.876%,-34.152%,-11.626%,-37.935%,-62.665%,-11.869%,-71.240%,-39.972%,-99.386%,-57.359%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,15.567%,10.201%,21.174%,-,-,82.437%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"250,401,000","241,963,000","205,831,000","231,041,000","211,699,000","165,235,000","118,462,000","136,490,000","130,714,000","134,563,000","115,468,000","130,758,000","131,612,000","115,221,000","106,554,000","121,007,000","120,577,000","110,103,000","90,068,000","98,326,000",Upgrade,Financials in USD,Fiscal year is January - December
