Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+3 Quarters,Currency,Fiscal_Year_period
EBT Excluding Unusual Items,"-4,096,000","9,855,000","-20,963,000","-7,798,000","-4,333,000","-3,838,000","-14,575,000","-5,328,000","-5,557,000","-3,636,000","-3,537,000","-2,752,000","-4,770,000","-1,100,000","-983,000","-880,000","-702,000","-338,000","-344,000","-702,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,-,"-431,000",-,"19,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-4,096,000","9,855,000","-20,963,000","-7,798,000","-4,333,000","-3,838,000","-14,575,000","-5,328,000","-5,557,000","-3,636,000","-3,537,000","-2,752,000","-5,201,000","-1,100,000","-964,000","-880,000","-702,000","-338,000","-344,000","-702,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-4,096,000","9,855,000","-20,963,000","-7,798,000","-4,333,000","-3,838,000","-14,575,000","-5,328,000","-5,557,000","-3,636,000","-3,537,000","-2,752,000","-5,201,000","-1,100,000","-964,000","-880,000","-702,000","-338,000","-344,000","-702,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,"6,812,000","-5,717,000",-,"72,000","603,000","192,000",-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-4,096,000","3,043,000","-15,246,000","-7,798,000","-4,405,000","-4,441,000","-14,767,000","-5,328,000","-5,557,000","-3,636,000","-3,537,000","-2,752,000","-5,201,000","-1,100,000","-964,000","-880,000","-702,000","-338,000","-344,000","-702,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"88,943,212","37,914,812","34,881,182","34,856,618","32,633,074","15,234,570","15,232,406","15,077,029","15,061,995","15,028,689","15,004,617","15,087,581","14,167,098","8,771,290","8,576,422","8,514,174","8,514,070","8,483,382","8,462,286","8,366,488",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"88,943,212","94,052,853","34,881,182","34,856,618","32,633,074","15,234,570","15,232,406","15,077,029","15,061,995","15,028,689","15,004,617","15,087,581","14,167,098","8,771,290","8,576,422","8,514,174","8,514,070","8,483,382","8,462,286","8,366,488",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),172.555%,517.365%,128.993%,131.190%,116.658%,1.370%,1.518%,-0.070%,6.317%,71.340%,74.952%,77.205%,66.396%,3.394%,1.349%,1.765%,3.490%,6.800%,6.535%,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.046,0.080,-0.437,-0.224,-0.135,-0.292,-0.969,-0.353,-0.369,-0.242,-0.236,-0.182,-0.367,-0.125,-0.112,-0.103,-0.082,-0.040,-0.041,-0.084,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.046,-0.146,-0.437,-0.224,-0.135,-0.292,-0.969,-0.353,-0.369,-0.242,-0.236,-0.182,-0.367,-0.125,-0.112,-0.103,-0.082,-0.040,-0.041,-0.084,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-9,276,000","-6,339,000","-6,462,000","-4,439,000","-4,422,000","-5,514,000","-3,920,000","-6,084,000","-3,563,000","-3,047,000","-2,959,000","-1,432,000","-3,474,000","-217,000","-673,000","-538,000","-706,000","-142,000","-73,000","-449,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.104,-0.067,-0.185,-0.127,-0.136,-0.362,-0.257,-0.404,-0.237,-0.203,-0.197,-0.095,-0.245,-0.025,-0.078,-0.063,-0.083,-0.017,-0.009,-0.054,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,-,-,-,100.000%,-,100.000%,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-,-,-,-,-,-622.519%,-,-584.017%,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-,-,-,-,-,-2187.704%,-,-584.332%,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-,-,-,-,-,-580.741%,-,-374.658%,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-6,245,000","-7,401,000","-9,196,000","-6,310,000","-5,936,000","-4,320,000","-4,200,000","-5,323,000","-5,553,000","-3,634,000","-3,535,000","-2,751,750",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"6,000",-,"9,000","3,000","2,000","2,000","2,000","2,000","1,000","2,000","2,000",250,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-6,251,000","-7,401,000","-9,205,000","-6,313,000","-5,938,000","-4,322,000","-4,202,000","-5,325,000","-5,554,000","-3,636,000","-3,537,000","-2,752,000","-4,715,000","-779,000","-731,000","-717,000","-626,000","-336,000","-342,000","-701,000",Upgrade,Financials in USD,Fiscal year is January - December
