Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+7 Quarters,Currency,Fiscal_Year_period
EPS (Basic),-0.217,-0.314,-0.326,-0.479,-0.348,-0.331,-0.402,-0.281,-0.317,-0.366,-0.443,-0.435,-0.397,-0.351,-0.292,-0.325,-0.273,-0.263,-0.249,-0.166,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.220,-0.314,-0.326,-0.479,-0.350,-0.331,-0.402,-0.281,-0.317,-0.370,-0.443,-0.435,-0.397,-0.351,-0.292,-0.325,-0.273,-0.263,-0.249,-0.166,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-27,409,000","-19,032,000","-39,864,000","-28,230,000","-49,462,000","-27,253,000","-62,076,000","-32,561,000","-47,840,000","-52,363,000","-67,530,000","-63,071,000","-58,062,000","-59,254,000","-74,086,000","-49,214,000","-51,363,000","-33,340,000","-34,569,000","-29,207,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.186,-0.129,-0.273,-0.195,-0.342,-0.189,-0.433,-0.228,-0.335,-0.368,-0.477,-0.447,-0.412,-0.422,-0.533,-0.359,-0.382,-0.262,-0.274,-0.235,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,12.071%,45.619%,-15.339%,-5.631%,-26.266%,52.089%,-36.218%,13.383%,-5.718%,-15.112%,-32.136%,-29.330%,-27.349%,-26.126%,-13.842%,-39.318%,-38.283%,-47.246%,-40.019%,-12.107%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-70.275%,-92.876%,-116.452%,-99.683%,-134.381%,-97.735%,-151.919%,-70.992%,-94.984%,-120.252%,-163.301%,-162.394%,-142.714%,-129.243%,-107.383%,-146.560%,-140.876%,-175.858%,-165.567%,-99.913%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-69.066%,-107.020%,-113.455%,-151.671%,-132.651%,-97.719%,-153.263%,-72.698%,-94.671%,-119.208%,-162.444%,-161.964%,-141.645%,-128.038%,-105.723%,-147.656%,-139.621%,-159.782%,-150.182%,-85.138%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-59.027%,-44.066%,-95.202%,-61.659%,-130.441%,-55.702%,-164.890%,-58.989%,-100.021%,-119.934%,-174.858%,-166.283%,-147.115%,-153.887%,-192.722%,-163.041%,-195.304%,-158.853%,-165.323%,-120.645%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-28,041,000","-35,110,000","-43,548,000","-40,247,000","-45,193,000","-42,165,000","-51,770,000","-33,900,000","-40,048,000","-47,307,000","-58,011,000","-56,747,000","-52,797,000","-46,860,000","-38,609,000","-41,887,000","-34,905,000","-34,911,000","-32,642,000","-22,113,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-60.388%,-81.292%,-104.000%,-87.906%,-119.183%,-86.181%,-137.514%,-61.415%,-83.730%,-108.353%,-150.210%,-149.610%,-133.775%,-121.698%,-100.434%,-138.768%,-132.724%,-166.338%,-156.107%,-91.342%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"4,591,000","5,003,000","5,214,000","5,392,000","5,763,000","5,653,000","5,423,000","5,286,000","5,383,000","5,195,000","5,056,000","4,849,000","3,528,000","2,905,000","2,671,000","2,352,000","2,144,000","1,998,000","1,978,000","2,075,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-32,632,000","-40,113,000","-48,762,000","-45,639,000","-50,956,000","-47,818,000","-57,193,000","-39,186,000","-45,431,000","-52,502,000","-63,067,000","-61,596,000","-56,325,000","-49,765,000","-41,280,000","-44,239,000","-37,049,000","-36,909,000","-34,620,000","-24,188,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-70.275%,-92.876%,-116.452%,-99.683%,-134.381%,-97.735%,-151.919%,-70.992%,-94.984%,-120.252%,-163.301%,-162.394%,-142.714%,-129.243%,-107.383%,-146.560%,-140.876%,-175.858%,-165.567%,-99.913%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"30,185,000","26,299,000","20,988,000","20,910,000","24,209,000",Upgrade,Financials in USD,Fiscal year is January - December
