Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Shares Change (YoY),0.998%,0.646%,0.778%,0.783%,1.277%,1.428%,0.792%,0.437%,0.474%,2.192%,7.205%,8.989%,12.313%,20.092%,16.710%,14.914%,11.371%,2.402%,7.468%,15.661%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),0.897,-0.888,-0.838,-0.743,0.283,0.929,-0.615,0.208,-0.404,-0.673,-1.083,-0.947,-0.865,-0.665,-0.896,-0.037,-0.662,-0.937,-0.912,-0.621,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),0.897,-0.890,-0.840,-0.746,0.280,0.920,-0.615,0.208,-0.404,-0.673,-1.083,-0.947,-0.865,-0.665,-0.900,-0.037,-0.662,-0.937,-0.912,-0.621,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,220.514%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"59,570,000","-45,520,000","-47,102,000","-28,657,000","-35,745,000","-2,375,000","-13,192,000","28,927,000","-10,226,000","-50,172,000","-59,111,000","-55,684,000","-16,928,000","-47,757,000","-29,662,000","-9,093,000","-26,176,000","-37,140,000","-45,395,000","-39,291,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.948,-0.726,-0.756,-0.462,-0.574,-0.038,-0.213,0.470,-0.166,-0.817,-0.964,-0.908,-0.277,-0.795,-0.519,-0.162,-0.481,-0.743,-0.926,-0.803,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,61.689%,43.623%,-,-,-222.112%,74.300%,-101.645%,35.096%,-23.003%,-108.198%,-,-,-228.745%,-81.429%,-214.780%,19.721%,-144.650%,-183.117%,-257.360%,-106.244%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,48.949%,-538.863%,-590.400%,-460.392%,-341.464%,-342.281%,-156.866%,16.393%,-59.795%,-160.757%,-600.288%,-411.649%,-338.316%,-130.959%,-303.850%,-4.118%,-197.967%,-233.549%,-332.152%,-153.442%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,50.863%,-515.551%,-573.264%,-429.776%,168.837%,437.492%,-155.164%,17.513%,-59.455%,-158.819%,-598.532%,-410.136%,-337.671%,-129.840%,-303.726%,-3.961%,-197.463%,-231.451%,-326.882%,-120.657%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,53.808%,-421.599%,-517.377%,-267.323%,-343.801%,-18.080%,-53.854%,39.572%,-24.503%,-192.917%,-532.484%,-393.610%,-108.083%,-155.272%,-175.712%,-17.257%,-143.407%,-183.344%,-331.786%,-155.966%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"56,026,000","-56,370,000","-51,909,000","-47,454,000","-33,552,000","-42,150,000","-35,443,000","15,214,000","-22,111,000","-38,931,000","-63,725,000","-55,284,000","-50,191,000","-37,498,000","-48,564,000","720,000","-33,173,000","-44,284,000","-42,366,000","-35,587,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,50.607%,-,-,-,-,-,-144.689%,20.813%,-52.981%,-149.694%,-,-,-,-121.917%,-287.684%,1.366%,-181.740%,-218.611%,-,-141.263%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"1,835,000","1,811,000","1,841,000","1,900,000","1,950,000","2,812,000","2,983,000","3,231,000","2,844,000","2,877,000","2,913,000","2,952,000","2,796,000","2,781,000","2,729,000","2,890,000","2,962,000","3,026,000","3,079,000","3,068,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"54,191,000","-58,181,000","-53,750,000","-49,354,000","-35,502,000","-44,962,000","-38,426,000","11,983,000","-24,955,000","-41,808,000","-66,638,000","-58,236,000","-52,987,000","-40,279,000","-51,293,000","-2,170,000","-36,135,000","-47,310,000","-45,445,000","-38,655,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,48.949%,-,-,-,-,-,-156.866%,16.393%,-59.795%,-160.757%,-,-,-,-130.959%,-,-4.118%,-197.967%,-233.549%,-,-153.441%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"110,708,000","10,797,000","9,104,000","10,720,000","10,397,000","13,136,000","24,496,000","73,099,000","41,734,000","26,007,000","11,101,000","14,147,000","15,662,000","30,757,000","16,881,000","52,691,000","18,253,000","20,257,000","13,682,000","25,192,000",Upgrade,Financials in USD,Fiscal year is January - December
