Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,"2,404,000",-,"4,255,000",-,-,-,-,-,-,-,-,"1,711,000","2,474,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-14,213,000","-78,776,000","-14,939,000","-27,322,000","-27,975,000","-28,356,000","-33,005,000","-34,084,000","-28,981,000","-27,395,000","-26,417,000","-29,553,000","-18,528,000","-23,553,000","-20,653,000","-17,021,000","-11,990,000","-14,179,000","-8,984,000","-11,181,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"62,122,283","4,085,132","2,527,472","992,399","724,190","576,047","320,891","306,898","213,847","112,022","82,225","70,502","57,907","52,416","45,329","25,605","19,875",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"62,122,283","4,085,132","2,527,472","992,399","724,190","576,047","320,891","306,898","213,847","112,022","82,225","70,502","57,907","52,416","45,329","25,605","19,875",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),8478.175%,609.166%,687.642%,223.364%,238.649%,414.227%,290.260%,335.304%,269.294%,113.717%,81.396%,175.345%,191.356%,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.229,-19.284,-5.911,-27.531,-38.629,-49.225,-102.854,-111.060,-135.522,-244.550,-321.277,-419.180,-319.961,-449.348,-455.624,-664.753,-603.270,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.229,-19.284,-5.911,-27.531,-38.629,-49.225,-102.854,-111.060,-135.522,-244.550,-321.277,-419.180,-319.961,-449.348,-455.624,-664.753,-603.270,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-18,810,000","-9,919,000","-17,683,000","-22,778,000","-25,198,000","-25,212,000","-36,710,000","-26,972,000","-32,355,000","-35,610,000","-51,263,000","-48,067,000","-20,697,000","-20,537,000","-21,563,000","-18,448,000","-19,301,000","-10,055,000","-9,326,000","-6,688,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.303,-2.428,-6.996,-22.952,-34.795,-43.767,-114.400,-87.886,-151.300,-317.884,-623.448,-681.782,-357.418,-391.808,-475.700,-720.484,-971.119,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,44.897%,-52.491%,33.118%,37.364%,40.486%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-551.169%,-831.476%,-860.234%,-723.181%,-705.615%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-503.650%,-3567.754%,-601.894%,-722.996%,-701.304%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-666.549%,-449.230%,-712.450%,-602.752%,-631.687%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-15,044,000","-17,392,000","-20,379,000","-26,068,000","-27,169,000","-28,081,000","-33,009,000","-31,892,000","-29,339,000","-23,234,000","-26,373,000","-29,452,000","-18,525,000","-23,555,000","-20,730,000","-17,016,000","-11,991,000","-14,186,000","-7,291,000","-8,729,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"510,000","967,000","972,000","1,261,000","978,000","921,000","893,000","836,000","252,000","102,000","63,000","27,000","10,000","7,000","6,000","7,000","8,000","6,000","6,000","5,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-15,554,000","-18,359,000","-21,351,000","-27,329,000","-28,147,000","-29,002,000","-33,902,000","-32,728,000","-29,591,000","-23,336,000","-26,436,000","-29,479,000","-18,535,000","-23,562,000","-20,736,000","-17,023,000","-11,999,000","-14,192,000","-7,297,000","-8,734,000",Upgrade,Financials in USD,Fiscal year is January - December
