Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Interest & Investment Income,-,-,-,-,-,-,-,-,-,-,-,"66,000",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-873,000","2,292,000","-34,000","658,000","-43,000","-10,000","282,000","434,000","1,167,000","411,000","1,134,000","560,000","427,000","1,265,000","161,000","720,000","410,000","376,000","350,000","-554,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-20,039,000","-8,582,000","-16,820,000","2,194,000","-14,320,000","-10,742,000","-26,435,000","25,355,800","-53,010,000","43,980,000","-63,507,000","-61,954,000","-57,844,000","-83,038,000","-48,005,000","-56,865,000","-43,059,000","-30,424,000","-49,567,000","-77,070,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,"-58,000",-,"-169,000","94,000","-106,000","-1,222,000","-180,000","-14,531,000",-,-,-,-,"-21,575,000","-28,718,000","-8,400,000","-19,900,000","-11,180,000","-18,840,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-,-,"15,000",-,-,-,"47,000",-,-,-,"819,000",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,"-590,000","-1,580,000",-,-,"-335,000","-30,242,000",-,-,-,"-7,923,000","-1,700,000",-,-,"-1,464,000","-8,500,000","-125,427,000",-,"-1,144,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,"-517,000",-,-,"-524,000",-,"37,200","-906,000",-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-20,039,000","-8,582,000","-17,985,000","614,000","-14,489,000","-11,172,000","-26,876,000","-6,071,000","-54,096,000","29,449,000","-63,507,000","-69,862,000","-59,544,000","-83,038,000","-69,580,000","-87,000,000","-59,959,000","-175,751,000","-60,747,000","-96,235,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,752,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-20,039,000","-8,582,000","-17,985,000","614,000","-14,489,000","-11,172,000","-26,876,000","-6,071,000","-54,096,000","29,449,000","-63,507,000","-69,862,000","-59,544,000","-83,038,000","-69,580,000","-87,000,000","-59,959,000","-175,751,000","-60,747,000","-94,483,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-20,039,000","-8,582,000","-17,985,000","614,000","-14,489,000","-11,172,000","-26,876,000","-6,071,000","-54,096,000","29,449,000","-63,507,000","-69,862,000","-59,544,000","-83,038,000","-69,580,000","-87,000,000","-59,959,000","-175,751,000","-60,747,000","-94,483,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"210,348,459","209,705,397","204,955,151","189,903,365","188,306,350","186,817,431","184,768,983","183,991,111","183,882,446","183,597,766","179,621,138","175,605,992","173,782,151","161,329,990","153,820,809","145,111,415","143,314,729","136,906,968","128,395,163","119,358,081",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"210,348,459","209,705,397","204,955,151","190,496,470","188,306,350","186,817,431","184,768,983","183,991,111","183,882,446","190,375,317","179,621,138","175,605,992","173,782,151","161,329,990","153,820,809","145,111,415","143,314,729","136,906,968","128,395,163","119,358,081",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),11.705%,12.252%,10.925%,3.536%,2.406%,-1.869%,2.866%,4.775%,5.812%,18.004%,16.773%,21.015%,21.259%,17.839%,19.803%,21.577%,20.571%,15.759%,9.680%,71.666%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.095,-0.041,-0.088,0.003,-0.077,-0.060,-0.145,-0.033,-0.294,0.160,-0.354,-0.398,-0.343,-0.515,-0.452,-0.600,-0.418,-1.284,-0.473,-0.792,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.095,-0.041,-0.088,0.000,-0.077,-0.060,-0.145,-0.037,-0.294,0.150,-0.354,-0.398,-0.343,-0.515,-0.452,-0.600,-0.418,-1.284,-0.473,-0.792,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-6,697,000","-10,095,000","-19,432,000","-2,308,000","-7,167,000","3,629,000","-17,538,000","-54,679,000","33,805,000","-30,660,000","-21,734,000","-62,808,000","-56,270,000","-63,141,000","-70,805,000","-31,099,000","-27,192,000","37,175,000","-89,589,000","-92,355,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.032,-0.048,-0.095,-0.012,-0.038,0.019,-0.095,-0.297,0.184,-0.161,-0.121,-0.358,-0.324,-0.391,-0.460,-0.214,-0.190,0.272,-0.698,-0.774,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,84.186%,79.843%,91.674%,84.107%,76.545%,83.642%,71.476%,174.920%,38.389%,91.706%,61.389%,44.999%,87.483%,16.130%,90.985%,52.692%,86.582%,76.446%,90.835%,85.577%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-33.411%,-19.989%,-43.819%,5.257%,-30.602%,-16.124%,-62.882%,47.610%,-103.102%,38.465%,-96.683%,-99.547%,-109.086%,-149.946%,-82.902%,-97.393%,-68.672%,-31.608%,-54.189%,-107.695%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-53.540%,-19.662%,-55.157%,1.093%,-34.460%,-19.817%,-67.182%,-10.883%,-111.048%,23.305%,-103.057%,-121.126%,-122.127%,-156.933%,-133.030%,-153.442%,-99.952%,-194.971%,-68.658%,-135.839%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-17.893%,-23.128%,-59.595%,-4.107%,-17.046%,6.437%,-43.840%,-98.023%,69.395%,-24.263%,-35.269%,-108.896%,-115.411%,-119.330%,-135.372%,-54.849%,-45.329%,41.240%,-101.256%,-132.780%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-3,131,000","685,000","-4,913,000","12,358,000","-3,460,000","317,000","-15,747,000","35,976,800","-40,801,000","58,032,000","-50,151,000","-47,963,000","-43,702,000","-69,832,000","-33,837,000","-47,497,000","-34,575,000","-18,871,000","-38,320,000","-65,221,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-8.365%,1.569%,-15.067%,21.991%,-8.229%,0.562%,-39.362%,64.495%,-83.756%,45.924%,-81.383%,-83.158%,-89.634%,-131.975%,-64.693%,-83.770%,-57.636%,-20.935%,-43.310%,-93.769%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"9,374,000","9,410,000","9,375,000","9,404,000","9,407,000","9,407,000","9,409,000","9,419,000","9,424,000","9,426,000","9,428,000","9,453,000","9,484,000","9,509,000","9,524,000","7,724,000","6,620,000","9,621,000","9,625,000","9,686,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-12,505,000","-8,725,000","-14,288,000","2,954,000","-12,867,000","-9,090,000","-25,156,000","26,557,800","-50,225,000","48,606,000","-59,579,000","-57,416,000","-53,186,000","-79,341,000","-43,361,000","-55,221,000","-41,195,000","-28,492,000","-47,945,000","-74,907,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-33.411%,-19.989%,-43.819%,5.257%,-30.602%,-16.124%,-62.882%,47.610%,-103.102%,38.465%,-96.683%,-99.547%,-109.086%,-149.946%,-82.902%,-97.393%,-68.672%,-31.608%,-54.189%,-107.695%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"37,428,000","43,648,000","32,607,000","56,196,000","42,046,000","56,376,000","40,005,000","55,782,000","48,714,000","126,365,000","61,623,000","57,677,000","48,756,000","52,913,000","52,304,000","56,699,000","59,988,000","90,142,000","88,478,000","69,555,000",Upgrade,Financials in USD,Fiscal year is January - December
