Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+19 Quarters,Currency,Fiscal_Year_period
Operating Expenses,"2,610,000","3,371,000","4,240,000","4,879,000","4,426,000","4,156,000","3,668,000","3,186,000","4,562,000","4,842,000","4,302,000","15,742,000","3,974,000","4,376,000","2,462,000","1,385,575","12,030,000","12,599,000","17,560,000","10,979,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-2,610,000","-3,371,000","-4,240,000","-4,879,000","-4,426,000","-4,156,000","-3,668,000","-3,186,000","-4,562,000","-4,842,000","-4,302,000","-15,742,000","-3,974,000","-4,376,000","-2,462,000","-2,552,239","-12,030,000","-5,500,000","-17,560,000","-20,767,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-50,000","-426,000","-102,000","-230,000","-34,000","-142,000","-92,000","-116,000","-35,000","-33,000","-39,000","-348,000","-27,000","-253,000","-166,000","-1,042,914","-1,506,000","-1,042,000","-345,000","-8,842,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"261,000","53,000",-,"3,000","12,000","3,000","4,000","11,000","14,000","5,000",-,-,"28,000",-,-,"155,441","2,122,000","3,661,000","563,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"121,000","-128,000","76,000","220,000","-156,000","-26,000","95,000","31,000","-406,000","-269,000","-269,000","-24,000","9,000","-41,000","-39,000","62,000",-,-,-,"-289,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"14,000","2,243,000","419,000","3,247,000","157,000","1,941,000","309,000","3,683,000","2,000","874,000","12,566,000","-828,000","1,785,000","-604,000","-156,000","1,558,000",-,-,-,"-12,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-2,264,000","-1,629,000","-3,847,000","-1,639,000","-4,447,000","-2,380,000","-3,352,000","423,000","-4,987,000","-4,265,000","7,956,000","-16,942,000","-2,179,000","-5,274,000","-2,823,000","-1,819,712","-11,414,000","-2,881,000","-17,342,000","-29,910,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,"-45,000","-34,000","-36,000","-178,000","-137,000","-67,000","-113,000","708,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,-,"1,780,000","5,000","1,000,000",-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-9,703,000",-,-,-,-,-,-,"-3,564,000",-,-,"-14,007,000",-,-,-,-,-,-,-,-,"-80,498,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,-,-,"-800,000",-,"333,000",-,"-25,000","-116,000","-108,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-11,967,000","-1,629,000","-3,847,000","-1,639,000","-4,447,000","-2,380,000","-3,352,000","-3,141,000","-5,032,000","-5,099,000","-4,307,000","-16,782,000","-1,316,000","-5,366,000","-3,052,000","-1,219,712","-11,414,000","-2,881,000","-17,342,000","-110,408,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-377,000",-,"-4,000","83,000",-,-,-,"-303,000","5,000","4,000","-1,227,000","35,000","35,000","30,000","33,000","884,950","-2,875,000","622,000","-1,927,000","-31,345,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-11,590,000","-1,629,000","-3,843,000","-1,722,000","-4,447,000","-2,380,000","-3,352,000","-2,838,000","-5,037,000","-5,103,000","-3,080,000","-16,817,000","-1,351,000","-5,396,000","-3,085,000","-2,104,662","-8,539,000","-3,503,000","-15,415,000","-79,063,000",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,106","-6,000","109,000","-5,000","4,828,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-11,590,000","-1,629,000","-3,843,000","-1,722,000","-4,447,000","-2,380,000","-3,352,000","-2,838,000","-5,037,000","-5,103,000","-3,080,000","-16,817,000","-1,351,000","-5,396,000","-3,085,000","-2,105,767","-8,545,000","-3,394,000","-15,420,000","-74,235,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,"562,000","40,000","37,000",-,"1,105,000","7,406,000","4,000","264,000","1,646,000","1,377,000","1,572,000",-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-12,152,000","-1,669,000","-3,880,000","-1,722,000","-5,552,000","-9,786,000","-3,356,000","-3,102,000","-6,683,000","-6,480,000","-4,652,000","-16,817,000","-1,351,000","-5,396,000","-3,085,000","-2,105,767","-8,545,000","-3,394,000","-15,420,000","-74,235,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"1,575,762","499,303",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"1,575,762","499,303",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-7.712,-3.343,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-7.712,-3.343,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-5,443,000","-7,216,000","-1,487,000","-1,672,000","-5,376,000","-2,496,000","-3,201,000","-2,464,000","-4,408,000","-4,208,000","-5,755,000","-4,319,000","-3,734,000","-4,266,000","-2,567,000","-2,001,137","-10,793,000","-7,943,000","-13,227,000","-13,446,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-3.454,-14.452,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100.000%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-77.476%,-,-871.830%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-47.810%,-,-3116.499%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-111.889%,-,-564.484%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-2,605,000","-3,370,000","-4,238,000","-4,870,000","-4,417,000","-4,147,000","-3,658,000","-3,184,000","-4,551,000","-4,818,000","-4,279,000","-15,726,000","-3,950,316","-4,311,000","-2,406,000","-2,536,298","-11,767,000","-5,231,000","-17,462,000","-20,660,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-73.686%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"5,000","1,000","2,000","9,000","9,000","9,000","10,000","2,000","11,000","24,000","23,000","16,000","23,684","65,000","56,000","15,941","263,000","269,000","98,000","107,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-2,610,000","-3,371,000","-4,240,000","-4,879,000","-4,426,000","-4,156,000","-3,668,000","-3,186,000","-4,562,000","-4,842,000","-4,302,000","-15,742,000","-3,974,000","-4,376,000","-2,462,000","-2,552,239","-12,030,000","-5,500,000","-17,560,000","-20,767,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-77.476%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
