Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q3 2019,+2 Quarters,Currency,Fiscal_Year_period
Interest & Investment Income,-,"103,000","14,000","138,000",-,"24,000","1,000",-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-207,000","136,000","-70,000","-4,000","19,000","-89,000","-45,000","543,000","1,024,000","10,791,000","-2,463,000","-12,000",-,-,"11,000",-,-,"-14,245","-4,678",-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-5,728,000","-5,592,000","-6,643,000","-6,157,000","-5,599,000","-4,154,000","-5,360,000","-4,972,000","-7,290,000","3,660,000","-8,760,000","-8,552,000","-5,758,000","-10,035,000","-3,159,000","-2,218,197","-2,020,145","-2,033,446","-1,019,212","-2,010,811",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-5,765,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,-,-,"-8,000","-51,000","-9,000","-21,000","-296,000","-615,000",-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,-,-,-,-,"-50,000","-9,598,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,-,-,-,-,"772,000",-,"-772,000",-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-20,864,000","66,000",-,-,-,"118,000",-,"-240,000",-,-,-,"664,000","310,000",-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-26,592,000","-5,526,000","-6,643,000","-6,157,000","-5,599,000","-4,504,000","-5,411,000","-4,449,000","-7,311,000","-3,398,000","-9,375,000","-7,888,000","-85,986,000","-10,085,000","-18,522,000","-2,218,197","-2,020,145","-2,033,446","-1,019,212","-2,010,811",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"12,000","3,000","4,000","-4,000","-8,000","4,000","5,000","40,000","5,000",-,-,"64,000",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-26,604,000","-5,529,000","-6,647,000","-6,153,000","-5,591,000","-4,508,000","-5,416,000","-4,489,000","-7,316,000","-3,398,000","-9,375,000","-7,952,000","-85,986,000","-10,085,000","-18,522,000","-2,218,197","-2,020,145","-2,033,446","-1,019,212","-2,010,811",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,"8,000",-,"8,000",-,"8,000",-,"8,000",-,"8,000",-,"8,000",-,"8,000",-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-26,604,000","-5,537,000","-6,647,000","-6,161,000","-5,591,000","-4,516,000","-5,416,000","-4,497,000","-7,316,000","-3,406,000","-9,375,000","-7,960,000","-85,986,000","-10,093,000","-18,522,000","-2,218,197","-2,020,145","-2,033,446","-1,019,212","-2,010,811",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"5,410,000","5,410,000","5,410,000","5,413,000","5,410,000","5,303,000","5,127,000","3,631,000","2,941,000","2,940,000","2,681,000","2,601,950","2,527,000","2,122,400","1,389,950","881,953","881,340","879,174","875,091",-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"5,410,000","5,410,000","5,410,000","5,413,000","5,410,000","5,303,000","5,127,000","3,631,000","2,941,000","2,940,000","2,681,000","2,601,950","2,527,000","2,122,400","1,389,950","881,953","881,340","879,174","875,091",-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),-,2.018%,5.520%,49.077%,83.951%,80.374%,91.235%,39.549%,16.383%,38.522%,92.885%,195.021%,186.722%,141.408%,58.835%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-4.918,-1.023,-1.229,-1.138,-1.033,-0.852,-1.056,-1.239,-2.488,-1.159,-3.497,-3.059,-34.027,-4.755,-13.326,-2.515,-2.292,-2.313,-1.165,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-4.918,-1.023,-1.229,-1.138,-1.033,-0.852,-1.056,-1.239,-2.488,-1.159,-3.497,-3.059,-34.027,-4.800,-13.326,-2.515,-2.292,-2.313,-1.165,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-6,304,000","-2,508,000","-3,848,000","-4,680,000","-5,826,000","-3,872,000","-6,049,000","-5,456,000","-6,159,000","-4,180,000","-5,478,000","-6,979,000","-6,429,000","-6,804,000","-3,430,000","-1,650,538","-2,406,663","-2,205,249","-1,877,550","-1,641,386",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-1.165,-0.464,-0.711,-0.865,-1.077,-0.730,-1.180,-1.503,-2.094,-1.422,-2.043,-2.682,-2.544,-3.206,-2.468,-1.871,-2.731,-2.508,-2.146,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,112.320%,-102.128%,-29.787%,-288.235%,-135.294%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-787.474%,-10491.489%,-12312.766%,-33911.765%,-10794.118%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-5462.834%,-11780.851%,-14142.553%,-36241.176%,-10962.745%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-1294.456%,-5336.170%,-8187.234%,-27529.412%,-11423.529%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-3,798,000","-4,887,000","-5,748,000","-5,743,000","-5,485,000","-4,068,000","-5,295,000","-5,492,000","-8,264,000","-7,050,000","-6,260,000","-8,498,000","-5,708,000","-9,975,000","-3,131,000","-2,181,588","-1,982,315","-1,994,562","-991,535","-1,993,040",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"37,000","44,000","39,000","22,000","20,000","21,000","21,000","17,000","40,000","68,000","36,000","24,000","30,000","38,000","25,000","25,091","25,271","24,639","22,999","2,821",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-3,835,000","-4,931,000","-5,787,000","-5,765,000","-5,505,000","-4,089,000","-5,316,000","-5,509,000","-8,304,000","-7,118,000","-6,296,000","-8,522,000","-5,738,000","-10,013,000","-3,156,000","-2,206,679","-2,007,586","-2,019,201","-1,014,534","-1,995,861",Upgrade,Financials in USD,Fiscal year is January - December
