Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
EPS Growth,-,-,-,-,-,-,-,-,-,-,-,272.101%,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-7,405,898","5,951,209","-6,118,216","79,031,730","-5,099,370","-3,601,833","24,447,118","-8,106,225","-4,781,371","-2,207,753","56,706,411","16,076,366","1,628,658","-1,440,972","-4,820,036","45,946,378","31,339,075","-9,088,672","3,306,946","-14,264,302",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.103,0.083,-0.085,1.092,-0.072,-0.051,0.339,-0.110,-0.065,-0.030,0.768,0.212,0.022,-0.019,-0.062,0.592,0.401,-0.113,0.041,-0.176,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,53.594%,30.307%,75.310%,85.043%,50.790%,-3.614%,25.553%,35.842%,86.592%,53.668%,21.561%,84.906%,31.525%,62.327%,42.935%,80.026%,82.384%,80.964%,-31.378%,0.646%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,5.416%,4.951%,44.339%,78.706%,-14.177%,-78.908%,-25.331%,-15.889%,59.372%,18.424%,-13.653%,81.508%,-60.747%,0.013%,-41.328%,71.041%,74.327%,71.371%,-152.611%,-81.364%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,13.426%,8.402%,40.414%,62.032%,-4.256%,-48.918%,-11.033%,-7.147%,45.756%,12.222%,-3.426%,63.461%,-64.244%,1.955%,-16.871%,53.437%,54.648%,51.774%,-339.631%,-105.594%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-73.987%,27.285%,-24.059%,67.850%,-55.217%,-61.275%,293.729%,-71.369%,-6.621%,-13.246%,538.047%,13.936%,33.607%,-16.652%,-100.131%,121.779%,70.805%,-22.525%,126.231%,-334.523%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"670,469","1,220,678","11,413,870","91,814,675","-1,173,320","-4,504,710","-1,977,185","-1,673,493","43,003,236","3,199,422","-1,311,355","94,153,693","-2,815,056","135,110","-1,858,581","26,936,010","33,027,686","28,931,642","-3,864,892","-3,337,968",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,6.698%,5.597%,44.884%,78.824%,-12.705%,-76.635%,-23.756%,-14.734%,59.552%,19.196%,-12.443%,81.619%,-58.088%,1.561%,-38.610%,71.393%,74.620%,71.704%,-147.528%,-78.281%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"128,382","140,839","138,471","137,591","135,924","133,657","131,121","131,203","130,203","128,711","127,526","128,701","128,833","134,008","130,826","132,678","129,467","134,506","133,163","131,457",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"542,087","1,079,839","11,275,399","91,677,084","-1,309,244","-4,638,367","-2,108,306","-1,804,696","42,873,033","3,070,711","-1,438,881","94,024,992","-2,943,889","1,102","-1,989,407","26,803,332","32,898,219","28,797,136","-3,998,055","-3,469,425",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,5.415%,4.951%,44.339%,78.706%,-14.177%,-78.908%,-25.331%,-15.889%,59.372%,18.424%,-13.652%,81.508%,-60.747%,0.013%,-41.328%,71.041%,74.327%,71.371%,-152.611%,-81.364%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,28.231%,23.572%,22.246%,22.195%,-,-,-,-,23.396%,36.195%,-,22.015%,-,63.816%,-,23.195%,23.574%,23.225%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"10,009,781","21,810,891","25,429,855","116,480,859","9,235,171","5,878,166","8,323,025","11,358,139","72,211,127","16,667,045","10,539,299","115,357,248","4,846,172","8,653,289","4,813,744","37,729,355","44,261,407","40,348,777","2,619,765","4,264,066",Upgrade,Financials in USD,Fiscal year is January - December
