Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+10 Quarters,Currency,Fiscal_Year_period
Pretax Income,"501,000","-2,987,000","-811,000","-2,009,000","-579,000","4,559,000","-2,660,000","912,000","-3,045,000","-1,558,000","-5,330,000","1,039,000","-6,094,000","-2,016,000","5,116,000","-7,687,000","-6,504,000","-4,730,000","-9,049,000","-2,696,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-126,000","54,000",-,"247,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"627,000","-3,041,000","-811,000","-2,256,000","-579,000","4,559,000","-2,660,000","912,000","-3,045,000","-1,558,000","-5,330,000","1,039,000","-6,094,000","-2,016,000","5,116,000","-7,687,000","-6,504,000","-4,730,000","-9,049,000","-2,696,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"627,000","-3,041,000","-811,000","-2,256,000","-579,000","4,559,000","-2,660,000","912,000","-3,045,000","-1,558,000","-5,330,000","1,039,000","-6,094,000","-2,016,000","5,116,000","-7,687,000","-6,504,000","-4,730,000","-9,049,000","-2,696,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-,-,-,-,-,-,-,-12.223%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"25,900,000","25,778,000","25,763,000","25,741,000","25,719,000","25,593,000","25,525,000","25,381,000","25,365,000","25,126,000","25,301,000","25,285,000","25,276,000","25,211,000","24,453,000","23,809,000","21,052,174","21,004,910","18,143,000","17,925,044",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"26,550,000","25,778,000","25,763,000","25,741,000","25,719,000","25,983,000","25,525,000","25,691,000","25,365,000","25,126,000","25,301,000","25,957,000","25,276,000","25,211,000","26,547,000","23,809,000","21,052,174","21,004,910","18,143,000","17,925,044",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),3.231%,-0.789%,0.932%,0.195%,1.396%,3.411%,0.885%,-1.025%,0.352%,-0.337%,-4.694%,9.022%,20.064%,20.024%,46.321%,32.825%,17.755%,18.451%,3.662%,53.995%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),0.024,-0.118,-0.031,-0.088,-0.023,0.178,-0.104,0.036,-0.120,-0.062,-0.211,0.041,-0.241,-0.080,0.209,-0.323,-0.309,-0.225,-0.499,-0.150,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),0.020,-0.120,-0.031,-0.088,-0.023,0.178,-0.104,0.036,-0.120,-0.062,-0.211,0.041,-0.241,-0.080,0.190,-0.323,-0.309,-0.230,-0.500,-0.150,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-,-,-,-,-,-,-,-12.555%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"2,952,000","1,255,000","-2,487,000","387,000","873,000","7,103,000","-1,548,000","2,828,000","-1,703,000","2,450,000","1,208,000","-5,121,000","-2,952,000","-372,000","3,715,000","-7,226,000","-5,096,000","-2,853,000","-7,221,000","-3,882,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.111,0.049,-0.097,0.015,0.034,0.273,-0.061,0.110,-0.067,0.098,0.048,-0.197,-0.117,-0.015,0.140,-0.303,-0.242,-0.136,-0.398,-0.217,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,61.042%,62.001%,62.855%,49.638%,62.649%,80.704%,63.084%,74.841%,62.690%,62.694%,60.983%,93.895%,15.613%,94.327%,86.635%,-270.370%,-,-40.000%,-3.030%,1.307%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,4.930%,-32.345%,-10.043%,-27.253%,-7.797%,32.366%,-47.775%,12.497%,-89.935%,-18.211%,-233.778%,21.566%,-754.452%,-75.807%,45.079%,-9160.494%,-,-22690.000%,-8970.707%,-578.649%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,6.073%,-33.513%,-10.181%,-30.849%,-8.238%,38.001%,-50.151%,10.732%,-94.595%,-21.174%,-244.945%,17.052%,-786.323%,-65.732%,43.002%,-9490.123%,-,-23650.000%,-9140.404%,-587.364%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,28.594%,13.831%,-31.220%,5.292%,12.422%,59.206%,-29.186%,33.278%,-52.905%,33.297%,55.515%,-84.047%,-380.903%,-12.129%,31.226%,-8920.988%,-,-14265.000%,-7293.939%,-845.752%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"787,000","-2,656,000","-566,000","-1,735,000","-357,000","4,074,000","-2,340,000","1,314,000","-2,746,000","-190,000","-4,926,000","1,432,000","-5,782,000","-2,260,000","5,489,000","-7,291,000","-6,141,000","-4,407,000","-8,750,000","-2,539,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,7.623%,-29.270%,-7.105%,-23.725%,-5.080%,33.958%,-44.118%,15.462%,-85.306%,-2.582%,-226.379%,23.502%,-,-73.688%,46.138%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"278,000","279,000","234,000","258,000","191,000","191,000","194,000","252,000","149,000","1,150,000","161,000","118,000","65,000","65,000","126,000","129,000","131,000","131,000","131,000","117,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"509,000","-2,935,000","-800,000","-1,993,000","-548,000","3,883,000","-2,534,000","1,062,000","-2,895,000","-1,340,000","-5,087,000","1,314,000","-5,847,000","-2,325,000","5,363,000","-7,420,000","-6,272,000","-4,538,000","-8,881,000","-2,656,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,4.930%,-32.345%,-10.043%,-27.253%,-7.797%,32.366%,-47.775%,12.497%,-89.935%,-18.211%,-233.778%,21.566%,-,-75.807%,45.078%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"10,324,000","9,074,000","7,966,000","7,313,000","7,028,000","11,997,000","5,304,000","8,498,000","3,219,000","7,358,000","2,176,000","6,093,000","775,000","3,067,000","11,897,000","81,000","-161,000","20,000","99,000","459,000",Upgrade,Financials in USD,Fiscal year is January - December
