Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Merger & Restructuring Charges,"-12,429,000","-11,394,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,-,-,"-15,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,"-7,578,000",-,"-3,655,000","2,949,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-348,698,000","-376,110,000","-331,155,000","-216,883,000","-188,790,000","-146,448,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"260,000","223,000","313,000","409,000","-19,359,000","-21,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-348,958,000","-376,333,000","-331,468,000","-217,292,000","-169,431,000","-146,427,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,"-2,496,000","264,934,000","52,986,000","37,201,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-351,454,000","-111,399,000","-278,482,000","-180,091,000","-169,431,000","-146,427,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-351,454,000","-111,399,000","-278,482,000","-180,091,000","-169,431,000","-146,427,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"77,229,574","74,267,418","63,758,515","59,832,287","47,539,631","42,339,961",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"77,229,574","74,267,418","63,758,515","59,832,287","47,539,631","42,339,961",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),8.472%,16.482%,6.562%,25.858%,12.281%,4.716%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-4.551,-1.500,-4.368,-3.010,-3.564,-3.458,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-4.551,-1.500,-4.368,-3.010,-3.564,-3.458,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-272,335,000","-280,689,000","-186,482,000","-19,893,000","-49,510,000","-58,409,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-3.526,-3.779,-2.925,-0.332,-1.041,-1.380,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-10.559%,-76.565%,-111.724%,-55.479%,30.467%,16.620%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-137.475%,-259.398%,-292.173%,-151.267%,-38.008%,-56.924%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-172.750%,-76.701%,-254.414%,-136.602%,-85.433%,-83.511%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-133.860%,-193.261%,-170.365%,-15.089%,-24.965%,-33.312%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-238,737,000","-338,214,000","-299,094,000","-186,679,000","-50,798,000","-79,402,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-117.346%,-232.869%,-273.245%,-141.599%,-25.614%,-45.285%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"40,952,000","38,530,000","20,719,000","12,746,000","24,579,000","20,408,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-279,689,000","-376,744,000","-319,813,000","-199,425,000","-75,377,000","-99,810,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-137.475%,-259.398%,-292.173%,-151.267%,-38.008%,-56.924%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"203,447,000","145,238,000","109,460,000","131,836,000","198,321,000","175,338,000",Upgrade,Financials in USD,Fiscal year is January - December
