Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+11 Quarters,Currency,Fiscal_Year_period
Pretax Income,"-6,481,000","-5,279,000","-5,790,000","-1,498,000","-14,782,000","-15,456,000","-5,279,000","1,289,000","-13,708,000","-13,137,000","-18,915,000","-10,693,000","-16,450,000","-17,826,000","-15,756,000","-19,587,000","-27,552,000","-18,667,000","-28,038,000","-18,027,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-6,481,000","-5,279,000","-5,790,000","-1,498,000","-14,782,000","-15,456,000","-5,279,000","1,289,000","-13,708,000","-13,137,000","-18,915,000","-10,693,000","-16,450,000","-17,826,000","-15,756,000","-19,587,000","-27,552,000","-18,667,000","-28,038,000","-18,027,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-6,481,000","-5,279,000","-5,790,000","-1,498,000","-14,782,000","-15,456,000","-5,279,000","1,289,000","-13,708,000","-13,137,000","-18,915,000","-10,693,000","-16,450,000","-17,826,000","-15,756,000","-19,587,000","-27,552,000","-18,667,000","-28,038,000","-18,027,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"16,849,283","16,815,387","16,785,090","15,743,772","14,598,218","14,425,775","14,312,887","14,140,520","10,072,077","6,924,782","6,752,855","5,875,179","5,543,644","5,485,973","5,416,935","5,322,296","5,248,220","4,965,915","4,754,440","4,597,583",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"16,849,283","16,815,387","16,785,090","15,743,772","14,598,218","14,425,775","14,312,887","14,140,520","10,072,077","6,924,782","6,752,855","5,875,179","5,543,644","5,485,973","5,416,935","5,322,296","5,248,220","4,965,915","4,754,440","4,597,583",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),15.420%,16.565%,17.273%,11.338%,44.938%,108.321%,111.953%,140.682%,81.687%,26.227%,24.662%,10.388%,5.629%,10.473%,13.934%,15.763%,22.148%,17.002%,12.690%,11.534%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.385,-0.314,-0.345,-0.095,-1.013,-1.071,-0.369,0.091,-1.361,-1.897,-2.801,-1.820,-2.967,-3.249,-2.909,-3.680,-5.250,-3.759,-5.897,-3.921,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.385,-0.314,-0.345,-0.095,-1.013,-1.071,-0.369,0.091,-1.361,-1.897,-2.801,-1.820,-2.967,-3.249,-2.909,-3.680,-5.250,-3.759,-5.897,-3.921,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-5,193,000","-4,584,000","-5,183,000","-7,575,000","-7,125,000","-11,083,000","-11,316,000","-11,788,000","-10,904,000","-14,846,000","-14,972,000","-5,036,000","-11,654,000","-13,460,000","-15,105,000","-16,889,000","-17,356,000","-19,627,000","-25,107,000","-16,300,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.308,-0.273,-0.309,-0.481,-0.488,-0.768,-0.791,-0.834,-1.083,-2.144,-2.217,-0.857,-2.102,-2.454,-2.788,-3.173,-3.307,-3.952,-5.281,-3.545,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,-,-,-,-,-,-,-,-,-100.209%,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-,-,-,-,-,-,-,-,-5194.068%,-,-206.898%,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-,-,-,-,-,-,-,-,-5566.525%,-,-223.516%,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-,-,-,-,-,-,-,-,-6290.678%,-,-105.268%,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-6,386,000","-6,758,000","-7,372,000","-5,387,000","-8,671,000","-11,534,000","-10,229,000","-11,608,000","-12,595,000","-11,649,000","-17,640,000","-9,227,000","-14,120,000","-16,252,000","-14,186,000","-15,702,000","-24,536,000","-21,532,000","-24,315,000","-22,771,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-,-,-,-,-,-,-,-192.872%,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"216,000","221,000","227,000","231,000","308,000","314,000","329,000","409,000","535,000","609,000","627,000","671,000","708,000","744,000","757,000","811,000","824,000","911,000","903,000","343,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-6,602,000","-6,979,000","-7,599,000","-5,618,000","-8,979,000","-11,848,000","-10,558,000","-12,017,000","-13,130,000","-12,258,000","-18,267,000","-9,898,000","-14,828,000","-16,996,000","-14,943,000","-16,513,000","-25,360,000","-22,443,000","-25,218,000","-23,114,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-,-,-,-,-,-,-,-206.898%,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
