Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+11 Quarters,Currency,Fiscal_Year_period
Shares Outstanding (Diluted),"226,346,058","238,543,102","225,735,236","225,409,315","192,883,209","95,446,929","94,870,293","94,280,553","91,181,427","76,668,162","75,894,692","75,587,851","75,001,510","74,672,882","74,093,526","73,212,186","72,245,897","66,599,915","61,890,323","61,282,084",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),17.349%,149.922%,137.941%,139.084%,111.538%,24.494%,25.003%,24.730%,21.573%,2.672%,2.431%,3.245%,3.814%,12.122%,19.717%,19.468%,18.912%,10.512%,70.416%,704.464%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.136,0.218,-0.186,-0.214,-0.207,-0.445,-0.518,-0.591,-0.651,-0.736,-0.761,-0.745,-0.803,-0.801,-0.778,-0.882,-0.800,-1.004,-0.874,-0.893,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.136,0.217,-0.190,-0.214,-0.207,-0.450,-0.520,-0.591,-0.651,-0.736,-0.761,-0.745,-0.803,-0.801,-0.778,-0.882,-0.800,-1.004,-0.874,-0.893,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-32,033,000","116,348,000","-52,302,000","-33,424,000","-34,494,000","-38,251,000","-52,989,000","-47,832,000","-37,028,000","-48,942,000","-53,640,000","-40,592,000","-42,558,000","-47,588,000","-59,698,000","-36,986,000","-45,229,000","-42,840,000","-52,808,000","-44,668,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.142,0.488,-0.232,-0.148,-0.179,-0.401,-0.559,-0.507,-0.406,-0.638,-0.707,-0.537,-0.567,-0.637,-0.806,-0.505,-0.626,-0.643,-0.853,-0.729,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,100.000%,100.000%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-357.795%,54.347%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-324.926%,51.368%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-337.901%,121.396%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-33,703,000","52,337,000","-41,700,000","-38,735,000","-40,103,000","-45,822,000","-47,462,000","-53,882,000","-55,546,000","-53,397,000","-53,871,000","-48,798,000","-55,199,000","-55,155,000","-52,757,000","-54,422,000","-52,929,000","-49,989,000","-51,833,000","-53,896,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,54.607%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"216,000","250,000","259,000","292,000","387,000","463,000","465,000","460,000","460,000","460,000","452,000","448,000","450,000","426,000","416,000","365,000","365,000","350,000","329,000","292,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-33,919,000","52,087,000","-41,959,000","-39,027,000","-40,490,000","-46,285,000","-47,927,000","-54,342,000","-56,006,000","-53,857,000","-54,323,000","-49,246,000","-55,649,000","-55,581,000","-53,173,000","-54,787,000","-53,294,000","-50,339,000","-52,162,000","-54,188,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,54.347%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,8.264%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"9,480,000","95,842,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
