Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
EPS Growth,81.889%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-20,748,000","-19,645,000","-26,160,000","-22,229,000","-18,252,000","-25,695,000","9,301,000","-1,575,000","-34,255,000","-34,649,000","-42,049,000","-31,437,000","-29,968,000","-28,313,000","-30,922,000","-17,872,000","-25,456,000","97,064,000","-50,786,000","-30,182,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.244,-0.231,-0.317,-0.273,-0.225,-0.386,0.140,-0.024,-0.520,-0.529,-0.643,-0.481,-0.460,-0.435,-0.507,-0.383,-0.551,2.107,-1.080,-0.664,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,-,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,12.297%,-33.653%,28.114%,-2.278%,11.837%,-13.541%,-24.056%,-9.979%,-266.529%,-233.829%,-354.668%,-,-128.737%,-117.909%,-97.846%,-90.264%,-83.736%,-97.170%,-5.632%,-451.492%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,17.157%,-26.016%,33.261%,3.146%,11.340%,-4.397%,-14.090%,-43.607%,-260.734%,-229.487%,-353.772%,-,-128.413%,-118.142%,-97.389%,-89.788%,-82.696%,-94.406%,24.610%,-428.264%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-62.060%,-78.220%,-63.092%,-83.546%,-69.178%,-103.927%,39.580%,-7.827%,-307.302%,-269.579%,-465.144%,-,-170.399%,-173.827%,-193.613%,-109.155%,-143.108%,584.441%,-102.406%,-364.561%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"4,540,000","-7,993,000","12,124,000","-120,000","3,607,000","-2,738,000","-5,058,000","-1,400,000","-29,087,000","-29,444,000","-31,460,000","-57,894,000","-21,961,000","-18,528,000","-14,953,000","-14,117,000","-14,243,000","-15,516,000","-2,156,000","-36,771,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,13.580%,-31.826%,29.241%,-0.451%,13.671%,-11.074%,-21.524%,-6.957%,-260.940%,-229.083%,-,-,-124.871%,-113.752%,-93.626%,-86.221%,-80.071%,-93.425%,-4.347%,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"429,000","459,000","467,000","486,000","484,000","610,000","595,000","608,000","623,000","610,000","602,000","675,000","680,000","677,000","674,000","662,000","652,000","622,000","637,000","608,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"4,111,000","-8,452,000","11,657,000","-606,000","3,123,000","-3,348,000","-5,653,000","-2,008,000","-29,710,000","-30,054,000","-32,062,000","-58,569,000","-22,641,000","-19,205,000","-15,627,000","-14,779,000","-14,895,000","-16,138,000","-2,793,000","-37,379,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,12.297%,-33.653%,28.114%,-2.277%,11.837%,-13.541%,-24.056%,-9.979%,-266.529%,-233.829%,-,-,-128.737%,-117.909%,-97.846%,-90.264%,-83.736%,-97.170%,-5.632%,-,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,1.052%,-,0.354%,56.086%,48.547%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
